育种者,申请者,登记编号,作物名称,品种名称
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110514,番茄,唯根斯海地
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110515,番茄,唯根斯海根81
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110516,番茄,唯根斯海伦
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110517,番茄,唯根斯野火
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110518,番茄,唯根斯汉马
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110519,番茄,唯根斯黑马8236
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110520,番茄,唯根斯夏川5号
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110521,番茄,唯根斯含香
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110522,番茄,唯根斯金宝石
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110523,番茄,唯根斯金元宝
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2019)110524,番茄,唯根斯夏川7号
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2020)110152,番茄,唯根斯8846
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2020)110153,番茄,唯根斯野地828
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2020)110154,番茄,唯根斯大哥大
北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,北京科欣基业科技发展有限公司;寿光唯根斯种业有限公司,GPD番茄(2020)110155,番茄,唯根斯8848
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110110,结球甘蓝,捷甘283
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110175,结球甘蓝,展望二号
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110190,结球甘蓝,韩甘8号
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110222,结球甘蓝,克日1316
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110277,结球甘蓝,德瑞1017
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110339,结球甘蓝,展望
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2018)110340,结球甘蓝,绿嘉374
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2019)110032,结球甘蓝,澳奇丽
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2019)110086,结球甘蓝,捷甘11170
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2019)110173,结球甘蓝,捷甘1044
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110004,结球甘蓝,捷甘1061
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110005,结球甘蓝,德瑞11105
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110006,结球甘蓝,捷甘13137
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110007,结球甘蓝,捷甘1570
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110008,结球甘蓝,捷甘1549
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110009,结球甘蓝,捷甘415
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110142,结球甘蓝,捷甘310
中国种子集团有限公司,中国种子集团有限公司,GPD向日葵(2018)110267,向日葵,s668
中国种子集团有限公司,中国种子集团有限公司,GPD向日葵(2018)110268,向日葵,矮大头567DW
中国种子集团有限公司,中国种子集团有限公司,GPD向日葵(2018)110270,向日葵,T9704
中国种子集团有限公司,中国种子集团有限公司,GPD向日葵(2019)110161,向日葵,CS977
中国种子集团有限公司,中国种子集团有限公司,GPD大白菜(2018)110449,大白菜,QB101
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110278,大白菜,金丽
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110383,大白菜,CR民喜
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110447,大白菜,金春娃
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110448,大白菜,黄秋旺
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110464,大白菜,夏宝
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2020)110465,大白菜,金太阳
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD大白菜(2021)110001,大白菜,盛世
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD大白菜(2022)110225,大白菜,CR韩农秀丽
中国种子集团有限公司,中国种子集团有限公司,GPD甜菜(2018)110038,甜菜,Flores
中国种子集团有限公司,中国种子集团有限公司,GPD甜菜(2018)110060,甜菜,MA10-6
中国种子集团有限公司,中国种子集团有限公司,GPD甜菜(2018)110061,甜菜,MA11-8
中国种子集团有限公司,中国种子集团有限公司,GPD番茄(2018)110371,番茄,华锦7号
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110411,番茄,施华洛
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110589,番茄,托马斯
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110632,番茄,舒伯特
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110643,番茄,罗曼蒂克
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110764,番茄,大喜
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2018)110765,番茄,塞纳
中国种子集团有限公司,中国种子集团有限公司,GPD番茄(2018)110805,番茄,华锦1号
中国种子集团有限公司,中国种子集团有限公司,GPD番茄(2018)110806,番茄,华锦9号
中国种子集团有限公司,中国种子集团有限公司,GPD番茄(2018)110807,番茄,欧美
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2020)110446,番茄,粉贝利9号
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD番茄(2021)110001,番茄,梦芭莎
北京柯瑞德种子有限公司,北京柯瑞德种子有限公司,GPD结球甘蓝(2020)110264,结球甘蓝,腾达
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD结球甘蓝(2020)110279,结球甘蓝,蓝精英
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD结球甘蓝(2020)110280,结球甘蓝,绿隆
中国农业科学院作物科学研究所,中国农业科学院作物科学研究所,GPD豌豆(2020)110044,豌豆,中秦1号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)110087,辣椒,海丰391
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)110088,辣椒,海丰16号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)110089,辣椒,海丰190
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)110903,辣椒,海丰14号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)110904,辣椒,海丰25号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)111099,辣椒,海丰166
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)111223,辣椒,海丰23号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)111224,辣椒,海丰1056
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2018)111618,辣椒,金惠13E
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2018)111754,辣椒,海丰长剑
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2019)110034,辣椒,海丰340
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2019)110164,辣椒,海丰12号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2019)110492,辣椒,海丰104
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2019)110842,辣椒,海丰396
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110069,向日葵,TK9102
北京凯福瑞科技股份有限公司,北京凯福瑞科技股份有限公司,GPD向日葵(2017)110071,向日葵,KF3099
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110072,向日葵,天葵206
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110073,向日葵,TYOR13A
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110074,向日葵,TY0409
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110075,向日葵,TK311
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110076,向日葵,TK601
北京凯福瑞科技股份有限公司,北京凯福瑞科技股份有限公司,GPD向日葵(2017)110117,向日葵,T562
北京凯福瑞科技股份有限公司,北京凯福瑞科技股份有限公司,GPD向日葵(2017)110122,向日葵,凯福瑞一号
北京凯福瑞科技股份有限公司,北京凯福瑞科技股份有限公司,GPD向日葵(2017)110123,向日葵,凯福瑞二号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110139,向日葵,TK14013
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110140,向日葵,TK919
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110157,向日葵,TK3103
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110158,向日葵,TK16601
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2017)110215,向日葵,天葵OR15
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2018)111180,向日葵,天葵16
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2019)110015,向日葵,TK519
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2019)110016,向日葵,TK1359
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110225,向日葵,天葵5号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110356,向日葵,普乐1号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110357,向日葵,天葵18
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110358,向日葵,天葵19
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110397,向日葵,普乐2号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2020)110398,向日葵,普乐3号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110007,向日葵,天葵7号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110009,向日葵,天葵6号
北京凯福瑞科技股份有限公司,北京凯福瑞科技股份有限公司,GPD向日葵(2022)110036,向日葵,凯葵563
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110037,向日葵,普瑞2号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110038,向日葵,普瑞3号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110039,向日葵,普瑞1号
北京天葵立德种子科技有限公司,北京天葵立德种子科技有限公司,GPD向日葵(2022)110067,向日葵,普瑞6号
北京福仁德乐种子有限公司;文国栋,北京福仁德乐种子有限公司;文国栋,GPD大白菜(2020)110380,大白菜,德金娃娃菜
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD大白菜(2020)110462,大白菜,泽农H30
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD大白菜(2020)110463,大白菜,泽农H40
北京新民科技有限公司,北京新民科技有限公司,GPD大白菜(2021)110074,大白菜,新星
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2019)110383,番茄,美钻710
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2019)110525,番茄,华诺
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2019)110526,番茄,欧萨
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110003,番茄,吉盾
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110004,番茄,拉姆
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110005,番茄,福盾
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110330,番茄,圣菲
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110331,番茄,英冠218
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110332,番茄,格莱美
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2020)110333,番茄,千雅
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD番茄(2021)110002,番茄,韩美亚
北京新民科技有限公司,北京新民科技有限公司,GPD结球甘蓝(2020)110337,结球甘蓝,倾城
北京杰诺种子有限公司,北京杰诺种子有限公司,GPD辣椒(2020)110067,辣椒,方舟二号
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD辣椒(2020)110146,辣椒,英冠
北京福仁德乐种子有限公司;文国栋,北京福仁德乐种子有限公司;文国栋,GPD辣椒(2020)110599,辣椒,金尊
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD辣椒(2020)110833,辣椒,美钻2号
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD辣椒(2020)110834,辣椒,英冠2号
北京杰诺种子有限公司,北京杰诺种子有限公司,GPD辣椒(2020)110988,辣椒,方舟
北京泽农伟业农业科技有限公司,北京泽农伟业农业科技有限公司,GPD辣椒(2021)110009,辣椒,皮特
福莱沃种业（北京）有限公司;北京萨福沃种业有限公司,福莱沃种业（北京）有限公司;北京萨福沃种业有限公司,GPD向日葵(2018)110055,向日葵,T8221
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)110440,大白菜,绿珠
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)110441,大白菜,绿珍
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)110443,大白菜,中白85
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111075,大白菜,绿健85
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111076,大白菜,中白61
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111077,大白菜,中白83
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111078,大白菜,中白62
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111079,大白菜,吉红65
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111080,大白菜,绿健60
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2018)111081,大白菜,中白081
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2019)110120,大白菜,绿笋70
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2019)110121,大白菜,中白50
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110001,大白菜,CR金秋
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110071,大白菜,丰桥白春
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110072,大白菜,云峰
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110073,大白菜,玲珑579
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110237,大白菜,夏月黄
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD大白菜(2020)110254,大白菜,春黄65
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110539,大白菜,丰桥快菜
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2020)110540,大白菜,金博娃25
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD大白菜(2021)110002,大白菜,春秋黄宝
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD大白菜(2021)110003,大白菜,夏宝快菜
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD大白菜(2021)110019,大白菜,丰桥829
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2021)110092,大白菜,春小宝2号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2021)110261,大白菜,菊心1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2021)110262,大白菜,吉红82
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110029,大白菜,利春2号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110037,大白菜,速生绿宝1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110038,大白菜,速生绿秀
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110039,大白菜,春小宝223
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110040,大白菜,春小宝250
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110041,大白菜,春小宝287
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD大白菜(2022)110050,大白菜,春秋金宝
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110108,大白菜,风云2
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110109,大白菜,凯旋
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110124,大白菜,青秀
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110125,大白菜,小宝366
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110126,大白菜,红笋宝1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110127,大白菜,绿笋娃013
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110128,大白菜,CR春山
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110129,大白菜,CR乐冬
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110130,大白菜,春奥DW
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110131,大白菜,知春
北京春奥种苗科技有限公司,北京春奥种苗科技有限公司,GPD大白菜(2022)110132,大白菜,金妞
北京春奥种苗科技有限公司;山东春奥种苗农业有限公司,北京春奥种苗科技有限公司;山东春奥种苗农业有限公司,GPD大白菜(2022)110136,大白菜,春奥DW2
北京春奥种苗科技有限公司;山东春奥种苗农业有限公司,北京春奥种苗科技有限公司;山东春奥种苗农业有限公司,GPD大白菜(2022)110137,大白菜,春奥DW3
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110197,大白菜,春小宝749
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD大白菜(2022)110212,大白菜,CR春宝414
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2017)110042,甜瓜,精选羊角蜜
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2017)110044,甜瓜,帅果5号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2018)110089,甜瓜,中蜜198
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2018)110717,向日葵,JY8361
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2018)111182,向日葵,金科118
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2019)110246,向日葵,金科66
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2019)110247,向日葵,金科55
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2019)110248,向日葵,金科88
北京中农金科种业科技有限公司,北京中农金科种业科技有限公司,GPD向日葵(2020)110262,向日葵,金科99
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110032,甜菜,SD12830
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110033,甜菜,SD21816
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110034,甜菜,ST21916
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110040,甜菜,SD13829
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110041,甜菜,ST13929
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110042,甜菜,ST21115
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110046,甜菜,ST13092
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110047,甜菜,SD13806
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110069,甜菜,KWS0469
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110070,甜菜,KWS1231
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110071,甜菜,KWS9147
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110072,甜菜,KWS1176
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110073,甜菜,KWS9442
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110074,甜菜,KWS1479
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110075,甜菜,KWS1197
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110076,甜菜,KWS2314
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110105,甜菜,KWS3928
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110106,甜菜,KWS3354
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110107,甜菜,KWS3935
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110108,甜菜,KWS3410
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110109,甜菜,KWS4502
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2018)110117,甜菜,KWS7125
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2018)110118,甜菜,ST14991
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2019)110001,甜菜,KWS5599
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2019)110002,甜菜,KWS6661
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110006,甜菜,KWS6939
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110007,甜菜,KWS6693
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110008,甜菜,KWS6694
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110009,甜菜,KWS6637
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110010,甜菜,KWS7748
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110011,甜菜,KWS7772
北京科沃施农业技术有限公司,北京科沃施农业技术有限公司,GPD甜菜(2020)110012,甜菜,KWS4981
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2020)110023,甜菜,ST13112
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2020)110024,甜菜,ST12528
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2020)110025,甜菜,ST13539
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2020)110026,甜菜,ST13429
德国斯特儒博有限公司北京代表处,德国斯特儒博有限公司北京代表处,GPD甜菜(2020)110027,甜菜,ST13529
