检查单号,抽查时间,检查单位,抽查对象,被检查单位,抽查结果,执法人员,
北京东兴建设有限责任公司
北京国轩工程技术有限公司
北京市南兴益源人防设备厂",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2021]第0024号,2021年1月15日,北京市人防工程监督站,中国核电工程有限公司中核东方项目二期工程10-05-06地块2#实验大厅,"中国核电工程有限公司
湖南建工集团有限公司
中核四达建设监理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0025号,2021年1月18日,北京市人防工程监督站,通州区台湖镇YZ00-0405-0099、YZ00-0405-0104地块项目（0099-01＃住宅楼等27项）0104-CK01#地下车库,"北京住总通成房地产开发有限责任公司
北京住总第六开发建设有限公司
北京中联环建设工程管理有限公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0026号,2021年1月18日,北京市人防工程监督站,通州区台湖镇YZ00-0405-0099、YZ00-0405-0104地块项目（0099-01#住宅楼等27项）一标段,"北京住总通成房地产开发有限责任公司
北京住总第三开发建设有限公司
北京光华建设监理有限公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0027号,2021年1月18日,北京市人防工程监督站,通州区新华医院建设工程项目,"北京市通州区卫生和计划生育委员会
中国建筑股份有限公司
潞运监理
北京都宇设备制造有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0028号,2021年1月18日,北京市人防工程监督站,朝阳区孙河乡西甸村2902-86地块F1住宅混合公建用地项目,"北京正德丰泽房地产开发有限公司
中建三局集团有限公司
北京五环国际工程管理有限公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2021]第0035号,2021年1月20日,北京市人防工程监督站,通州核心区3号地杨坨村回迁房1号楼,"北京新城基业投资发展有限公司
北京华翔建筑工程有限公司
北京市潞运建设工程监理服务中心
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"沈小燕
程成
江俊海",
京防质监检字[2021]第0036号,2021年1月20日,北京市人防工程监督站,通州核心区3号地杨坨村回迁房地下车库,"北京新城基业投资发展有限公司
北京华翔建筑工程有限公司
北京市潞运建设工程监理服务中心
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"沈小燕
程成
江俊海",
京防质监检字[2021]第0029号,2021年1月21日,北京市人防工程监督站,北京市房山区韩村河镇02-0066地块自住型商品房项目,"北京鑫博置业有限公司
北京韩建集团有限公司
北京化科工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0030号,2021年1月21日,北京市人防工程监督站,"北京市房山区拱辰街道16-01-07等地块（良乡高教园区西部生活区东区）综合性商业金融服务业、机构养老设施及二类居住用地（配建“限价商品住房”）项目
16-01-07地块 S-2#还建商业","北京天恒乐活城置业有限公司
北京国泰建设集团有限公司
北京中集大房建设监理有限公司
北京鼎盾人防设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0031号,2021年1月22日,北京市人防工程监督站,昌平区北七家镇（未来科技城南区）CP07-0600-0014、0030地块F2公建混合住宅用地（配建人才公共租赁住房）项目（30地块30-1#商业办公楼、30#地下车库）,"北京未来科技城昌融置业有限公司
中国建筑第八工程局有限公司
北京旭日明工程管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0032号,2021年1月22日,北京市人防工程监督站,北京市赫凯科技发展中心电子仪表生产基地项目,"北京市赫凯科技发展中心
中国新兴建筑工程总公司
北京市正方建设监理有限责任公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0033号,2021年1月22日,北京市人防工程监督站,地下车库等4项,"北京金地盛通房地产开发有限公司
北京城建远东建设投资集团有限公司
北京星舟工程管理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2021]第0034号,2021年1月25日,北京市人防工程监督站,丰台区城乡一体化槐房村新宫村旧村改造二期NY-005地块R2二类居住用地项目,"北京上阳置业有限公司
河南正阳建设工程集团有限公司
郑州众诚建设监理有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0037号,2021年1月25日,北京市人防工程监督站,凤凰苑小区配套学校（36班中学）,"北京市华润曙光房地产开发有限公司
中国建筑第八工程局
北京建拓工程管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2021]第0038号,2021年1月26日,北京市人防工程监督站,海淀区田村路43号棚改定向安置房项目,"北京京粮置业有限公司
江苏省建筑工程集团有限公司
北京方正建设工程管理有限公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0039号,2021年1月26日,北京市人防工程监督站,丰台区南苑乡石榴庄村0517-659等地块住宅混合公建、基础教育及医疗卫生用地（配建“公共租赁住房”）项目,"北京鎏庄房地产开发有限公司
中国建筑一局（集团）有限公司
建研凯勃建设工程咨询有限公司
北京奥森通风空调有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0040号,2021年1月27日,北京市人防工程监督站,中国铁物大厦项目,"中国铁路物资股份有限公司
中国建筑第八工程局有限公司
北京赛瑞斯国际工程咨询有限公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"沈小燕
江俊海
程成",
京防质监检字[2021]第0041号,2021年1月28日,北京市人防工程监督站,石景山区实验中学新建综合楼工程,"北京市石景山区教育委员会
中铁建设集团有限公司
北京建宇工程管理股份有限公司
北京信诚筑业防护设备科技有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0042号,2021年1月28日,北京市人防工程监督站,丰台区城乡一体化槐房村新宫村旧村改造二期NY-005地块R2二类居住用地项目,"北京上阳置业有限公司
河南正阳建设工程集团有限公司
郑州众诚建设监理有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0043号,2021年1月28日,北京市人防工程监督站,1#办公等8项（通州区台湖镇B-21地块（部分）项目）,"北京鸿昌房地产开发有限责任公司
北京新兴保信建设工程有限公司
北京磐石建设监理有限责任公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0044号,2021年1月29日,北京市人防工程监督站,北京姚家园Lifespace乐都汇购物广场,"北京姚家园特易购置业有限公司
华润建筑有限公司
北京兴电国际工程管理有限公司
北京都宇设备安装工程有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2021]第0046号,2021年1月29日,北京市人防工程监督站,首都师范大学附属中学通州校区建设项目（教学楼等6项）,"首都师范大学
北京市第三建筑工程有限公司
北京双圆工程咨询监理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0045号,2021年2月1日,北京市人防工程监督站,海淀区清河危改小区二期项目（11#住宅楼）,"北京强佑房地产开发有限公司
北京金通远建筑工程公司
北京和平诚信工程建设监理有限公司
北京市密云县庄头峪人防构件厂",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0047号,2021年2月3日,北京市人防工程监督站,丰台区高立庄西城区旧城保护定向安置房项目居住服务配套及地下车库（B24#居住公共服务设施楼等9项）,"北京广安融达置业有限公司
中铁十六局集团有限公司
北京百信今典工程项目管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"沈小燕
江俊海
程成",
京防质监检字[2021]第0048号,2021年2月4日,北京市人防工程监督站,旭阳科技大厦项目,"旭阳化学技术研究院有限公司
中国建筑第六工程局有限公司
北京方正建设工程管理有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0049号,2021年2月23日,北京市人防工程监督站,南口镇阳光城1号商住楼,"北京星火玉龙房地产开发有限公司
北京鑫基建筑工程有限责任公司
北京兴电国际工程管理公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"孟蓉
程成",
京防质监检字[2021]第0050号,2021年2月24日,北京市人防工程监督站,西马小区(二期）D区工程D-1号楼,"北京金易房地产开发有限公司
恒万实业有限公司
北京双利工程建设监理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0051号,2021年2月24日,北京市人防工程监督站,海淀区西北旺镇大牛坊地块定向安置房项目4-1-94地块（原A02地块）,"永创兴业（北京）置业有限公司
北京住总第四开发建设有限公司
北京同发建设工程监理有限责任公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"任朝跃
缪敬智",
京防质监检字[2021]第0052号,2021年3月3日,北京市人防工程监督站,石景山区衙门口棚户区改造土地开发项目回迁安置房一期（1612-730地块）（1#住宅楼等9项）,"北京石泰集团有限公司
中国新兴建设开发有限责任公司
中科金石(北京)工程咨询有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0053号,2021年3月3日,北京市人防工程监督站,北京国际戏剧中心,"北京人民艺术剧院
北京城建亚泰建设集团有限公司
北京鸿厦基建工程监理有限公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2021]第0054号,2021年3月4日,北京市人防工程监督站,通州区运河核心区11-06地块F3其他类多功能用地项目,"北京远新房地产开发有限公司
远洋国际建设有限公司
北京北辰工程建设监理有限公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0059号,2021年3月8日,北京市人防工程监督站,大兴区旧宫镇DX07-0201-0010、0011、0012地块R2二类居住、A33基础教育用地项目（1#住宅楼（自持住宅）等16项）,"北京和信兴泰房地产开发有限公司
北京城建北方集团有限公司
北京东方华太建设监理有限公司
北京铠钺防护科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0055号,2021年3月10日,北京市人防工程监督站,丰台区城乡一体化槐房村新宫村旧村改造二期NY-016等地块B4综合性商业金融服务业用地、F3其他类多功能用地、R2二类居住用地项目（1#综合楼等3项）,"北京南悦房地产开发有限公司
中国建筑一局（集团）有限公司
北京帕克国际工程咨询股份有限公司
北京华予人防工程设备有限有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0056号,2021年3月10日,北京市人防工程监督站,马连道胡同1号（华岳大厦）项目,"北京轻工房地产开发有限公司
山西省工业设备安装集团有限公司
北京正方建设监理有限责任公司
北京奥森通风空调有限公司",未发现违法违规行为,"程成
江俊海",
京防质监检字[2021]第0057号,2021年3月10日,北京市人防工程监督站,丰台区城乡一体化槐房村新宫村旧村改造二期NY-016等地块B4综合性商业金融服务业用地、F3其他类多功能用地、R2二类居住用地项目（1#综合楼等3项）,"北京南悦房地产开发有限公司
中国建筑一局（集团）有限公司
北京帕克国际工程咨询股份有限公司
北京华予人防设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0060号,2021年3月10日,北京市人防工程监督站,房山新城燕房片区8号街区科研用房项目 YF-093，YF-010地块 A-5#科研楼等8项,"北京万通新材工贸有限公司
北京永兴丰源建筑工程有限公司
北京科信工程管理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0058号,2021年3月11日,北京市人防工程监督站,马连道胡同1号（华岳大厦）项目,"北京轻工房地产开发有限公司
山西省工业设备安装集团有限公司
北京正方建设监理有限责任公司
北京奥森通风空调有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0061号,2021年3月11日,北京市人防工程监督站,通州区台湖镇 YZ00-0405-0094 等地块R2 二类居住用地、YZ00-0405-0097 地块 A33 基础教育用地项目（0103 地下车库）,"北京万平立通房地产开发有限公司
沈阳欣荣基建筑工程有限公司
北京帕克国际工程咨询股份有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0062号,2021年3月12日,北京市人防工程监督站,旭阳科技大厦项目,"旭阳化学技术研究院有限公司
中国建筑第六工程局有限公司
北京方正建设工程管理有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0063号,2021年3月15日,北京市人防工程监督站,博士后科研创新孵化基地项目,"中安欧尚投资股份有限公司
中铁十八局集团第四工程有限公司
北京建宇工程管理股份有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0064号,2021年3月15日,北京市人防工程监督站,朝阳区和平街14区简易住宅楼改造项目(1#住宅楼等7项、4#幼儿园教学楼等2项）,"北京房地集团有限公司
北京首华建设经营有限公司
北京中联环建设工程管理有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"沈小燕
江俊海",
京防质监检字[2021]第0065号,2021年3月15日,北京市人防工程监督站,大兴区庞各庄镇隆盛园住宅小区二期C区、D区项目,"北京爱达星房地产开发有限公司
江苏兴厦建设工程集团有限公司
北京正方建设监理有限责任公司
北京南兴益源设备安装工程有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2021]第0066号,2021年3月15日,北京市人防工程监督站,昌平区小汤山镇（未来科技城北区）CP05-0801-0011、0013、0015、0017等地块F1住宅混合公建用地、F2公建混合住宅用地（配建人才公共租赁住房）项目,"北京未来科技城润昌置业有限公司
中国建筑第五工程局有限公司
北京诺士诚国际工程项目管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2021]第0071号,2021年3月17日,北京市人防工程监督站,1#住宅楼等44项（1#--18#住宅楼、地面附属用房B（门房）、地下车库-A）,"北京滨湖恒兴房地产开发有限公司
成都建工第八建筑工程有限公司
北京赛瑞斯国际工程咨询有限公司
北京南兴益源设备安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0067号,2021年3月18日,北京市人防工程监督站,北京市门头沟区水煤浆厂棚改定向安置房项目,"北京金泰房地产开发有限责任公司
北京矿建建设集团有限公司
北京园磊工程管理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"程成
江俊海",
京防质监检字[2021]第0068号,2021年3月18日,北京市人防工程监督站,北京市门头沟区水煤浆厂棚改定向安置房项目,"北京金泰房地产开发有限责任公司
北京矿建建设集团有限公司
北京园磊工程管理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"程成
江俊海",
京防质监检字[2021]第0069号,2021年3月18日,北京市人防工程监督站,北京市门头沟区液压支架厂棚改定向安置房项目,"北京金泰房地产开发有限责任公司
北京矿建建设集团设计有限公司
北京方正建设工程管理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"程成
江俊海",
京防质监检字[2021]第0070号,2021年3月18日,北京市人防工程监督站,海淀区清河危改小区二期项目（11#住宅楼）,"北京强佑房地产开发有限公司
北京金通远建筑工程公司
北京和平诚信工程建设监理有限公司
北京市密云县庄头峪人防构件厂",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0073号,2021年3月19日,北京市人防工程监督站,西红门镇2号地小B地块（2-004）地块项目,"北京恒兴博达房地产开发有限公司
中兴建设有限公司
北京天瑞峰工程管理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0072号,2021年3月22日,北京市人防工程监督站,北京市门头沟区永定镇岢罗坨、秋坡、石佛村MC00-0500-0009、0010、0013地块R2二类居住用地项目（09-11#居住公共服务设施用房等2项）,"北京西元祥泰房地产开发有限公司
中国电建建筑集团有限公司
中国水利水电建设工程咨询北京有限公司
北京信成筑业防护设备科技有限公司",未发现违法违规行为,"程成
江俊海",
京防质监检字[2021]第0074号,2021年3月22日,北京市人防工程监督站,2#住宅楼等11项,"北京博睿宏业房地产开发有限公司
中国建筑第五工程局有限公司
北京赛瑞斯国际工程咨询有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0075号,2021年3月24日,北京市人防工程监督站,东城区天天家园二期12、13号楼项目,"华龙置业房地产开发有限公司
华都国际建设集团有限公司
建研凯勃建设工程咨询有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2021]第0076号,2021年3月24日,北京市人防工程监督站,门头沟区潭柘寺MC01-0003-0067等地块R2二类居住用地、F1住宅混合公建用地等用途用地（配建经济适用住房）,"北京京投灜德置业有限公司
中航天建设工程有限公司
北京集东建设工程监理有限责任公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0077号,2021年3月25日,北京市人防工程监督站,房山区阎村镇南梨园村定向安置房项目4、5号楼,"北京紫园新城投资发展有限公司
北京国春建筑工程有限公司
北京科信工程管理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0078号,2021年3月25日,北京市人防工程监督站,1号教学楼等8项,"北京市丰台区教育委员会
中铁十六局集团有限公司
建研凯勃建设工程咨询有限公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0079号,2021年3月25日,北京市人防工程监督站,10#住宅楼等8项（10#住宅楼、11#住宅楼、12#住宅楼、2#配套楼、东区地下车库）,"北京创远亦程置业有限公司
中国建筑第八工程局有限公司
北京东方华太建设监理有限公司
北京力擎人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0081号,2021年3月25日,北京市人防工程监督站,朝阳区姚家园新村商品住宅二期工程项目,"和记黄埔地产（北京朝阳）有限公司
江苏省建工集团有限公司
北京方圆工程监理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"任朝跃
秋岳森",
京防质监检字[2021]第0080号,2021年3月26日,北京市人防工程监督站,北京市门头沟区永定镇岢罗坨、秋坡、石佛村MC00-0500-0009、0010、0013地块R2二类居住用地项目（09-11#居住公共服务设施用房等2项）,"北京西元祥泰房地产开发有限公司
中国电建建筑集团有限公司
中国水利水电建设工程咨询北京有限公司
北京信诚筑业防护设备科技有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0083号,2021年3月26日,北京市人防工程监督站,清华附中朝阳学校改扩建工程,"北京市朝阳区教育委员会
河北建设集团股份有限公司
北京中外建工程管理有限公司
北京信诚筑业防护设备科技有限公司",未发现违法违规行为,"任朝跃
赵剑峰",
京防质监检字[2021]第0082号,2021年3月29日,北京市人防工程监督站,顺义区行政中心配套业务用房建设工程,"北京市顺义区机关事务管理服务中心
北京市顺建工程有限公司
北京市顺金盛建设工程监理有限责任公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"任朝跃
赵剑峰",
京防质监检字[2021]第0084号,2021年3月29日,北京市人防工程监督站,顺义区天竺镇第22街区SY00-0022-6015 R2二类居住、SY00-0022-6016 A33基础教育用地项目,"北京金隅空港开发有限公司
北京天源建筑工程有限责任公司
北京市顺金盛建设工程监理有限责任公司
北京华予人防设备有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2021]第0087号,2021年3月29日,北京市人防工程监督站,正元大厦,"正元置业有限公司
江苏南通三建集团股份有限公司
北京希地环球建设工程顾问有限公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0085号,2021年3月30日,北京市人防工程监督站,北京沙河高教园区农民搬迁楼项目9#农民搬迁楼等9项,"北京罗顿沙河建设发展有限公司
江苏溧阳城建集团有限公司
北京中城工程监理有限责任公司
北京都宇设备制造有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0086号,2021年3月30日,北京市人防工程监督站,北京市石景山区玉泉西一路X-18160地块R2二类居住用地项目,"北京中实置业有限公司
中铁二十二局集团有限公司
北京铁城建设监理有限责任公司
北京奥森通风空调有限公司",未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0088号,2021年3月31日,北京市人防工程监督站,通州区台湖镇台湖村村民安置楼项目,"北京市通州区台湖镇台湖村村民委员会
北京市八通市政工程有限公司
北京云湖工程监理站
北京市密云县庄头峪人防构件厂",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0089号,2021年3月31日,北京市人防工程监督站,北京市房山区拱辰街道16-01-07等地块（良乡高校园区西区生活区东区)综合性商业金融服务业、机构养老设施及二类居住用地（配建“限价商品住房”）,"北京天恒乐活置业有限公司
北京国泰建设集团有限公司
北京中集大房建设监理有限公司
北京鼎盾人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0090号,2021年3月31日,北京市人防工程监督站,房山区阎村镇04-0084地块项目2号配套公建,"北京天恒乐活城置业有限公司
北京国际建设集团有限公司
北京中集大房建设监理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"沈小燕
高兴",
京防质监检字[2021]第0092号,2021年3月31日,北京市人防工程监督站,昌平区南邵镇（中关村科技园昌平园东区二期）0303-07地块F1住宅混合公建用地（配建人才公共租赁住房）项目,"北京昌基鸿业房地产开发有限公司
中建海峡建设发展有限公司
北京京建华工程监理有限责任公司
北京都宇设备制造有限公司",未发现违法违规行为,"孟蓉
程成",
京防质监检字[2021]第0093号,2021年4月1日,北京市人防工程监督站,昌平区北七家镇（未来科技城南区）CP07-0600-0005、0026地块B4综合性商业金融服务业用地项目0026地块,"北京未来科技城保昌置业有限公司
中建三局集团有限公司
北京双圆工程咨询监理有限公司
北京宝源润达人防设备有限公司", 未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0091号,2021年4月2日,北京市人防工程监督站,CNC数控系统应用技术中心项目,"北京发那科机电有限公司
北京城建六建设集团有限公司
北京赛瑞斯国际工程咨询有限公司
北京宝源润达人防设备有限公司", 未发现违法违规行为,"高兴
程成",
京防质监检字[2021]第0094号,2021年4月2日,北京市人防工程监督站,密云区檀营乡MY00-0103-6002地块R2二类居住用地项目1#住宅等37项,"北京京投兴檀房地产有限公司
北京新兴保信建设工程有限公司
北京方正建设工程管理有限公司
北京国建标工程设备科技有限公司", 未发现违法违规行为,"任朝跃
秋岳森",
京防质监检字[2021]第0095号,2021年4月6日,北京市人防工程监督站,昌平区小汤山镇（未来科技城北区）CP05-0801-0011、0013、0015、0017等地块F1住宅混合公建用地、F2公建混合住宅用地（配建人才公共租赁住房）项目,"北京未来科技城润昌置业有限公司
中国建筑第五工程局有限公司
北京诺士诚国际工程项目管理有限公司
北京宝源润达人防设备有限公司", 未发现违法违规行为,"程成
缪敬智",
京防质监检字[2021]第0096号,2021年4月6日,北京市人防工程监督站,昌平区北七家镇（未来科技城南区）CP07-0600-0005、0026地块B4综合性商业金融服务业用地项目0005地块,"北京未来科技城保昌置业有限公司
中国建筑第四工程局有限公司
北京帕克国际工程咨询股份有限公司
北京宝源润达人防设备有限公司", 未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0102号,2021年4月6日,北京市人防工程监督站,大兴区旧宫镇DX07-0201-0010、0011、0012地块R2二类居住、A33基础教育用地项目（1#住宅楼（自持住宅）等16项）,"北京和信兴泰房地产开发有限公司
北京城建北方集团有限公司
北京东方华太建设监理有限公司
北京铠钺防护科技有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0097号,2021年4月7日,北京市人防工程监督站,海淀区吴家场经济适用房住房项目B5号经济适用房、二期地下车库及E1号、E2号车库（人防）出入口,"北京威凯建设发展有限责任公司
北京恺建建筑工程有限公司
北京东方华太建设监理有限公司
北京市金索恒盾防护设备有限公司", 未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0098号,2021年4月7日,北京市人防工程监督站,密云区檀营乡MY00-0103-0402、MY00-0103-0502等地块R2二类居住、A33基础教育用地项目,"北京宝驰通置业有限公司
中国建筑第八工程局有限公司
北京兴电国际工程管理有限公司
北京华予人防设备有限公司", 未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2021]第0101号,2021年4月7日,北京市人防工程监督站,国门商务区科研配套集体职工宿舍（13#职工宿舍等 12 项）,"北京市顺义区住房保障事务中心
中为建筑工程有限公司
北京市顺金盛建设工程监理有限责任公司
北京力擎人防设备有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0103号,2021年4月7日,北京市人防工程监督站,北京市房山区韩村河镇02-0066地块自住型商品房项目,"北京鑫博置业有限公司
北京韩建集团有限公司
北京化科工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0104号,2021年4月7日,北京市人防工程监督站,房山区长沟镇镇区改造一期A地块北区住宅项目（28#楼等23项）本次审查只涉及50#楼等7项,"北京昊远隆基房地产开发有限公司
中航天建设工程集团有限公司
北京科信工程管理有限公司
北京都宇设备制造有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0099号,2021年4月8日,北京市人防工程监督站,顺义区后沙峪镇马头庄村定向安置房项目（1#住宅楼 （回迁安置房）等 15 项）,"北京市天竺房地产开发公司
北京大龙顺发建筑工程有限公司
北京市顺金盛建设工程监理有限责任公司
北京国建标工程设备科技有限公司", 未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2021]第0100号,2021年4月8日,北京市人防工程监督站,丰台医院提质改建项目,"北京丰台医院
北京城建集团有限责任公司
北京中外建工程管理有限公司
北京力拓铭达机电安装工程有限公司", 未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0105号,2021年4月8日,北京市人防工程监督站,4-12#办公楼、商业等4项,"北京鸿坤理想投资管理有限公司
中建一局集团安装工程有限公司
天津开发区泰达国际咨询监理有限公司
北京鑫中昊科技股份有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0106号,2021年4月9日,北京市人防工程监督站,海淀区彩和坊(北京市八一学校小学部)改扩建工程,"北京市海淀区教育委员会
北京城建北方集团有限公司
北京东方天利建设工程监理有限公司
北京信成筑业防护设备科技有限公司", 未发现违法违规行为,"江俊海
程成",
京防质监检字[2021]第0107号,2021年4月9日,北京市人防工程监督站,通州区两站一街E5、E6地块东城区旧城保护定向安置房项目（33#住宅楼（定向安置房）等4项）、(PT-15配套楼等4项),"北京正阳恒瑞置业公司
北京建工集团有限责任公司
建研凯勃建设工程咨询有限公司
北京国建标工程设备科技有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0118号,2021年4月12日,北京市人防工程监督站,丰台区南苑乡槐房村和新宫村1404-669、670、665、666、668地块二类居住、基础教育、社会福利、文化设施及公交枢纽用地（配建“公共租赁房”）项目,"北京侨禧投资有限公司
中铁建工集团有限公司
北京建大京精大房工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0119号,2021年4月12日,北京市人防工程监督站,669-01#商品房、669-07#商品房、669-12#商品房、669-13#商品房、PDS1#至PDS4#配电室、669-27-2#地下车库等17项（丰台区南苑乡槐房村和新宫村1404-669、6,"北京侨禧投资有限公司
中铁建工集团有限公司
北京建大京精大房工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0120号,2021年4月12日,北京市人防工程监督站,丰台区南苑乡槐房村和新宫村1404-669、670、665、666、668地块二类居住、基础教育、社会福利、文化设施及公交枢纽用地（配建公共租赁住房项目） （敬老院、残疾人托养所等3项）,"北京侨禧投资有限公司
中铁建工集团有限公司
北京建大京精大房工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司", 未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2021]第0150号,2021年4月12日,北京市人防工程监督站,丰台区卢沟桥乡小瓦窑村XWY-01地块R2二类居住用地项目（1#住宅楼等16项）,"北京瑞茂房地产开发有限公司
中建三局集团有限公司
北京市顺金盛建设工程监理有限责任公司
