检查单号,抽查时间,检查单位,抽查对象,被检查单位,抽查结果,执法人员,
北京北辰工程建设监理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0143号,2022年09月02日,北京市人防工程监督站,太阳宫科技文化创业大厦项目（综合楼等4项）,"北京新纪房地产开发有限责任公司、北京双全房地产开发有限公司
北京城建亚泰建设集团有限公司
北京五环国际工程管理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0144号,2022年09月05日,北京市人防工程监督站,2#楼等3项（通州新城0503街区万国家园项目）地下车库,"北京润锦房地产开发有限公司
中建二局第三建筑工程有限公司
北京帕克国际工程咨询股份有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0145号,2022年09月05日,北京市人防工程监督站,通州区两站一街 E5、E6 地块东城区旧城保护定向安置房项目A3地块 K-3 地下车库,"北京正阳恒瑞置业有限公司
北京建工四建工程建设有限公司/北京东兴建设有限责任公司
北京方正建设工程管理有限公司
北京中防恒立人防设备有限公司/北京庄构人防设备厂",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0146号,2022年09月05日,北京市人防工程监督站,西城区庄胜二期A-G地块危改项目,"北京信达置业有限公司
中国建筑第二工程局有限公司
北京华捷工程建设管理有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0147号,2022年09月05日,北京市人防工程监督站,南苑村A区棚户区改造土地开发项目施工总承包项目（一、五标段）,"北京中恒瑞通房地产开发有限公司
北京城建建设工程有限公司
北京市曙晨工程建设监理有限责任公司",未发现违法违规行为,,
京防质监检字[2022]第0148号,2022年09月06日,北京市人防工程监督站,未来科技城南区（北七家村）定向安置房项目（1#住宅楼（农民回迁楼）等15项,"北京未来科学城发展集团有限公司
江苏南通三建集团股份有限公司
北京国金管理咨询有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0149号,2022年09月06日,北京市人防工程监督站,未来科技城南区（岭上村）定向安置房项目（1#住宅楼等29项（农民回迁楼）等10项,"北京未来科学城发展集团有限公司
北京宏福建工集团有限公司
北京金海城工程管理有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0150号,2022年09月06日,北京市人防工程监督站,1#住宅楼等48项（未来科技城南区（鲁疃村）定向安置房项目）（1#住宅楼等19项）、1#住宅楼等48项（未来科技城南区（鲁疃村）定向安置房项目）（11#住宅楼等29项）,"北京未来科学城发展集团有限公司
中天建设集团有限公司
北京共筑天成工程建设监理有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0151号,2022年09月06日,北京市人防工程监督站,25#楼公共服务设施楼等4项（25#公共服务设施楼等2项）,"北京未来科学城发展集团有限公司
中铁建设集团有限公司
北京帕克国际工程咨询股份有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0152号,2022年09月08日,北京市人防工程监督站,延庆区南辛堡村、民主村、百眼泉村棚户区改造项目07地块安置房项目（7-1#住宅等32项），延庆区南辛堡村、民主村、百眼泉村棚户区改造项目09地块安置房项目（9-1#住宅楼等20项）,"北京建延房地产开发有限公司
中建八局第二建设有限公司
北京方恒基业工程咨询有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0153号,2022年09月09日,北京市人防工程监督站,丰台区花乡樊家村劳动力安置用地项目,"北京华隆鼎业投资管理公司
北京建工四建工程建设有限公司
北京兴电国际工程管理有限公司
北京信成筑业防护设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0154号,2022年09月09日,北京市人防工程监督站,"石景山区北辛安棚户区改造 A、B 区项目回迁安置房 1608-681 地块（1#楼等 6
项）、1608-684地块（4#楼等4项）及1608-681、684 地块地下车库及设备配套","北京安泰兴业置业有限公司
中建国际建设有限公司
北京东方华太建设监理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"高兴
程成",
,,,,,,,
,,,,,,,
,,,,,,,
京防质监检字[2022]第0155号,2022年09月09日,北京市人防工程监督站,石景山区北辛安棚户区改造A区项目1608-694地块（1#楼等9项）,"北京安泰兴业置业有限公司
中建国际建设有限公司
北京建拓工程管理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0156号,2022年09月13日,北京市人防工程监督站,鞍钢未来钢铁研究院项目研发主楼,"鞍钢集团北京研究院有限公司
鞍钢建设集团有限公司
达华工程管理（集团）有限公司",未发现违法违规行为,"孟蓉
程成",
京防质监检字[2022]第0157号,2022年09月14日,北京市人防工程监督站,丰台区西铁营村0501-634等地块F1住宅混合公建用地、B4综合性商业金融服务业用地、A33基础教育用地项目,"北京茂瑞置业有限公司
中建一局集团第三建筑有限公司
北京中城建建设监理有限公司
北京铠钺防护科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0158号,2022年09月14日,北京市人防工程监督站,通州运河核心区Ⅷ-13地块项目地下部分（商业、车库及附属设施）、Ⅷ-14-1地块项目地下部分（商业、车库及附属设施）、Ⅷ-14-2地块项目地下部分（商业、车库及附属设施）,"鹏瑞利美融加一（北京）置业有限公司、鹏瑞利美融加二（北京）置业有限公司
江苏中南建筑产业集团有限责任公司
北京五环国际工程管理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0159号,2022年09月15日,北京市人防工程监督站,房山区青龙湖镇中心区定向安置房二期项目,"北京青龙湖建业投资有限公司
北京龙建集团有限公司
北京东方华太建设监理有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0160号,2022年09月19日,北京市人防工程监督站,小区综合配套楼项目,"北京光华建业房地产开发有限公司
北京龙庆建筑工程有限公司
北京照普博伦工程管理有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2022]第0161号,2022年09月19日,北京市人防工程监督站,百子湾保障房项目公租房地块（增配配套商业楼）,"北京市保障性住房建设投资中心
北京住总集团有限责任公司
北京英诺威建设工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2022]第0162号,2022年09月20日,北京市人防工程监督站,朝阳区垡头地区焦化厂剩余地块保障房项目（1#-8#公租房，1#-3#安置房， 3#配套楼，20#开闭所，22#垃圾站，1#、2#配电室，1304-812、1304-813地块地下车库，中学,"北京保障房中心有限公司
北京城乡建设集团有限责任公司
北京华厦工程项目管理有限责任公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0163号,2022年09月21日,北京市人防工程监督站,新建门急诊医技大楼,"首钢集团有限公司
北京首钢建设集团有限公司
北京诚信工程监理有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0164号,2022年09月22日,北京市人防工程监督站,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（地下车库等2项）,"北京洺润置业有限公司
中国建筑第八工程局有限公司
北京兴电国际工程管理有限公司
北京鼎盾人防设备有限公司",未发现违法违规行为,"高兴
沈小燕
程成",
京防质监检字[2022]第0165号,2022年09月26日,北京市人防工程监督站,北京市房山区长阳镇高佃三村（4号住宅楼）,"北京长龙房地产开发有限公司
北京市丰房建筑工程有限公司
北京集东建设工程监理有限责任公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0166号,2022年09月30日,北京市人防工程监督站,辛庄村I区棚户区改造土地开发项目1期工程,"北京中筑鑫盛置业有限公司
中建一局集团第三建筑有限公司
北京市曙晨工程建设监理有限责任公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
沈小燕
程程",
京防质监检字[2022]第0167号,2022年09月30日,北京市人防工程监督站,丰台区科技园区东区三期1516－51号地块商业金融用地项目,"北京市四合庄兴鹏投资管理中心
北京六建集团有限责任公司
北京国金管理咨询有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕
颜征",
京防质监检字[2022]第0168号,2022年10月10日,北京市人防工程监督站,东直门交通枢纽及东华国际广场商务区,"北京城建东华房地产开发有限责任公司
中铁建设集团有限公司
北京双圆工程咨询监理有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
