证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（平）建字0015号,再生医学高新生物技术产业示范园区厂房建设项目（1#厂房等2项）,北京联东金木投资有限公司,平谷区平谷新城北部产业用地东北部F05-02地块,2019-10-23
2019规自（平）建字0014号,互联网+“智慧工地”及“智慧矿山”厂房建设项目（1#厂房等3项）,北京银都天盛科技有限公司,平谷区谷新城北部产业用地东北部F05-03地块,2019-10-23
2019规自（怀）建字0014号,清洁能源材料测试诊断与研发平台（科研A楼等2项）,北京怀柔科学城建设发展有限公司,怀柔区怀柔新城11街区HR00-0011-6004地块,2019-10-23
2019规自（怀）建字0015号,材料基因组研究平台项目（科研A楼等4项）,北京怀柔科学城建设发展有限公司,怀柔区怀柔新城11街区HR00-0011-6003地块,2019-10-23
2019规自（大）建字0036号,青云店镇再生水厂（一期）PPP项目（粗格栅及提升泵房等13项）,北京市大兴区青云店镇人民政府,大兴区青云店镇,2019-10-23
2019规自（顺）建字0063号,综合业务楼等5项,北京市顺义区卫生健康委员会,顺义新城第7街区,2019-10-22
2019规自（顺）乡建字0009号,幼儿园用房,北京市顺义区杨镇人民政府,顺义区杨镇辛庄子村,2019-10-22
2019规（开）建字0059号,碳化硅单晶片生产项目（二期）（7#综合楼等4项）,北京华进创威电子有限公司,亦庄开发区北京经济技术开发区路东区F6F1地块,2019-10-22
2019规自（顺）建字0064号,顺义区杨镇第三幼儿园沙岭分园新建工程（幼儿园用房）,北京市顺义区杨镇人民政府,顺义区杨镇沙岭村,2019-10-22
2019规自（门）乡建字0001号,北京门头沟区妙峰山镇陇上科技文化产业园项目1#科创研发楼等6项,北京市门头沟区妙峰山镇陇驾庄村经济合作社,门头沟区妙峰山镇陇驾庄村,2019-10-22
2019规自（朝）建字0045号,北京市朝阳区朝外市场街20号装修改造项目（朝外市场街20号装修改造项目等2项）,中国人寿保险股份有限公司北京市分公司,朝阳区朝外市场路,2019-10-21
2019规自（门）建字0031号,门头沟区永定镇曹各庄桥户营村MC00-0016-061地块R2二类居住用地、MC16-041地块T6区域综合交通枢纽用地、MC16-048地块S4社会停车场用地项目（3#住宅楼等2项）,北京骏辉房地产开发有限公司,门头沟区永定镇,2019-10-21
2019规自（朝）乡建字0004号,01-1#集租房等47项,北京万合长新产业投资有限责任公司,朝阳区黑庄户乡郎辛庄村,2019-10-18
2019规自（顺）乡建字0008号,大孙各庄镇文体中心及风雨操场,北京市顺义区大孙各庄镇人民政府,顺义区大孙各庄小学校内,2019-10-18
2019规自（东）建字0038号,翻建1号房屋等3项,张葆玲,东城区麒麟碑胡同6号,2019-10-18
2019规自（东）建字0037号,翻建1号房屋,叶云,东城区北新五巷9号,2019-10-18
2019规自（海）建字0067号,新馨苑居住区648地块公租房及配套工程（1#住宅楼等7项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-10-18
2019规自（朝）建字0045号,北京市朝阳区朝外市场街20号装修改造项目（朝外市场街20号装修改造项目等2项）,中国人寿保险股份有限公司北京市分公司,朝阳区朝外市场路,2019-10-18
2019规自（门）建字0031号,门头沟区永定镇曹各庄桥户营村MC00-0016-061地块R2二类居住用地、MC16-041地块T6区域综合交通枢纽用地、MC16-048地块S4社会停车场用地项目（3#住宅楼等2项）,北京骏辉房地产开发有限公司,门头沟区永定镇,2019-10-18
2019规自（海）建字0067号,新馨苑居住区648地块公租房及配套工程（1#住宅楼等7项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-10-17
2019规自（东）建字0038号,翻建1号房屋等3项,张葆玲,东城区麒麟碑胡同6号,2019-10-17
2019规自（东）建字0037号,翻建1号房屋,叶云,东城区北新五巷9号,2019-10-17
2019规自（朝）乡建字0004号,01-1#集租房等47项,北京万合长新产业投资有限责任公司,朝阳区黑庄户乡郎辛庄村,2019-10-17
2019规自（昌）建字0045号,七里渠社区卫生服务中心（社区卫生服务中心）,北京市昌平区卫生健康委员会,昌平区沙河镇七里渠,2019-10-16
2019规自（大）建字0035号,中船海洋装备科技创新基地（大兴产业园D地块建设项目一期工程）项目（D-1工业车间等2项）,中船海洋装备创新园区投资有限公司,大兴区生物医药产业基地,2019-10-16
2019规（开）建字0058号,汽车检验项目外立面改造（尾气检验车间等3项）,北京市商标印刷三厂,北京经济技术开发区路东区A5M1地块,2019-10-16
2019规自（平）建字0013号,鱼子山220千伏输变电工程（变电站）,国网北京市电力公司,平谷区山东庄镇,2019-10-16
2019规自（昌）建字0046号,北京信息科技大学新校区建设工程（S5宿舍楼等5项）,北京信息科技大学,昌平区沙河镇踩河村,2019-10-16
2019规自（顺）乡建字0008号,大孙各镇文体中心及风雨操场,大孙各庄镇人民政府,顺义区大孙各庄小学校内,2019-10-16
2019规自（平）建字0013号,鱼子山220千伏输变电工程（变电站）,国网北京市电力公司,平谷区山东庄镇,2019-10-15
2019规自（大）建字0035号,中船海洋装备科技创新基地（大兴产业园D地块建设项目一期工程）项目（D-1工业车间等2项）,中船海洋装备创新园区投资有限公司,大兴区生物医药产业基地,2019-10-15
2019规自（昌）建字0046号,北京信息科技大学新校区建设工程（S5宿舍楼等5项）,北京信息科技大学,昌平区沙河镇踩河村,2019-10-15
2019规自（昌）建字0045号,七里渠社区卫生服务中心（社区卫生服务中心）,北京市昌平区卫生健康委员会,昌平区沙河镇七里渠,2019-10-15
2019规（开）建字0058号,汽车检验项目外立面改造（尾气检验车间等3项）,北京市商标印刷三厂,亦庄开发区A5地块,2019-10-15
2019规自（海）建字0066号,环保园公交首末站迁建项目（业务用房等5项）,北京实创环保发展有限公司,海淀区环保园3-3-206-1地块,2019-10-14
2019规自建字0064号,北京新机场（生活服务设施等4项）,首都机场集团公司,大兴区,2019-10-14
2019规（开）建字0057号,朝林国际酒店项目（自动扶梯梯段等4项）,北京朝林置业有限公司,北京经济技术开发区核心区27C3地块,2019-10-14
2019规自（丰）建字0030号,丰台区西局公共租赁住房项目（7#地下汽车库（兼人防）等3项）,北京市保障性住房建设投资中心,丰台区西局,2019-10-12
2019规自（海）建字0065号,3#研发楼及地下车库,中国科学院计算技术研究所,海淀区温泉镇白家疃村文松路环保科技示范园I-07地块,2019-10-12
2019规自（密）建字0018号,北京市密云区李各庄路0602、0603地块二类居住及基础教育用地项目（1#住宅楼等18项）,北京隽成房地产开发有限公司,密云区李各庄路0602、0603地块,2019-10-12
2019规（开）建字0057号,朝林国际酒店项目（自动扶梯梯段等4项）,北京朝林置业有限公司,亦庄开发区核心区27C3地块,2019-10-12
2019规自（海）建字0066号,环保园公交首末站迁建项目（业务用房等5项）,北京实创环保发展有限公司,海淀区北部环保园3-3-206-1地块,2019-10-12
2019规自（朝）乡建字0003号,1#管理建筑等19项,北京温榆河公园建设管理有限公司,朝阳区孙河乡沙子营村,2019-10-11
2019规（开）建字0056号,河西区X88地块幼儿园新建工程项目（围墙）,北京经济技术开发区基建办公室,北京经济技术开发区河西区X88地块,2019-10-11
2019规自（通）建字0107号,站前区北部高压B调压站工程（控制室等5项）,北京市燃气集团有限责任公司,通州区台湖镇,2019-10-11
2019规自（密）建字0018号,北京市密云区李各庄路0602、0603地块二类居住及基础教育用地项目（1#住宅楼等18项）,北京隽成房地产开发有限公司,密云区李各庄路0602、0603地块,2019-10-11
2019规自（海）建字0065号,3#研发楼及地下车库,中国科学院计算技术研究所,海淀区温泉镇白家疃村文松路环保科技示范园I-07地块,2019-10-11
2019规自（丰）建字0030号,丰台区西局公共租赁住房项目（7#地下汽车库（兼人防）等3项）,北京市保障性住房建设投资中心,丰台区西局,2019-10-11
2019规自（平）建字0011号,北京市平谷区金海湖镇PG-06-0100-6019等地块R2二类居住用地、B1商业用地、A33基础教育用地项目（B-1#住宅楼等61项）,北京金谷创展置业有限责任公司,平谷区金海湖镇中心区中部,2019-10-10
2019规自（平）建字0012号,北京市平谷区金海湖镇PG-06-0100-6019等地块R2二类居住用地、B1商业用地、A33基础教育用地项目（C-1#住宅楼等37项）,北京金谷创展置业有限责任公司,平谷区金海湖镇中心区中部,2019-10-10
2019规自（昌）建字0044号,北京市昌平区北七家镇未来科学城南区CP07-0060-0052、0063、C-18地块公建混合住宅用地、R2二类居住用地（4#住宅楼等12项）,北京城茂未来房地产开发有限公司,昌平区北七家镇未来科学城南区,2019-10-10
2019规自（通）建字0107号,站前区北部高压B调压站工程（控制室等5项）,北京市燃气集团有限责任公司,通州区台湖镇,2019-10-10
2019规自（朝）乡建字0003号,1#管理建筑等19项,北京温榆河公园建设管理有限公司,朝阳区孙河乡沙子营村,2019-10-10
2019规（开）建字0056号,河西区X88地块幼儿园新建工程项目（围墙）,北京经济技术开发区基建办公室,亦庄开发区河西区X88地块,2019-10-10
2019规自（密）建字0017号,宾阳西里住宅楼房项目（宾阳西里西区（C区）30#住宅楼）,北京嘉翼宸房地产开发有限责任公司,密云区宾阳西里小区南侧,2019-10-09
2019规自（丰）建字0029号,丰台区王佐镇魏各庄FT00-0503-0087、0088、0092地块项目（18#住宅楼等22项）,北京万筑国青房地产有限公司,丰台区王佐镇魏各庄,2019-10-09
2019规自（通）建字0106号,主厂房等2项,国网北京市电力公司,通州区梨园镇,2019-10-09
2019规自（昌）建字0041号,回龙观京都儿童医院南侧地下停车场建设项目（地下停车场等4项）,北京市昌平区城市管理委员会,昌平区回龙观街道,2019-10-09
2019规自（昌）建字0042号,回龙观育新学校东侧地下停车场建设项目（地下停车场等4项）,北京市昌平区城市管理委员会,昌平区回龙观街道,2019-10-09
2019规自（昌）建字0043号,天通苑太平庄中街西侧地下停车场建设项目（地下停车场等2项）,北京市昌平区城市管理委员会,昌平区天通苑,2019-10-09
2019规自（朝）建字0044号,朝阳区东风乡豆各庄村0311-610等地块（东风乡农民安置房项目）二类居住及基础教育用地项目（1#住宅楼等37项）,北京星火房地产开发有限责任公司,朝阳区东风乡豆各庄村,2019-10-09
2019规自（昌）建字0044号,北京市昌平区北七家镇未来科学城南区CP07-0060-0052、0063、C-18地块公建混合住宅用地、R2二类居住用地（4#住宅楼等12项）,北京城茂未来房地产开发有限公司,昌平区北七家镇未来科学城南区,2019-10-09
2019规自（平）建字0011号,北京市平谷区金海湖镇PG-06-0100-6019等地块R2二类居住用地、B1商业用地、A33基础教育用地项目（B-1#住宅楼等61项）,北京金谷创展置业有限责任公司,平谷区金海湖镇中心区中部,2019-10-09
2019规自（平）建字0012号,北京市平谷区金海湖镇PG-06-0100-6019等地块R2二类居住用地、B1商业用地、A33基础教育用地项目（C-1#住宅楼等37项）,北京金谷创展置业有限责任公司,平谷区金海湖镇中心区中部,2019-10-09
2019规自建字0063号,北京新机场东航基地项目（1#单身宿舍等5项）,中国东方航空股份有限公司,大兴区北京新机场G-03-01地块,2019-10-08
2019规自（海）建字0064号,新馨苑居住区648地块公租房及配套工程（51#居住公共服务设施）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-10-08
2019规自（顺）建字0062号,顺义新城第21街区21-18-001a、21-18-001c地块R2二类居住用地、C9其他公共设施用地项目（97#住宅楼等8项）,北京顺义新城建设开发有限公司,顺义区新城第21街区（后沙峪镇）,2019-10-08
2019规自（房）建字0039号,原子能研究院住宅改建项目（4-1#住宅楼等3项）,中国原子能科学研究院,房山区新镇,2019-10-08
2019规自（丰）建字0028号,丰台区王佐镇魏各庄FT00-0503-0087、0088、0092等地块项目（1#住宅楼等19项）,北京万筑国青房地产有限公司,丰台区王佐镇魏各庄,2019-10-08
2019规自（顺）建字0061号,北京天竺经纬跨境保税仓项目（仓库及架空平台等4项）,经纬供应链管理（北京）有限公司,顺义区天竺综合保税区,2019-10-08
2019规自（延）建字0030号,延庆辉煌云栖谷项目（客房式酒店）,北京辉煌凯盛房地产开发有限公司,延庆区张山营镇古龙路66,2019-10-08
2019规自（海）建字0062号,海淀区苏家坨镇北安河西区定向安置房项目（17地块1#住宅楼等24项）,中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河村,2019-09-30
2019规自（海）建字0064号,新馨苑居住区648地块公租房及配套工程（51#居住公共服务设施）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-09-30
2019规自（延）建字0030号,延庆辉煌云栖谷项目（客房式酒店）,北京辉煌凯盛房地产开发有限公司,延庆区张山营镇古龙路66,2019-09-30
2019规自（顺）建字0061号,北京天竺经纬跨境保税仓项目（仓库及架空平台等4项）,经纬供应链管理（北京）有限公司,顺义区天竺综合保税区,2019-09-30
2019规自（房）建字0039号,原子能研究院住宅改建项目（4-1#住宅楼等3项）,中国原子能科学研究院,房山区房山区新镇,2019-09-30
2019规自（丰）建字0028号,丰台区王佐镇魏各庄FT00-0503-0087、0088、0092等地块项目（1#住宅楼等19项）,北京万筑国青房地产有限公司,丰台区王佐镇魏各庄,2019-09-30
2019规自（顺）建字0062号,顺义新城第21街区21-18-001a、21-18-001c地块R2二类居住用地、C9其他公共设施用地项目（97#住宅楼等8项）,北京顺义新城建设开发有限公司,顺义区新城第21街区（后沙峪镇）,2019-09-30
2019规自（昌）建字0040号,嘉泽生态住宅小区二期项目（1#、2#配电室）,北京香江盛富房地产开发有限公司,昌平区百葛路366号,2019-09-29
2019规自（通）建字0105号,通州区通州新城0204街区TZ00-0024-0006、0007地块R2二类居住用地项目（1#住宅楼等16项）,北京首开新奥置业有限公司,通州区宋庄镇疃里村,2019-09-29
2019规自（通）建字0104号,大健康产业园（1#研发楼等21项）,北京恒亿盛世酒业有限公司,通州区漷县镇　,2019-09-29
2019规自（朝）乡建字0002号,04-1#集租房等30项,北京致诚鑫达物业管理有限公司,朝阳区十八里店乡,2019-09-27
2019规自（顺）乡建字0006号,1-1#成套型租赁住宅楼等22项,北京市顺义区张镇张各庄村经济合作社,顺义区张镇镇张各庄村,2019-09-27
2019规自（顺）乡建字0007号,1#租赁型职工集体宿舍楼等6项,北京合安房地产开发有限责任公司,顺义区顺义新城第14街区,2019-09-27
2019规（开）建字0055号,国盛高新科技工业园扩建项目（1#研发实验楼加建等5项）,北京博大国盛投资有限公司,亦庄开发区河西区X43F1地块,2019-09-27
2019规自（昌）建字0040号,嘉泽生态住宅小区二期项目（1#、2#配电室）,北京香江盛富房地产开发有限公司,昌平区百葛路366号,2019-09-27
2019规自（通）建字0104号,大健康产业园（1#研发楼等21项）,北京恒亿盛世酒业有限公司,通州区漷县镇,2019-09-27
2019规自（通）建字0105号,通州区通州新城0204街区TZ00-0024-0006、0007地块R2二类居住用地项目（1#住宅楼等16项）,北京首开新奥置业有限公司,通州区宋庄镇疃里村,2019-09-27
2019规自（丰）乡临建字0003号,1#集体土地租赁住房楼等8项,北京华宇天宏投资管理公司,丰台区卢沟桥乡西局村,2019-09-27
2019规自（密）建字0016号,北京市密云区溪翁庄MY02-0201-6001地块（原圆明三园C地块）R2二类居住用地项目（1#住宅楼等7项）,北京臻德兴云置业有限公司,密云区溪翁庄MY02-0201-6001地块,2019-09-26
2019规自（怀）建字0013号,怀柔区北房镇文化体育活动中心建设工程（文体中心主楼）,北京市怀柔区北房镇人民政府,怀柔区北房镇幸福大街3号,2019-09-26
2019规（开）建字0055号,国盛高新科技工业园扩建项目（1#研发实验楼加建等5项）,北京博大国盛投资有限公司,亦庄开发区河西区X43F1地块,2019-09-26
2019规自（顺）乡建字0006号,1-1#成套型租赁住宅楼等22项,北京市顺义区张镇张各庄村经济合作社,顺义区张镇镇张各庄村,2019-09-26
2019规自（顺）乡建字0007号,1#租赁型职工集体宿舍楼等6项,北京合安房地产开发有限责任公司,顺义区顺义新城第14街区,2019-09-26
2019规自（房）乡临建字0002号,1号楼等10项,北京市房山区西潞街道夏庄村经济合作社,房山区房山区西潞街道夏庄村,2019-09-26
2019规自（朝）乡建字0002号,04-1#集租房等30项,北京致诚鑫达物业管理有限公司,朝阳区十八里店乡,2019-09-26
2019规自（密）乡建字0006号,西智村医疗养老设施,北京市密云区西田各庄镇西智股份经济合作社,密云区西田各庄镇西智村,2019-09-25
2019规自建字0023号,轨道交通新机场线一期工程 区间2号、3号风井（K35+610.227区间风井等2项）,北京轨道交通新机场线投资有限责任公司,西红门镇东区七号路与范家庄西路相交路口；京开高速公路东侧、海子公园内。,2019-09-25
2019规自（密）建字0015号,地球系统数值模拟装置国家重大科技基础设施项目（动力楼等8项）,中国科学院大气物理研究所,密云区西田各庄镇云西一街,2019-09-25
2019规自（海）建字0061号,海淀区苏家坨镇北安河东区定向安置房项目（12地块1#住宅楼等20项）,中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河,2019-09-25
2019规自（海）建字0060号,北京海淀北部燃气热电冷联供项目配套调峰热源和热网工程（能源中心尖峰锅炉房）（锅炉房）,北京上庄燃气热电有限公司,海淀区海淀区上庄镇西马坊村,2019-09-25
2019规自（怀）建字0013号,怀柔区北房镇文化体育活动中心建设工程（文体中心主楼）,北京市怀柔区北房镇人民政府,怀柔区北房镇幸福大街3号,2019-09-25
2019规自（密）建字0016号,北京市密云区溪翁庄MY02-0201-6001地块（原圆明三园C地块）R2二类居住用地项目（1#住宅楼等7项）,北京臻德兴云置业有限公司,密云区溪翁庄MY02-0201-6001地块,2019-09-25
2019规自（西）建字0068号,新德街甲31号院环境改造项目（门卫室等3项）,中国电影集团公司,西城区新德街甲31号,2019-09-24
2019规自（门）建字0030号,门头沟区镇中心区污水处理厂建设运营项目军庄镇污水处理厂工程（回用泵房及出水监测间等6项）,北京市门头沟区水务局,门头沟区军庄镇,2019-09-24
2019规自（海）建字0061号,海淀区苏家坨镇北安河东区定向安置房项目（12地块1#住宅楼等20项）,中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河,2019-09-24
2019规自（密）建字0015号,地球系统数值模拟装置国家重大科技基础设施项目（动力楼等8项）,中国科学院大气物理研究所,密云区西田各庄镇云西一街,2019-09-24
2019规自（海）建字0060号,北京海淀北部燃气热电冷联供项目配套调峰热源和热网工程（能源中心尖峰锅炉房）（锅炉房）,北京上庄燃气热电有限公司,海淀区海淀区上庄镇西马坊村,2019-09-24
2019规自（密）乡建字0006号,西智村医疗养老设施,北京市密云区西田各庄镇西智股份经济合作社,密云区西田各庄镇西智村,2019-09-24
2019规自（丰）乡临建字0002号,1#集体土地租赁住房等18项,北京宝润置业有限责任公司,丰台区花乡葆台村,2019-09-24
2019规自（西）建字0067号,翻建住房3,刘强 刘文华,西城区北钱串胡同14号,2019-09-23
2019规自（朝）建字0043号,朝阳区第二实验小学改扩建工程（教学综合楼等5项）,北京市朝阳区教育委员会,朝阳区管庄大院55号,2019-09-23
2019规（开）建字0054号,健康产业园路东区新厂二区项目（研发中心1号楼）,北京泰德制药股份有限公司,亦庄开发区B16F-1地块,2019-09-23
2019规（开）建字0053号,阿尔特研发制造及总部基地项目（阿尔特大楼等9项）,阿尔特企业管理（北京）有限公司,亦庄开发区河西区X18-1M2地块,2019-09-23
2019规自（延）建字0029号,桑普新源延庆新厂区建设项目（五号厂房）（五号厂房）,北京桑普新源技术有限公司,延庆区八达岭经济开发区康西路1581,2019-09-23
2019规自（海）建字0013号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6003-1#住宅楼等6项）,北京紫光科城科技发展有限公司,海淀区西北旺镇亮甲店村,2019-09-20
2019规自建字0061号,CBD核心区Z2a地块阳光保险金融中心项目（CBD核心区Z2a地块阳光保险金融中心项目）,北京阳光融和置业有限公司,朝阳区光华路,2019-09-20
2019规自建字0060号,北京大学东校门（东校门门房等2项）,北京大学,海淀区中关村北大街,2019-09-20
2019规（开）建字0054号,健康产业园路东区新厂二区项目（研发中心1号楼）,北京泰德制药股份有限公司,亦庄开发区B16F-1地块,2019-09-20
2019规自（朝）建字0043号,朝阳区第二实验小学改扩建工程（教学综合楼等5项）,北京市朝阳区教育委员会,朝阳区朝阳区管庄大院55号,2019-09-20
2019规（开）建字0053号,阿尔特研发制造及总部基地项目（阿尔特大楼等9项）,阿尔特企业管理（北京）有限公司,亦庄开发区河西区X18-1M2地块,2019-09-20
2019规自（西）建字0067号,翻建住房3,刘强 刘文华,西城区北钱串胡同14号,2019-09-20
2019规自（延）建字0029号,桑普新源延庆新厂区建设项目（五号厂房）（五号厂房）,北京桑普新源技术有限公司,延庆区八达岭经济开发区康西路1581,2019-09-20
2019规自建字0060号,北京大学东校门（东校门门房等2项）,北京大学,海淀区中关村北大街,2019-09-20
2019规自建字0061号,CBD核心区Z2a地块阳光保险金融中心项目（CBD核心区Z2a地块阳光保险金融中心项目）,北京阳光融和置业有限公司,朝阳区光华路,2019-09-20
2019规自（西）建字0064号,翻改建住房（灰瓦5）,李甫仁,西城区四环胡同9号,2019-09-19
2019规自（西）建字0065号,菜园街及枣林南里棚户区改造项目（19#住宅楼等9项）,北京广安融盛投资有限公司,西城区菜园街,2019-09-19
2019规自（西）建字0066号,北京市委党校主楼、3号楼等楼宇新建室外消防水池工程（消防水池）,中国共产党北京市委员会党校,西城区车公庄大街6号,2019-09-19
2019规自（海）建字0059号,北部农村地区大牛坊安置房永丰H地块HD00-0401-0152地块幼儿园项目（幼儿园主楼等3项）,北京实创科技园开发建设股份有限公司,海淀区永丰H地块HD00-0401-0152地块,2019-09-19
2019规自（西）建字0065号,菜园街及枣林南里棚户区改造项目（19#住宅楼等9项）,北京广安融盛投资有限公司,西城区菜园街,2019-09-18
2019规自（西）建字0064号,翻改建住房（灰瓦5）,李甫仁,西城区四环胡同9号,2019-09-18
2019规自（西）建字0066号,北京市委党校主楼、3号楼等楼宇新建室外消防水池工程（消防水池）,中国共产党北京市委员会党校,西城区车公庄大街6号,2019-09-18
2019规自（海）建字0059号,北部农村地区大牛坊安置房永丰H地块HD00-0401-0152地块幼儿园项目（幼儿园主楼等3项）,北京实创科技园开发建设股份有限公司,海淀区永丰H地块HD00-0401-0152地块,2019-09-18
2019规自（顺）建字0060号,顺义区高丽营于庄SY02-0103-6004、SY02-0103-6007地块R2二类居住用地项目（1#住宅楼等27项）,北京龙万华开房地产开发有限公司,顺义区高丽营镇于庄村  ,2019-09-17
2019规自（朝）建字0042号,首都医科大学附属北京朝阳医院东院建设工程（医疗综合楼等9项）,首都医科大学附属北京朝阳医院,朝阳区常营定福庄,2019-09-17
2019规自（丰）建字0027号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（丰台区卢沟桥乡小瓦窑村XWY-12地块绿隔产业1#酒店楼等6项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-09-17
2019规自（西）建字0063号,西城区辛安里胡同9号危房原拆原建（翻建住房）,中国工商银行股份有限公司北京新街口支行,西城区辛安里9号,2019-09-16
2019规自（大）建字0034号,大兴区庞各庄镇PGZ01-05地块商业办公项目（A1#办公楼等16项）,北京兴展宏业投资有限公司,大兴区大兴区庞各庄镇,2019-09-16
2019规自（顺）建字0059号,顺义区顺义新城第13街区SY00-0013-6022等地块R2二类居住用地、A61机构养老用地、A33基础教育用地项目（A-1#住宅楼）,北京新城金郡房地产开发有限公司,顺义区顺义新城第13街区,2019-09-16
2019规自（大）建字0033号,B-4工业车间等5项,中船电子科技有限公司,大兴区生物医药产业基地,2019-09-12
2019规自（海）建字0058号,国家海洋环境预报中心业务附属综合楼（业务附属综合楼）,国家海洋环境预报中心,海淀区大慧寺8号,2019-09-12
2019规（开）建字0052号,北京数字电视产业园配套服务中心建设项目（1#商业楼等4项）,北京亦庄数字显示产业管理有限公司,北京经济技术开发区路东区E2F1地块,2019-09-12
2019规自（昌）建字0039号,海绵城市云计算数据中心等2项,北京泰宁科创雨水利用技术股份有限公司,昌平区南邵镇,2019-09-12
2019规自（昌）建字0038号,幼儿园等2项,北京市昌平区教育委员会,昌平区史各庄街道,2019-09-12
2019规自（大）建字0032号,中关村医疗器械园（二期）项目（1#标准化厂房等15项）,中关村医疗器械园有限公司,大兴区北京市大兴区生物医药基地,2019-09-12
2019规自（昌）建字0037号,北京安德鲁水果食品有限公司厂房迁建项目（冷库等5项）,北京安德鲁水果食品有限公司,昌平区南口农场,2019-09-12
2019规自（大）建字0034号,大兴区庞各庄镇PGZ01-05地块商业办公项目（A1#办公楼等16项）,北京兴展宏业投资有限公司,大兴区大兴区庞各庄镇,2019-09-12
2019规自（西）建字0063号,西城区辛安里胡同9号危房原拆原建（翻建住房）,中国工商银行股份有限公司北京新街口支行,西城区辛安里9号,2019-09-12
2019规自（顺）建字0059号,顺义区顺义新城第13街区SY00-0013-6022等地块R2二类居住用地、A61机构养老用地、A33基础教育用地项目（A-1#住宅楼）,北京新城金郡房地产开发有限公司,顺义区顺义新城第13街区,2019-09-12
2019规自建字0059号,北京地铁六号线一期工程东四站（2号出入口地下部分）,北京地铁六号线投资有限责任公司,东城区东四西大街与东四北大街相交路口,2019-09-11
2019规自（大）建字0033号,B-4工业车间等5项,中船电子科技有限公司,大兴区生物医药产业基地,2019-09-11
2019规自（昌）建字0037号,北京安德鲁水果食品有限公司厂房迁建项目（冷库等5项）,北京安德鲁水果食品有限公司,昌平区南口农场,2019-09-11
2019规（开）建字0052号,北京数字电视产业园配套服务中心建设项目（1#商业楼等4项）,北京亦庄数字显示产业管理有限公司,亦庄开发区路东区E2F1地块,2019-09-11
2019规自（大）建字0032号,中关村医疗器械园（二期）项目（1#标准化厂房等15项）,中关村医疗器械园有限公司,大兴区北京市大兴区生物医药基地三期0501街区-023地块,2019-09-11
2019规自（昌）建字0038号,幼儿园等2项,北京市昌平区教育委员会,昌平区史各庄街道,2019-09-11
2019规自（海）建字0058号,国家海洋环境预报中心业务附属综合楼（业务附属综合楼）,国家海洋环境预报中心,海淀区大慧寺8号,2019-09-11
2019规自（昌）建字0039号,海绵城市云计算数据中心等2项,北京泰宁科创雨水利用技术股份有限公司,昌平区南邵镇,2019-09-11
2019规自建字0059号,北京地铁六号线一期工程东四站（2号出入口地下部分）,北京地铁六号线投资有限责任公司,东城区东四西大街与东四北大街相交路口,2019-09-11
2019规自（密）建字0012号,云溪花园A-02地块住宅小区30#住宅楼等28项,北京宁溪房地产开发有限责任公司,密云区溪翁庄镇溪翁庄村,2019-09-10
2019规自（通）建字0103号,北京城市副中心职工周转房（北区）项目（2-1#楼（周转房）等34项）,北京市保障性住房建设投资中心,通州区潞城镇,2019-09-10
2019规自（密）建字0014号,北京美中双和医疗器械生产基地项目（1#厂房楼等3项）,北京美中双和医疗器械股份有限公司,密云区经济开发区科技48,2019-09-10
2019规自（海）建字0057号,新馨苑居住区654地块住宅及配套工程（25#住宅楼等18项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-09-09
2019规自（朝）建字0041号,朝阳区将台乡1016-030地块R2二类居住用地、1016-033地块F2公建混合住宅用地项目（18#办公楼）,中交世茂（北京）置业有限公司,朝阳区朝阳区将台乡驼房营村,2019-09-09
2019规（开）建字0051号,环保类危险废物存放间,利乐包装（北京）有限公司,亦庄开发区74M2地块,2019-09-06
2019规自（通）建字0102号,智能制造机器人工业自动化生产及研发基地项目（2#厂房等4项）,北京嘉通信瑞科技有限公司,通州区中关村科技园区通州园金桥科技产业基地景盛北一街12号,2019-09-06
2019规自（丰）建字0026号,万泉寺北路10号院4号楼加建项目（京津冀协同发展服务用房）,北京麒瑞房地产开发有限公司,丰台区万泉寺北路,2019-09-06
2019规自建字0058号,首钢生物质能源项目（焚烧厂房等18项）,北京首钢生物质能源科技有限公司,门头沟区潭柘寺镇鲁家滩村南鲁家山生活垃圾焚烧厂,2019-09-06
2019规自（海）建字0057号,新馨苑居住区654地块住宅及配套工程（25#住宅楼等18项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-09-06
