证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（延）建字0004号,气象服务能力提升和冬奥会气象服务保障工程（气象服务能力提升和冬奥会气象服务保障工程）,北京市延庆区气象局,延庆区湖南西路,2019-02-15
2019规自（西）建字0014号,北京大学人民医院西配楼新建外挂电梯及连廊等工程（外挂电梯、连廊等）,北京大学人民医院,西城区西直门南大街11号,2019-02-15
2019规自（东）建字0004号,翻建2号房屋,杨冬,东城区炮局头条18号,2019-02-14
2019规自（东）建字0005号,翻建3号房屋等2项,郭钢,东城区炮局头条18号,2019-02-14
2019规自（东）建字0006号,翻建1号房屋,杨冬,东城区炮局头条18号,2019-02-14
2019规自（丰）建字0007号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（1#住宅楼等6项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-02-14
2019规自（顺）乡建字0001号,配电室,"北京市顺义区教育委员会
北京市顺义区南彩学校",顺义区南彩镇南彩村,2019-02-14
2019规自（丰）建字0003号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（地下车库等3项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-02-13
2019规自（东）建字0006号,翻建1号房屋,杨冬,东城区炮局头条18号,2019-02-13
2019规自（东）建字0005号,翻建3号房屋等2项,郭钢,东城区炮局头条18号,2019-02-13
2019规自（东）建字0004号,翻建2号房屋,杨冬,东城区炮局头条18号,2019-02-13
2019规自（大）建字0002号,北京大兴国家粮食储备库楼房仓、成品粮物流仓库建设项目（成品库A及工作间等9项）,北京大兴国家粮食储备库,大兴区,2019-02-11
2019规自（海）建字0008号,采石路住宅小区四区住宅及配套项目（1#教学楼等10项）,恒盛阳光鑫地（北京）置业有限公司,海淀区金沟河路16号,2019-02-11
2019规自（海）建字0005号,综合实验楼（清华大学综合实验楼等4项）,清华大学,海淀区清华园,2019-02-11
2019规自（丰）乡建字0001号,1#集体租赁住房等14项,北京张郭庄投资管理公司,丰台区长辛店镇张郭庄村,2019-02-11
2019规自（丰）建字0006号,丰台科技园东区三期1516-48号地块项目（丰台科技园东区三期1516-48号地块项目等4项）,北京丰科博远科技有限公司,丰台区张新路,2019-02-11
2019规（开）建字0003号,中氢科技燃料电池性能测试实验室及氢气储存间建设项目（燃料电池性能测试实验室）,北京星网工业园有限公司,亦庄开发区永昌北路2号,2019-02-11
2019规自（海）建字0009号,采石路住宅小区四区住宅及配套项目（2#住宅楼等2项）,恒盛阳光鑫地（北京）置业有限公司,海淀区金沟河路16号,2019-02-11
2019规自（朝）建字0004号,双桥科研楼（1#研发楼等9项）,永泰房地产（集团）有限公司,朝阳区双桥中路,2019-02-03
2019规自（东）建字0003号,北京国际戏剧中心（地下部分）,北京人民艺术剧院,东城区王府井大街22号,2019-02-03
2019规自（朝）建字0002号,豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目（3-1#配套公共服务设施等8项）,"北京佳源投资经营有限责任公司
(北京市东城区住宅发展中心)",朝阳区豆各庄,2019-02-03
2019规自（朝）建字0003号,三里屯甲7号危房改造,北京二商骏德商业有限公司,朝阳区三里屯路甲7号,2019-02-03
2019规自（海）建字0008号,采石路住宅小区四区住宅及配套项目（1#教学楼等10项）,恒盛阳光鑫地（北京）置业有限公司,海淀区金沟河路16号,2019-02-03
2019规自（海）建字0009号,采石路住宅小区四区住宅及配套项目（2#住宅楼等2项）,恒盛阳光鑫地（北京）置业有限公司,海淀区金沟河路16号,2019-02-03
2019规自（大）建字0002号,北京大兴国家粮食储备库楼房仓、成品粮物流仓库建设项目（成品库A及工作间等9项）,北京大兴国家粮食储备库,大兴区,2019-02-03
2019规自（丰）建字0006号,丰台科技园东区三期1516-48号地块项目（丰台科技园东区三期1516-48号地块项目等4项）,北京丰科博远科技有限公司,丰台区张新路,2019-02-03
2019规（开）建字0003号,中氢科技燃料电池性能测试实验室及氢气储存间建设项目（燃料电池性能测试实验室）,北京星网工业园有限公司,亦庄开发区永昌北路2号,2019-02-03
2019规自（丰）乡建字0001号,1#集体租赁住房等14项,北京张郭庄投资管理公司,丰台区长辛店镇张郭庄村,2019-02-03
2019规自（海）建字0005号,综合实验楼（清华大学综合实验楼等4项）,清华大学,海淀区清华园,2019-02-03
2019规自（西）建字0013号,翻改建住房（瓦3）等3项,王振凯,西城区右安门后巷6号（白纸坊街道）,2019-02-02
2019规自（西）建字0011号,翻建住房(3),刘昌,西城区南半截胡同51号（牛街街道）,2019-02-02
2019规自（海）建字0006号,院本部工作区设施完善改造工程项目（科研楼等8项）,中国石油化工股份有限公司石油化工科学研究院,海淀区学院路18号,2019-02-02
2019规自（顺）建字0013号,MAX官璟台生产及配套设施用房（1#厂房等5项）,北京天瑞智明企业管理有限公司,顺义区天竺大街23,2019-02-02
2019规自（西）建字0012号,翻改建住房（瓦1）等4项,王振华,西城区右安门后巷6号（白纸坊街道）,2019-02-02
2019规自（延）建字0006号,研发中心,北京富邦博尔科技有限公司,延庆区经济技术开发区1区8号,2019-02-02
2019规自（门）建字0001号,北京华电门头沟区域能源中心—潭柘寺镇镇区供热工程（能源中心等4项）,北京市门头沟区潭柘寺镇人民政府,门头沟区潭柘寺,2019-02-02
2019规自（海）建字0007号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6015-1#住宅楼等10项）,北京紫光科城科技发展有限公司,海淀区西北旺镇,2019-02-02
2019规自（西）建字0010号,翻建住房（5）,刘凤梅,西城区南半截胡同51号（牛街街道）,2019-02-02
2019规自（西）建字0009号,翻建住房（6）,刘凤琴,西城区南半截胡同51号（牛街街道）,2019-02-02
2019规自（朝）建字0003号,三里屯甲7号危房改造,北京二商骏德商业有限公司,朝阳区三里屯甲7号,2019-02-02
2019规自（东）建字0003号,北京国际戏剧中心（地下部分）,北京人民艺术剧院,东城区王府井大街22号,2019-02-02
2019规自（朝）建字0002号,豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目（3-1#配套公共服务设施等8项）,北京佳源投资经营有限责任公司,朝阳区豆各庄,2019-02-02
2019规自（朝）建字0004号,双桥科研楼（1#研发楼等9项）,永泰房地产（集团）有限公司,朝阳区,2019-02-02
2019规自（石）建字0003号,首钢脱硫车间改造项目（首钢脱硫车间）,北京首钢建设投资有限公司,石景山区新首钢高端产业综合服务区,2019-02-01
2019规自（顺）建字0012号,1#生产厂房等8项,北京世纪澄通电子有限公司,顺义区金益街7高丽营镇,2019-02-01
2019规自（延）建字0005号,感染楼辅助用房（感染楼辅助用房）,北京市延庆区卫生和计划生育委员会,延庆区东顺城街28,2019-02-01
2019规自（房）建字0009号,房山区长阳镇01-09-09、01-09-02等地块二类居住、商业金融项目（1#酒店）,北京五和万科房地产开发有限公司,房山区长阳镇,2019-02-01
2019规自（东）建字0002号,翻建1号房屋等2项,张志玲、舒媛、舒艳,东城区织染局胡同32号,2019-02-01
2019规自（海）建字0006号,院本部工作区设施完善改造工程项目（科研楼等8项）,中国石油化工股份有限公司石油化工科学研究院,海淀区学院路18号,2019-02-01
2019规自（西）建字0009号,翻建住房（6）,刘凤琴,西城区南半截胡同51号（牛街街道）,2019-02-01
2019规自（顺）建字0013号,MAX官璟台生产及配套设施用房（1#厂房等5项）,北京天瑞智明企业管理有限公司,顺义区天竺大街23,2019-02-01
2019规自（延）建字0006号,研发中心,北京富邦博尔科技有限公司,延庆区经济技术开发区1区8号,2019-02-01
2019规自（海）建字0007号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6015-1#住宅楼等10项）,北京紫光科城科技发展有限公司,海淀区西北旺镇,2019-02-01
2019规自（西）建字0011号,翻建住房(3),刘昌,西城区南半截胡同51号（牛街街道）,2019-02-01
2019规自（西）建字0010号,翻建住房（5）,刘凤梅,西城区南半截胡同51号（牛街街道）,2019-02-01
2019规自（西）建字0013号,翻改建住房（瓦3）等3项,王振凯,西城区右安门后巷6号（白纸坊街道）,2019-02-01
2019规自（西）建字0012号,翻改建住房（瓦1）等4项,王振华,西城区右安门后巷6号（白纸坊街道）,2019-02-01
2019规自（门）建字0001号,北京华电门头沟区域能源中心—潭柘寺镇镇区供热工程（能源中心等4项）,北京市门头沟区潭柘寺镇人民政府,门头沟区潭柘寺,2019-02-01
2019规自（房）建字0005号,房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目（7-1#商业楼等2项）,北京首开龙湖盈泰置业有限公司,房山区长阳镇,2019-01-31
2019规自（西）建字0007号,翻建住房（灰2）等3项,刘爱娟 戴维,西城区大六部口街18号（西长安街街道）,2019-01-31
2019规自（西）建字0005号,翻改建住房（瓦2）,张仲良,西城区西城区前海北沿7号（什刹海街道）,2019-01-31
2019规自（西）建字0003号,翻建住房（瓦4）,韩龙,西城区蔡家楼一巷1号（陶然亭街道）,2019-01-31
2019规自（西）建字0002号,翻建住房（瓦2）,李同美,西城区蔡家楼一巷1号（陶然亭街道）,2019-01-31
2019规自（房）建字0006号,房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目（8#商业楼）,北京首开龙湖盈泰置业有限公司,房山区长阳镇,2019-01-31
2019规自（房）建字0007号,房山区房山线长阳西站5号地01-06-02等地块二类居住商业金融用地项目（教学楼等6项）,中铁房地产集团北方有限公司,房山区长阳镇,2019-01-31
2019规自（东）建字0001号,酒店翻建,北京富豪物业管理有限责任公司,东城区王府井大街45号,2019-01-31
2019规自（西）建字0006号,翻改建住房（瓦1）等3项,吕志翔,西城区西城区航空胡同34号（什刹海街道）,2019-01-31
2019规自（房）建字0008号,质子治疗装备研发调试厂房建设项目（装配调试厂房等2项）,中国原子能科学研究院,房山区新镇街道北区,2019-01-31
2019规自（西）建字0008号,翻建住房（瓦4）等2项,刘爱娟 戴维,西城区大六部口街18号（西长安街街道）,2019-01-31
2019规自（西）建字0004号,翻建住房（瓦1）,韩彪,西城区蔡家楼一巷1号（陶然亭街道）,2019-01-31
2019规自（延）建字0005号,感染楼辅助用房（感染楼辅助用房）,北京市延庆区卫生和计划生育委员会,延庆区东顺城街28,2019-01-31
2019规自（房）建字0009号,房山区长阳镇01-09-09、01-09-02等地块二类居住、商业金融项目（1#酒店）,北京五和万科房地产开发有限公司,房山区长阳镇,2019-01-31
2019规自（石）建字0003号,首钢脱硫车间改造项目（首钢脱硫车间）,北京首钢建设投资有限公司,石景山区新首钢高端产业综合服务区,2019-01-31
2019规自（顺）建字0012号,1#生产厂房等8项,北京世纪澄通电子有限公司,顺义区金益街7高丽营镇,2019-01-31
2019规自（东）建字0002号,翻建1号房屋等2项,张志玲、舒媛、舒艳,东城区织染局胡同32号,2019-01-31
2019规自（丰）建字0005号,丰台区花乡造甲村回迁安置房及配套工程项目（1#住宅楼等17项）,北京骐骥龙腾房地产开发有限公司,丰台区花乡造甲村,2019-01-30
