丰台区应急管理局执法检查公示目录（第三季度6月24日-9月30日）,,,,,,
序号,被检查单位名称,检查日期,执法检查单编号,检查方式是否双随机,检查结论,检查部门
497,中油北汽石油产品销售（北京）有限公司石榴庄加油站,44811,(京丰)应急现记〔2022〕执01422号,否,合格,区应急管理局
498,北京鑫鸿辉潢建筑工程有限公司,44811,(京丰)应急现记〔2022〕执01557号,否,不合格（复查以后合格）,区应急管理局
499,北京捷快达加油站,44811,(京丰)应急现记〔2022〕执01477号,否,合格,区应急管理局
500,北京市大灰厂加油站有限公司,44811,(京丰)应急现记〔2022〕执01442号,否,合格,区应急管理局
501,北京倪庄鑫马加油站,44811,(京丰)应急现记〔2022〕执01417号,否,合格,区应急管理局
502,北京凡家村加油站,44811,(京丰)应急现记〔2022〕执01456号,否,合格,区应急管理局
503,北京丰台丰胜加油站,44811,(京丰)应急现记〔2022〕执01458号,否,不合格（复查以后合格）,区应急管理局
504,北京燕鑫海源石油制品有限公司,44811,(京丰)应急现记〔2022〕执01439号,否,合格,区应急管理局
505,北京捷快达加油站,44811,(京丰)应急现记〔2022〕执01476号,否,合格,区应急管理局
506,中国石化销售股份有限公司北京丰台方庄加油站,44811,(京丰)应急现记〔2022〕执01408号,否,合格,区应急管理局
507,北京南三环草桥加油站,44811,(京丰)应急现记〔2022〕执01495号,否,合格,区应急管理局
508,北京市宛丰加油站,44811,(京丰)应急现记〔2022〕执01428号,否,合格,区应急管理局
509,北京鑫兆元商贸中心,44811,(京丰)应急现记〔2022〕执01455号,否,合格,区应急管理局
510,北京京铁诚信加油站有限责任公司,44811,(京丰)应急现记〔2022〕执01449号,否,合格,区应急管理局
511,北京丰台丰胜加油站,44811,(京丰)应急现记〔2022〕执01463号,否,合格,区应急管理局
512,中国石化销售股份有限公司北京丰台玉泉营加油站,44811,(京丰)应急现记〔2022〕执01498号,否,合格,区应急管理局
513,北京万泉运通汽车燃料有限责任公司,44811,(京丰)应急现记〔2022〕执01444号,否,合格,区应急管理局
514,北京元乾元加油站有限公司,44811,(京丰)应急现记〔2022〕执01483号,否,合格,区应急管理局
515,北京台宜汽车清洗保养有限公司,44811,(京丰)应急现记〔2022〕执01472号,否,合格,区应急管理局
516,中国石化销售股份有限公司北京丰台六里桥加油站,44811,(京丰)应急现记〔2022〕执01459号,否,合格,区应急管理局
517,北京南三环草桥加油站,44811,(京丰)应急现记〔2022〕执01496号,否,合格,区应急管理局
518,中国石化销售股份有限公司北京丰台马家堡分公司,44811,(京丰)应急现记〔2022〕执01525号,否,合格,区应急管理局
519,北京丰台丰胜加油站,44811,(京丰)应急现记〔2022〕执01464号,否,合格,区应急管理局
520,中国石化销售股份有限公司北京丰台丽泽东路加油站,44811,(京丰)应急现记〔2022〕执01478号,否,合格,区应急管理局
521,北京市丰台亚源加油站,44811,(京丰)应急现记〔2022〕执01503号,否,合格,区应急管理局
522,北京市丰台赵辛店加油站,44811,(京丰)应急现记〔2022〕执01482号,否,合格,区应急管理局
523,北京燕化万特加油站有限公司,44811,(京丰)应急现记〔2022〕执01492号,否,不合格（复查以后合格）,区应急管理局
524,北京市丰台看丹加油站,44811,(京丰)应急现记〔2022〕执01432号,否,合格,区应急管理局
525,北京台宜汽车清洗保养有限公司,44811,(京丰)应急现记〔2022〕执01462号,否,合格,区应急管理局
526,北京市国兴长油加油站有限公司,44811,(京丰)应急现记〔2022〕执01450号,否,合格,区应急管理局
527,北京鑫兆元商贸中心,44811,(京丰)应急现记〔2022〕执01451号,否,合格,区应急管理局
528,北京信实泰达靛厂加油站有限公司,44811,(京丰)应急现记〔2022〕执01419号,否,不合格（复查以后合格）,区应急管理局
529,北京石富丰机动车加油有限责任公司,44811,(京丰)应急现记〔2022〕执01443号,否,合格,区应急管理局
530,北京台宜汽车清洗保养公司,44811,(京丰)应急现记〔2022〕执01410号,否,合格,区应急管理局
531,中油北汽石油产品销售（北京）有限公司石榴庄加油站,44811,(京丰)应急现记〔2022〕执01424号,否,合格,区应急管理局
532,北京超强力油脂销售中心,44811,(京丰)应急现记〔2022〕执01486号,否,合格,区应急管理局
533,中国石化销售股份有限公司北京丰台成寿寺加油站,44811,(京丰)应急现记〔2022〕执01416号,否,合格,区应急管理局
534,北京京西三兴加油站,44811,(京丰)应急现记〔2022〕执01420号,否,不合格（复查以后合格）,区应急管理局
535,中油首汽石油销售有限公司北京十三号站,44811,(京丰)应急现记〔2022〕执01433号,否,合格,区应急管理局
536,北京好运油料供应有限公司分钟寺加油站,44811,(京丰)应急现记〔2022〕执01412号,否,合格,区应急管理局
537,北京建宏发加油站有限公司,44811,(京丰)应急现记〔2022〕执01467号,否,不合格（复查以后合格）,区应急管理局
538,北京建宏发加油站有限公司,44811,(京丰)应急现记〔2022〕执01475号,否,合格,区应急管理局
539,北京建宏发加油站有限公司,44811,(京丰)应急现记〔2022〕执01473号,否,合格,区应急管理局
540,北京市富丰加油站有限公司,44811,(京丰)应急现记〔2022〕执01474号,否,合格,区应急管理局
541,北京市富丰加油站有限公司,44811,(京丰)应急现记〔2022〕执01471号,否,合格,区应急管理局
542,北京丰管路加油站,44811,(京丰)应急现记〔2022〕执01480号,否,合格,区应急管理局
543,北京丰管路加油站,44811,(京丰)应急现记〔2022〕执01479号,否,合格,区应急管理局
544,北京陇兴嘉能能源有限公司,44811,(京丰)应急现记〔2022〕执01494号,否,合格,区应急管理局
545,北京陇兴嘉能能源有限公司,44811,(京丰)应急现记〔2022〕执01493号,否,合格,区应急管理局
546,北京龙江奔达加油站,44811,(京丰)应急现记〔2022〕执01502号,否,合格,区应急管理局
547,北京龙江奔达加油站,44811,(京丰)应急现记〔2022〕执01501号,否,合格,区应急管理局
548,北京丰台京旭加油站,44811,(京丰)应急现记〔2022〕执01423号,否,合格,区应急管理局
549,北京丰台京旭加油站,44811,(京丰)应急现记〔2022〕执01421号,否,合格,区应急管理局
550,北京润福通丰盾加油站有限公司,44811,(京丰)应急现记〔2022〕执01429号,否,合格,区应急管理局
551,北京润福通丰盾加油站有限公司,44811,(京丰)应急现记〔2022〕执01430号,否,合格,区应急管理局
552,北京镇岗加油站有限公司,44811,(京丰)应急现记〔2022〕执01457号,否,合格,区应急管理局
553,北京镇岗加油站有限公司,44811,(京丰)应急现记〔2022〕执01460号,否,合格,区应急管理局
554,北京壳牌石油有限公司槐房路加油站,44811,(京丰)应急现记〔2022〕执01488号,否,合格,区应急管理局
555,北京壳牌石油有限公司槐房路加油站,44811,(京丰)应急现记〔2022〕执01490号,否,合格,区应急管理局
556,北京金泰恒业燃料有限公司加油站,44811,(京丰)应急现记〔2022〕执01469号,否,合格,区应急管理局
557,北京金泰恒业燃料有限公司加油站,44811,(京丰)应急现记〔2022〕执01466号,否,合格,区应急管理局
558,中国石化销售股份有限公司北京丰台长兴加油站,44811,(京丰)应急现记〔2022〕执01484号,否,合格,区应急管理局
559,中国石化销售股份有限公司北京丰台长兴加油站,44811,(京丰)应急现记〔2022〕执01485号,否,合格,区应急管理局
560,中国石化销售股份有限公司北京丰台台金加油站,44811,(京丰)应急现记〔2022〕执01431号,否,合格,区应急管理局
561,中国石化销售股份有限公司北京丰台台金加油站,44811,(京丰)应急现记〔2022〕执01435号,否,合格,区应急管理局
562,北京鑫垚金地加油站有限公司,44812,(京丰)应急现记〔2022〕执01518号,否,合格,区应急管理局
563,北京市丰台晓龙加油站有限公司,44812,(京丰)应急现记〔2022〕执01513号,否,合格,区应急管理局
564,北京市花乡盛丰明加油站有限公司,44812,(京丰)应急现记〔2022〕执01523号,否,合格,区应急管理局
565,北京市丰台晓龙加油站有限公司,44812,(京丰)应急现记〔2022〕执01520号,否,合格,区应急管理局
566,北京信实泰达靛厂加油站有限公司,44812,(京丰)应急现记〔2022〕执01511号,否,合格,区应急管理局
567,北京花乡众生加油站有限公司,44812,(京丰)应急现记〔2022〕执01515号,否,合格,区应急管理局
568,北京公联京胜石化有限公司第一加油站,44812,(京丰)应急现记〔2022〕执01539号,否,合格,区应急管理局
569,北京中外运加油站,44812,(京丰)应急现记〔2022〕执01529号,否,合格,区应急管理局
570,中国石化销售股份有限公司北京丰台中垦丰南加油站,44812,(京丰)应急现记〔2022〕执01543号,否,合格,区应急管理局
571,北京公联京胜石化有限公司第一加油站,44812,(京丰)应急现记〔2022〕执01537号,否,合格,区应急管理局
572,北京利安顺成品油有限公司,44812,(京丰)应急现记〔2022〕执01522号,否,合格,区应急管理局
573,中国石化销售股份有限公司北京丰台中垦丰南加油站,44812,(京丰)应急现记〔2022〕执01541号,否,合格,区应急管理局
574,北京花乡众生加油站有限公司,44812,(京丰)应急现记〔2022〕执01516号,否,合格,区应急管理局
575,北京公联京华石油有限责任公司柳村北加油站,44812,(京丰)应急现记〔2022〕执01517号,否,合格,区应急管理局
576,北京市德利发加油站有限责任公司,44812,(京丰)应急现记〔2022〕执01533号,否,合格,区应急管理局
577,北京四环翔亚加油站,44812,(京丰)应急现记〔2022〕执01536号,否,合格,区应急管理局
578,北京中外运加油站,44812,(京丰)应急现记〔2022〕执01530号,否,合格,区应急管理局
579,北京市花乡盛丰明加油站有限公司,44812,(京丰)应急现记〔2022〕执01521号,否,合格,区应急管理局
580,北京盛丰明陈留加油站有限公司,44812,(京丰)应急现记〔2022〕执01540号,否,合格,区应急管理局
581,北京盛丰明陈留加油站有限公司,44812,(京丰)应急现记〔2022〕执01538号,否,合格,区应急管理局
582,北京鑫垚金地加油站有限公司,44812,(京丰)应急现记〔2022〕执01519号,否,合格,区应急管理局
583,北京四环翔亚加油站,44812,(京丰)应急现记〔2022〕执01535号,否,合格,区应急管理局
584,北京信实泰达靛厂加油站有限公司,44812,(京丰)应急现记〔2022〕执01512号,否,合格,区应急管理局
585,北京市德利发加油站有限责任公司,44812,(京丰)应急现记〔2022〕执01534号,否,合格,区应急管理局
586,北京公联京胜石化有限公司,44812,(京丰)应急现记〔2022〕执01542号,否,合格,区应急管理局
587,北京利安顺成品油有限公司,44812,(京丰)应急现记〔2022〕执01526号,否,合格,区应急管理局
588,北京公联京华石油有限责任公司柳村北加油站,44812,(京丰)应急现记〔2022〕执01514号,否,合格,区应急管理局
589,北京公联京胜石化有限公司,44812,(京丰)应急现记〔2022〕执01544号,否,合格,区应急管理局
590,北京市顺发南宫加油站,44812,(京丰)应急现记〔2022〕执01508号,否,合格,区应急管理局
591,北京市顺发南宫加油站,44812,(京丰)应急现记〔2022〕执01507号,否,合格,区应急管理局
592,北京苑津强加油站有限公司,44812,(京丰)应急现记〔2022〕执01527号,否,合格,区应急管理局
593,北京苑津强加油站有限公司,44812,(京丰)应急现记〔2022〕执01528号,否,合格,区应急管理局
594,北京协和燕庆石油化工有限公司右安门加油站,44812,(京丰)应急现记〔2022〕执01510号,否,合格,区应急管理局
595,北京协和燕庆石油化工有限公司右安门加油站,44812,(京丰)应急现记〔2022〕执01509号,否,合格,区应急管理局
596,北京丰台加油站,44812,(京丰)应急现记〔2022〕执01532号,否,合格,区应急管理局
597,北京丰台加油站,44812,(京丰)应急现记〔2022〕执01531号,否,合格,区应急管理局
598,北京京西三兴加油站,44813,(京丰)应急现记〔2022〕执01547号,否,合格,区应急管理局
599,北京京西三兴加油站,44813,(京丰)应急现记〔2022〕执01545号,否,合格,区应急管理局
600,北京京铁火车头混凝土有限公司,44813,(京丰)应急现记〔2022〕执01555号,否,合格,区应急管理局
601,北京中外运加油站,44813,(京丰)应急现记〔2022〕执01550号,否,合格,区应急管理局
602,北京诚丰建材制品有限公司,44813,(京丰)应急现记〔2022〕执01553号,否,合格,区应急管理局
603,北京鑫东华腾体育器械有限公司,44813,(京丰)应急现记〔2022〕执01554号,否,合格,区应急管理局
604,北京月盛斋清真食品有限公司,44813,(京丰)应急现记〔2022〕执01556号,否,合格,区应急管理局
605,北京中外运加油站,44813,(京丰)应急现记〔2022〕执01549号,否,合格,区应急管理局
606,北京福香源食品有限公司,44813,(京丰)应急现记〔2022〕执01552号,否,合格,区应急管理局
607,北京元六鸿远电子科技股份有限公司,44813,(京丰)应急现记〔2022〕执01551号,否,合格,区应急管理局
608,北京丰北公交加油站,44813,(京丰)应急现记〔2022〕执01548号,否,合格,区应急管理局
609,北京丰北公交加油站,44813,(京丰)应急现记〔2022〕执01546号,否,合格,区应急管理局
610,承德荣智建筑劳务分包有限公司,44817,(京丰)应急现记〔2022〕执01673号,否,不合格（复查以后合格）,区应急管理局
611,北京莱纳恒泰影院管理有限公司,44817,(京丰)应急现记〔2022〕执01567号,否,合格,区应急管理局
612,北京利美晓东美容美发店,44817,(京丰)应急现记〔2022〕执01574号,否,合格,区应急管理局
613,北京翰玉雅洁皮具护理店,44817,(京丰)应急现记〔2022〕执01564号,否,合格,区应急管理局
614,北京湘资伟业图文设计有限公司,44817,(京丰)应急现记〔2022〕执01559号,否,合格,区应急管理局
615,贵州金茅酒业贸易有限公司,44817,(京丰)应急现记〔2022〕执01570号,否,合格,区应急管理局
616,北京市新华街新悦理发店,44817,(京丰)应急现记〔2022〕执01565号,否,合格,区应急管理局
617,北京金果新苗艺术交流中心,44817,(京丰)应急现记〔2022〕执01572号,否,合格,区应急管理局
618,北京德仁缘商贸中心,44817,(京丰)应急现记〔2022〕执01566号,否,合格,区应急管理局
619,北京泸窖酒经销有限公司,44817,(京丰)应急现记〔2022〕执01573号,否,合格,区应急管理局
620,北京顺利发加油站,44817,(京丰)应急现记〔2022〕执01581号,否,不合格（复查以后合格）,区应急管理局
621,北京京西三兴加油站,44817,(京丰)应急现记〔2022〕执01582号,否,合格,区应急管理局
622,北京旭日红太阳洗衣店,44817,(京丰)应急现记〔2022〕执01563号,否,合格,区应急管理局
623,北京文体幸福商店,44817,(京丰)应急现记〔2022〕执01579号,否,合格,区应急管理局
624,北京市建国街万顺理发店,44817,(京丰)应急现记〔2022〕执01560号,否,合格,区应急管理局
625,北京利安顺成品油有限公司,44817,(京丰)应急现记〔2022〕执01571号,否,不合格（复查以后合格）,区应急管理局
626,北京绣剪鑫达美容美发中心,44817,(京丰)应急现记〔2022〕执01561号,否,合格,区应急管理局
627,北京桥南廉美信铝塑门窗经营部,44817,(京丰)应急现记〔2022〕执01562号,否,合格,区应急管理局
628,东大街兴元鲜花经销中心,44817,(京丰)应急现记〔2022〕执01568号,否,合格,区应急管理局
629,北京能达装饰工程有限责任公司,44817,(京丰)应急现记〔2022〕执01793号,否,不合格（复查以后合格）,区应急管理局
630,北京市顺发南宫加油站,44817,(京丰)应急现记〔2022〕执01580号,否,不合格（复查以后合格）,区应急管理局
631,北京世纪周林频谱仪营销有限公司丰台专营店,44817,(京丰)应急现记〔2022〕执01575号,否,合格,区应急管理局
632,北京渔夫部落餐厅,44817,(京丰)应急现记〔2022〕执01569号,否,合格,区应急管理局
633,沈阳市辽中区洪兴建筑设备租赁中心,44817,(京丰)应急现记〔2022〕执01109号,否,不合格（复查以后合格）,区应急管理局
634,北京二商京华茶业有限公司新华街分店,44817,(京丰)应急现记〔2022〕执01576号,否,合格,区应急管理局
635,北京西北红拉面馆,44817,(京丰)应急现记〔2022〕执01578号,否,合格,区应急管理局
636,北京亿源堂休闲健身有限公司,44817,(京丰)应急现记〔2022〕执01577号,否,合格,区应急管理局
637,北京峰平伟业建筑工程有限公司,44817,(京丰)应急现记〔2022〕执01690号,否,不合格（复查以后合格）,区应急管理局
638,北京郝世纪壁纸营业部,44818,(京丰)应急现记〔2022〕执01594号,否,合格,区应急管理局
639,北京彩虹华丽木门店,44818,(京丰)应急现记〔2022〕执01597号,否,合格,区应急管理局
640,北京福华友联商贸公司,44818,(京丰)应急现记〔2022〕执01584号,否,不合格（复查以后合格）,区应急管理局
641,北京峰岭散热器营业部,44818,(京丰)应急现记〔2022〕执01593号,否,合格,区应急管理局
642,北京博园琪涵商贸有限公司,44818,(京丰)应急现记〔2022〕执01588号,否,合格,区应急管理局
643,北京亿永嘉乐商贸有限公司,44818,(京丰)应急现记〔2022〕执01589号,否,合格,区应急管理局
644,北京稳盛地毯商店,44818,(京丰)应急现记〔2022〕执01596号,否,合格,区应急管理局
645,北京市味多美食品有限责任公司第四十五西饼店,44818,(京丰)应急现记〔2022〕执01586号,否,合格,区应急管理局
646,北京绿森欣绿木业营业部,44818,(京丰)应急现记〔2022〕执01595号,否,合格,区应急管理局
647,北京泰禾中维物业管理有限公司,44818,(京丰)应急现记〔2022〕执01587号,否,不合格（复查以后合格）,区应急管理局
648,北京湘源石材营业部,44818,(京丰)应急现记〔2022〕执01590号,否,合格,区应急管理局
649,北京南城香餐饮有限公司第四十三分公司,44818,(京丰)应急现记〔2022〕执01585号,否,合格,区应急管理局
650,北京金亿来源商贸有限公司,44818,(京丰)应急现记〔2022〕执01598号,否,合格,区应急管理局
651,北京源嘉禾商贸中心,44818,(京丰)应急现记〔2022〕执01592号,否,合格,区应急管理局
652,北京荣乐散热器经营部,44818,(京丰)应急现记〔2022〕执01591号,否,合格,区应急管理局
653,北京物美京丰科技发展有限公司丽泽桥店,44818,(京丰)应急现记〔2022〕执01583号,否,合格,区应急管理局
654,北京鑫兴保平橱经营部,44819,(京丰)应急现记〔2022〕执01622号,否,合格,区应急管理局
655,北京修昊卿熟食店,44819,(京丰)应急现记〔2022〕执01616号,否,合格,区应急管理局
656,北京洋航思味烧烤有限公司,44819,(京丰)应急现记〔2022〕执01600号,否,合格,区应急管理局
657,北京玉洪长胜五金店,44819,(京丰)应急现记〔2022〕执01608号,否,合格,区应急管理局
658,北京东大街东里肉店,44819,(京丰)应急现记〔2022〕执01604号,否,合格,区应急管理局
659,北京丰南杨氏烧烤店,44819,(京丰)应急现记〔2022〕执01617号,否,合格,区应急管理局
660,北京京味老街坊小吃有限公司,44819,(京丰)应急现记〔2022〕执01615号,否,合格,区应急管理局
661,北京市运海缘舟装饰服务中心,44819,(京丰)应急现记〔2022〕执01612号,否,合格,区应急管理局
662,北京三元石油有限公司五里店加油站,44819,(京丰)应急现记〔2022〕执01620号,否,合格,区应急管理局
663,北京永城玻璃店,44819,(京丰)应急现记〔2022〕执01629号,否,合格,区应急管理局
664,北京金隅大成物业管理有限公司（长安新城项目部）,44819,(京丰)应急现记〔2022〕执01634号,否,合格,区应急管理局
665,北京新华街国芳香烟店,44819,(京丰)应急现记〔2022〕执01613号,否,合格,区应急管理局
666,北京通山进兴石材经营部,44819,(京丰)应急现记〔2022〕执01621号,否,合格,区应急管理局
667,北京金博摄影,44819,(京丰)应急现记〔2022〕执01601号,否,合格,区应急管理局
668,北京洪记希武小吃店,44819,(京丰)应急现记〔2022〕执01606号,否,合格,区应急管理局
669,北京明眸亮眼青少年养护技术开发中心,44819,(京丰)应急现记〔2022〕执01599号,否,合格,区应急管理局
670,北京美光雅奇家具店,44819,(京丰)应急现记〔2022〕执01626号,否,合格,区应急管理局
671,东大街兴元鲜花经销中心,44819,(京丰)应急现记〔2022〕执01618号,否,合格,区应急管理局
672,北京三元石油有限公司五里店加油站,44819,(京丰)应急现记〔2022〕执01619号,否,合格,区应急管理局
673,北京亮点视觉装饰设计有限公司,44819,(京丰)应急现记〔2022〕执01614号,否,合格,区应急管理局
674,北京隆鑫装饰公司,44819,(京丰)应急现记〔2022〕执01610号,否,合格,区应急管理局
675,北京杨小红包子店,44819,(京丰)应急现记〔2022〕执01609号,否,合格,区应急管理局
676,北京金榜书店,44819,(京丰)应急现记〔2022〕执01603号,否,合格,区应急管理局
677,恩多凯医药科技(北京)有限公司,44819,(京丰)应急现记〔2022〕执01712号,否,合格,区应急管理局
678,北京市伟盛丰益商店,44819,(京丰)应急现记〔2022〕执01602号,否,合格,区应急管理局
679,北京新华街李扬建材商店,44819,(京丰)应急现记〔2022〕执01611号,否,合格,区应急管理局
680,北京海鑫通达商贸有限责任公司,44819,(京丰)应急现记〔2022〕执01630号,否,合格,区应急管理局
681,北京欣宇橱柜经营部,44819,(京丰)应急现记〔2022〕执01624号,否,合格,区应急管理局
682,北京金山舒雅油漆涂料营业部,44819,(京丰)应急现记〔2022〕执01631号,否,合格,区应急管理局
683,北京美思家布艺店,44819,(京丰)应急现记〔2022〕执01627号,否,合格,区应急管理局
684,北京天意宏宇石材营业部,44819,(京丰)应急现记〔2022〕执01623号,否,合格,区应急管理局
685,北京飘香坊熟食店,44819,(京丰)应急现记〔2022〕执01607号,否,合格,区应急管理局
686,北京金兔建筑装饰工程有限公司,44819,(京丰)应急现记〔2022〕执01625号,否,合格,区应急管理局
687,北京千佳伟业商店,44819,(京丰)应急现记〔2022〕执01605号,否,合格,区应急管理局
688,北京瑞云美居窗帘窗饰经营部,44819,(京丰)应急现记〔2022〕执01628号,否,合格,区应急管理局
689,北京市液化石油气公司,44820,(京丰)应急现记〔2022〕执01636号,否,合格,区应急管理局
690,北京市丰台赵辛店加油站,44820,(京丰)应急现记〔2022〕执01638号,否,不合格（复查以后合格）,区应急管理局
691,北京金泰恒业燃料有限公司加油站,44820,(京丰)应急现记〔2022〕执01637号,否,不合格（复查以后合格）,区应急管理局
692,北京金美添技术发展有限公司（中国肉类食品综合研究中心）,44822,(京丰)应急现记〔2022〕执01641号,否,合格,区应急管理局
693,北京市天润中电高压电子有限公司,44822,(京丰)应急现记〔2022〕执01640号,否,合格,区应急管理局
694,北京君联鑫艳吉祥商店,44823,(京丰)应急现记〔2022〕执01650号,否,合格,区应急管理局
695,北京重八志远餐饮有限公司,44823,(京丰)应急现记〔2022〕执01765号,否,合格,区应急管理局
696,上海三枪内衣店,44823,(京丰)应急现记〔2022〕执01645号,否,合格,区应急管理局
697,中国石化销售股份有限公司北京长辛店石油库,44823,(京丰)应急现记〔2022〕执01642号,否,合格,区应急管理局
698,北京德邻福餐饮管理有限公司,44823,(京丰)应急现记〔2022〕执01662号,否,合格,区应急管理局
699,中美泰和生物技术（北京）有限公司,44823,(京丰)应急现记〔2022〕执01668号,否,合格,区应急管理局
700,北京亿源堂休闲健身有限公司,44823,(京丰)应急现记〔2022〕执01653号,否,合格,区应急管理局
701,北京市金土地文化教育培训中心,44823,(京丰)应急现记〔2022〕执01652号,否,合格,区应急管理局
702,北京汇康博源医药科技有限公司,44823,(京丰)应急现记〔2022〕执01665号,否,合格,区应急管理局
703,北京阿仑美发中心,44823,(京丰)应急现记〔2022〕执01736号,否,合格,区应急管理局
704,北京我爱我家房地产经纪有限公司丰台第十二分公司,44823,(京丰)应急现记〔2022〕执01734号,否,合格,区应急管理局
705,北京丰科睿泰医药科技有限公司,44823,(京丰)应急现记〔2022〕执01663号,否,合格,区应急管理局
706,北京秦氏饺子汤餐饮服务有限公司,44823,(京丰)应急现记〔2022〕执01656号,否,合格,区应急管理局
707,丰台桥南少儿艺术培训学校,44823,(京丰)应急现记〔2022〕执01644号,否,合格,区应急管理局
708,北京丰情顺达鲜花店,44823,(京丰)应急现记〔2022〕执01647号,否,合格,区应急管理局
709,北京普祺医药科技有限公司,44823,(京丰)应急现记〔2022〕执01670号,否,合格,区应急管理局
710,北京盛亚利民商店(丰台街道办事处-袁伟),44823,(京丰)应急现记〔2022〕执01646号,否,合格,区应急管理局
711,北京重八志远餐饮有限公司,44823,(京丰)应急现记〔2022〕执01764号,否,合格,区应急管理局
712,北京爱柏华提商贸有限责任公司,44823,(京丰)应急现记〔2022〕执01657号,否,合格,区应急管理局
713,北京普祺医药科技有限公司,44823,(京丰)应急现记〔2022〕执01671号,否,合格,区应急管理局
714,北京味之轩糕点有限公司,44823,(京丰)应急现记〔2022〕执01659号,否,合格,区应急管理局
715,北京静烨轩茶苑,44823,(京丰)应急现记〔2022〕执01658号,否,合格,区应急管理局
716,北京联盛通信科技有限公司,44823,(京丰)应急现记〔2022〕执01660号,否,合格,区应急管理局
717,北京汇康博源医药科技有限公司,44823,(京丰)应急现记〔2022〕执01666号,否,合格,区应急管理局
718,北京市翔驿旅社,44823,(京丰)应急现记〔2022〕执01643号,否,合格,区应急管理局
719,徽煌餐饮管理（北京）有限公司,44823,(京丰)应急现记〔2022〕执01654号,否,合格,区应急管理局
720,北京恒诚达康科技有限公司,44823,(京丰)应急现记〔2022〕执01669号,否,合格,区应急管理局
721,北京联福物流仓储设备有限公司,44823,(京丰)应急现记〔2022〕执01664号,否,合格,区应急管理局
722,中美泰和生物技术（北京）有限公司,44823,(京丰)应急现记〔2022〕执01667号,否,合格,区应急管理局
723,北京市丹江渔村酒店有限公司花乡分公司,44823,(京丰)应急现记〔2022〕执01672号,否,合格,区应急管理局
724,北京光彩闽味源餐饮有限公司,44823,(京丰)应急现记〔2022〕执01735号,否,合格,区应急管理局
725,北京祥记时代餐饮有限公司,44823,(京丰)应急现记〔2022〕执01655号,否,合格,区应急管理局
726,北京盛世美健康管理有限公司,44823,(京丰)应急现记〔2022〕执01742号,否,合格,区应急管理局
727,北京恒泰仁祥商贸有限公司,44823,(京丰)应急现记〔2022〕执01740号,否,合格,区应急管理局
728,北京永禄小吃店,44823,(京丰)应急现记〔2022〕执01733号,否,合格,区应急管理局
729,雅芳专卖店（北京市正阳大街军京商店),44823,(京丰)应急现记〔2022〕执01648号,否,合格,区应急管理局
730,北京杨老三牛肉面馆,44823,(京丰)应急现记〔2022〕执01649号,否,合格,区应急管理局
731,北京博文鑫迪商贸中心,44823,(京丰)应急现记〔2022〕执01651号,否,合格,区应急管理局
732,北京亿派创新科技发展有限公司,44823,(京丰)应急现记〔2022〕执01661号,否,合格,区应急管理局
733,小贤家（北京）餐饮管理有限公司方庄分公司,44824,(京丰)应急现记〔2022〕执01745号,否,合格,区应急管理局
734,北京贵红油漆营业部,44824,(京丰)应急现记〔2022〕执01680号,否,合格,区应急管理局
735,北京唯美大运厨柜销售部,44824,(京丰)应急现记〔2022〕执01678号,否,合格,区应急管理局
736,北京莱纳恒泰影院管理有限公司,44824,(京丰)应急现记〔2022〕执01674号,否,合格,区应急管理局
737,北京东新街综合市场,44824,(京丰)应急现记〔2022〕执01689号,否,合格,区应急管理局
738,北京爱丽德木门营业部,44824,(京丰)应急现记〔2022〕执01681号,否,合格,区应急管理局
739,北京京都轩餐饮管理有限公司,44824,(京丰)应急现记〔2022〕执01749号,否,合格,区应急管理局
740,北京玉见幽香健康管理有限公司,44824,(京丰)应急现记〔2022〕执01746号,否,合格,区应急管理局
741,北京众和惠泽生物科技有限公司,44824,(京丰)应急现记〔2022〕执01686号,否,合格,区应急管理局
742,鸽子王（北京）餐饮管理股份有限公司方庄分公司,44824,(京丰)应急现记〔2022〕执01747号,否,合格,区应急管理局
743,北京市马国珍清真熟食店,44824,(京丰)应急现记〔2022〕执01685号,否,合格,区应急管理局
744,京安宝达建材,44824,(京丰)应急现记〔2022〕执01679号,否,合格,区应急管理局
745,北京家爱全超市,44824,(京丰)应急现记〔2022〕执01687号,否,合格,区应急管理局
746,北京兰瑜软床沙发营业部,44824,(京丰)应急现记〔2022〕执01676号,否,合格,区应急管理局
747,北京香融府餐饮管理有限公司花乡分公司,44824,(京丰)应急现记〔2022〕执01767号,否,合格,区应急管理局
748,北京众富力古典家具营业部,44824,(京丰)应急现记〔2022〕执01675号,否,合格,区应急管理局
749,北京京峰餐饮管理有限公司,44824,(京丰)应急现记〔2022〕执01750号,否,合格,区应急管理局
750,北京香融府餐饮管理有限公司花乡分公司,44824,(京丰)应急现记〔2022〕执01766号,否,合格,区应急管理局
751,北京市腾源荣诚五金机电销售中心,44824,(京丰)应急现记〔2022〕执01677号,否,合格,区应急管理局
752,北京京福印象家具销售中心,44824,(京丰)应急现记〔2022〕执01682号,否,合格,区应急管理局
753,北京顺春欢乐木门经营部,44824,(京丰)应急现记〔2022〕执01683号,否,合格,区应急管理局
754,北京瀛烤天下餐饮管理有限公司,44824,(京丰)应急现记〔2022〕执01748号,否,合格,区应急管理局
755,北京运好来卫浴营业部,44824,(京丰)应急现记〔2022〕执01684号,否,合格,区应急管理局
