是否已注销,产权单位企业名称,登记编号,设备类型,生产厂家,产权单位统一社会信用代码
有效,北京星辰建筑机械租赁有限公司,京MY-W69672,物料提升机,天津市宝亮建筑机械有限公司,91110228MA01GL3289
有效,北京谷阳机械施工有限公司,京PG-S64677,施工升降机,天津市鹏凯建筑机械设备有限公司,911101177351353527
有效,北京胜宇天成机械设备有限公司,京CP-T77054,塔式起重机,中联重科股份有限公司,91110114MA021EKBX3
有效,北京城乡中昊建设有限责任公司,京DC-T78789,塔式起重机,沈阳三洋建筑机械有限公司,91110101101119844W
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S81523,施工升降机,广州市特威工程机械有限公司,911101066336408682
有效,北京国成伟业机械设备租赁有限公司,京HR-S56744,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京和平龙盛机械租赁有限公司,京CP-S60059,施工升降机,中联重科股份有限公司,91110114082837866E
有效,北京长金顺发建筑设备租赁有限公司,京DX-W66031,物料提升机,郑州市革新建筑机械有限公司,91110115L19406337P
有效,北京华东顺成机械设备租赁有限公司,京DX-S74458,施工升降机,廊坊中建机械有限公司,911101156963942036
有效,北京南湖双虹机械设备租赁有限公司,京YQ-W57345,物料提升机,天津市宝亮建筑机械有限公司,91110229689213232D
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58195,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,中铁建设集团北京工程有限公司,京SJ-T68463,塔式起重机,北京永茂建工机械制造有限公司,9111010706489893X2
有效,北京京能建设机械安装有限公司,京MT-T48293,塔式起重机,沈阳三洋建筑机械有限公司,91110109102316655Y
有效,北京擎天立业设备租赁有限公司,京FT-T72374,塔式起重机,山西省工程机械有限公司,91110106053566411Q
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-T53171,塔式起重机,江麓机电集团有限公司,91110112589143003H
有效,北京天平建筑机械租赁有限公司,京TZ-T79615,塔式起重机,徐州建机工程机械有限公司,91110112681213668E
有效,北京永丰建筑机械设备租赁有限公司,京FS-S56892,施工升降机,南京高立工程机械有限公司,91110111MA01NE191Q
有效,北京庞源机械工程有限公司,京TZ-S76181,施工升降机,南京高立工程机械有限公司,911101125568120205
有效,北京吉安建立工程设备安装有限公司,京MT-S80857,施工升降机,中联重科股份有限公司,91110109MA01D24K32
有效,北京金山建筑机械厂,京HD-S61573,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京隆昌创业商贸有限公司,京FS-S68020,施工升降机,北京九虹中工工程机械有限公司,911101116699466741
有效,北京华东顺成机械设备租赁有限公司,京DX-S76514,施工升降机,大汉科技股份有限公司,911101156963942036
有效,北京首大机械工程有限公司,京HR-S82075,施工升降机,山东鲁塔建工机械有限公司,91110116MA01ND6G83
有效,北京宏达盛都商贸有限公司,京DX-S81232,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京华友益宏建筑设备租赁有限公司,京FS-S80422,施工升降机,北京宏升卓越工程机械有限公司,91110109694955871Y
有效,北京擎天立业设备租赁有限公司,京FT-T62424,塔式起重机,山西省工程机械厂,91110106053566411Q
有效,北京汇聚同安设备安装有限公司,京MY-T64402,塔式起重机,亚泰重工股份有限公司,91110228MA01MPXP06
有效,北京金久安建筑设备租赁有限公司,京PG-S66456,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京世纪红工贸有限公司,京FT-T78915,塔式起重机,抚顺永茂建筑机械有限公司,911101067393692285
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S64182,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京铁庆吊装设备租赁有限公司,京FT-S72379,施工升降机,北京宏升卓越工程机械有限公司,91110106771594580J
有效,北京国泰浩安机械设备有限公司,京SY-T53356,塔式起重机,山西省工程机械厂,91110113675099918K
有效,北京国成伟业机械设备租赁有限公司,京HR-S76085,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京振兴宇齐机械建材有限公司,京HR-S60180,施工升降机,黄骅市昌达起重设备有限公司,91110116663732050R
有效,北京悫信建功建筑机械有限公司,京XC-S61346,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,北京国成伟业机械设备租赁有限公司,京HR-S74405,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京庞源机械工程有限公司,京TZ-T76809,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京国成伟业机械设备租赁有限公司,京HR-S64585,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京和平龙盛机械租赁有限公司,京CP-S60431,施工升降机,中联重科股份有限公司,91110114082837866E
有效,大一机械（北京）有限公司,京TZ-S76669,施工升降机,黄骅市昌达起重设备有限公司,91110112MACM56E44M
有效,中铁建设集团北京工程有限公司,京SJ-S76621,施工升降机,广州市特威工程机械有限公司,9111010706489893X2
有效,北京龙安久盛机械设备租赁中心,京CY-T81148,塔式起重机,徐州建机工程机械有限公司,911101056908309758
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T78785,塔式起重机,徐州建机工程机械有限公司,91110111MA01DK783E
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58112,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京云苏建设工程有限公司,京DX-S69726,施工升降机,大汉科技股份有限公司,91110115590624891C
有效,北京盛安永利建筑机械租赁有限公司,京MY-T58010,塔式起重机,三河京东建筑机械有限公司,91110228575238159E
有效,北京龙泰机械设备安装有限公司,京FT-T69542,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京庞源机械工程有限公司,京TZ-T72773,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京物奇博机械设备租赁有限公司,京CP-S65087,施工升降机,北京宏升卓越工程机械有限公司,91110114554821257A
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S78408,施工升降机,北京宏升卓越工程机械有限公司,911101165636558952
有效,北京庞源机械工程有限公司,京TZ-T58051,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京悫信建功建筑机械有限公司,京XC-S65107,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,中北华宇建筑工程公司,京SY-W70293,物料提升机,山东九虹重工有限公司,911101138024920191
有效,北京兴义宏祥建筑设备租赁有限公司,京MT-T56999,塔式起重机,中联重科股份有限公司,91110109094560278P
有效,北京奉天时设备租赁有限公司,京YQ-T53249,塔式起重机,北京永茂建工机械制造有限公司,911102296728234561
有效,北京庞源机械工程有限公司,京TZ-T72703,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京沂众装饰工程有限公司,京HR-T59573,塔式起重机,中联重科股份有限公司,91110116MA009NX17W
有效,北京荣兴振华机械设备租赁有限公司,京HR-S65461,施工升降机,北京宏升卓越工程机械有限公司,91110116082838850Y
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S59779,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,中建二局第三建筑工程有限公司,京FT-T54992,塔式起重机,廊坊中建机械有限公司,9111000063370987XW
有效,北京金水圆机械设备租赁有限公司,京FS-S65695,施工升降机,中联重科股份有限公司,91110111776381445U
有效,北京斌悍商贸有限公司,京HR-S72422,施工升降机,山东江大机械科技有限公司,9111011679344775X1
有效,北京谷润建筑安装有限公司,京PG-T49273,塔式起重机,徐州建机工程机械有限公司,91110117677439218X
有效,北京和众天成建筑设备租赁有限公司,京DX-W64487,物料提升机,天津市宝亮建筑机械有限公司,911101155996859306
有效,北京弘大炜业建筑工程有限公司,京SY-S59751,施工升降机,北京九虹中工工程机械有限公司,91110113MA00DLHG44
有效,北京国成伟业机械设备租赁有限公司,京HR-S75471,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京正和恒泰机械工程有限公司,京MY-T53724,塔式起重机,中联重科股份有限公司,91110228MA018UPN0B
有效,北京茂祥东兴建设工程有限公司,京TZ-T65457,塔式起重机,中联重科股份有限公司,91110112MA01ND6Y5E
有效,北京天赢通达工程有限公司,京HR-S78616,施工升降机,黄骅市昌达起重设备有限公司,91110116MA01NHP686
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-T76220,塔式起重机,山西省工程机械有限公司,911101148026644231
有效,北京庆发建筑机械设备租赁有限公司,京DX-S60406,施工升降机,黄骅市昌达起重设备有限公司,911101157596474243
有效,北京国成伟业机械设备租赁有限公司,京HR-T74409,塔式起重机,抚顺永茂建筑机械有限公司,91110116690814270C
有效,北京三上建筑机械租赁有限公司,京FT-S55091,施工升降机,南通海宝工程机械有限公司,911101067461137227
有效,北京宏达盛都商贸有限公司,京DX-S53414,施工升降机,北京宏升卓越工程机械有限公司,91110115665626251Q
有效,北京浩瀚鸿达设备租赁有限公司,京MT-S66814,施工升降机,北京宏升卓越工程机械有限公司,911101095877063511
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T73891,塔式起重机,中联重科股份有限公司,91110111MA01DK783E
有效,北京八达岭金宸建筑集团有限公司,京YQ-T68061,塔式起重机,亚泰重工股份有限公司,91110000103058395N
有效,北京南湖兴业经贸中心,京CY-T81166,塔式起重机,中联重科股份有限公司,91110105101765651C
有效,北京安答建筑设备有限公司,京HR-T63223,塔式起重机,中联重科股份有限公司,91110116MA01B96M0D
有效,北京国成伟业机械设备租赁有限公司,京HR-S58619,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京星城瑞景商贸有限公司,京FS-T76963,塔式起重机,徐州建机工程机械有限公司,911101156923126452
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S56678,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京国成伟业机械设备租赁有限公司,京HR-S81029,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,海林建业（北京）建筑机械设备租赁有限公司,京FS-T66820,塔式起重机,江麓机电集团有限公司,91110111MA01M8K743
有效,北京海利伟业建筑机械租赁有限公司,京TZ-S66359,施工升降机,山东鲁塔建工机械有限公司,911101125620955158
有效,北京隆系云冠机械设备租赁有限公司,京FS-T54443,塔式起重机,江麓机电集团有限公司,91110111589116726L
有效,北京吉安建立工程设备安装有限公司,京MT-S72762,施工升降机,中联重科股份有限公司,91110109MA01D24K32
有效,北京鑫泽益商贸有限公司,京HR-W54740,施工升降机,黄骅市昌达起重设备有限公司,91110116097947574G
有效,北京国成伟业机械设备租赁有限公司,京HR-S53832,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京三上永成工程设备安装有限公司,京FS-T74851,塔式起重机,中联重科股份有限公司,91110111MA01R0BA77
有效,北京中达创源机械设备有限公司,京FS-S80826,施工升降机,中联重科股份有限公司,91110111MA01M07N08
有效,北京国成伟业机械设备租赁有限公司,京HR-S78940,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,远宏强顺（北京）机械设备租赁有限公司,京HR-S75363,施工升降机,黄骅市昌达起重设备有限公司,91110116MA01LHWX28
有效,北京凯泓鑫机械设备租赁有限公司,京PG-T79545,塔式起重机,徐州建机工程机械有限公司,911101056691420004
有效,北京磐石建筑机械租赁有限公司,京FS-S59272,施工升降机,北京汇鑫机械厂,911101110998276647
有效,北京鑫兴鹏发机械设备有限公司,京MT-T59201,塔式起重机,中联重科股份有限公司,91110109726337788Q
有效,北京建国伟业设备租赁有限公司,京CP-S74300,施工升降机,北京宏升卓越工程机械有限公司,91110114071739531E
有效,北京锦荣盛达建筑设备租赁有限公司,京DX-W58306,物料提升机,郑州市荥阳航通建筑设备有限公司,91110115L2216085XC
有效,北京国成伟业机械设备租赁有限公司,京HR-S72508,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京龙友设备租赁有限公司,京MT-S81269,施工升降机,大汉科技股份有限公司,911101096343243226
有效,北京金山建筑机械厂,京HD-S57026,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京安建鑫成机械设备租赁有限公司,京HR-S81160,施工升降机,北京宏升卓越工程机械有限公司,91110116579038584T
有效,北京中北华宇建筑机械租赁站,京SY-S61238,施工升降机,北京九虹中工工程机械有限公司,9111011310255758XT
有效,中铁建设集团北京工程有限公司,京SJ-T73445,塔式起重机,中联重科建筑起重机械有限责任公司,9111010706489893X2
有效,北京盛鼎机械设备有限公司,京DX-T78420,塔式起重机,沈阳三洋建筑机械有限公司,91110115802861662B
有效,北京建源机械租赁有限公司,京HR-S80880,施工升降机,黄骅市昌达起重设备有限公司,91110116MA00DCND3U
有效,北京九方源建筑机械设备租赁有限公司,京CP-S63302,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京和平龙盛机械租赁有限公司,京CP-T59923,塔式起重机,江西中天机械有限公司,91110114082837866E
有效,北京节节高机械租赁有限公司,京FS-S78663,施工升降机,大汉科技股份有限公司,91110116MA04D89Q3T
有效,北京茂祥东兴建设工程有限公司,京TZ-T61714,塔式起重机,中联重科股份有限公司,91110112MA01ND6Y5E
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S71517,施工升降机,黄骅市昌达起重设备有限公司,91110106580836591K
有效,北京安建鑫成机械设备租赁有限公司,京HR-S54467,施工升降机,北京九虹中工工程机械有限公司,91110116579038584T
有效,北京龙友设备租赁有限公司,京MT-S72412,施工升降机,北京宏升卓越工程机械有限公司,911101096343243226
有效,北京安泰宏达机械设备有限公司,京FS-S65187,施工升降机,黄骅市昌达起重设备有限公司,9111010656360457XU
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S77975,施工升降机,大汉科技股份有限公司,911101165636558952
有效,北京天罡星机械设备租赁有限公司,京TZ-S79869,施工升降机,中联重科建筑起重机械有限责任公司,91110112792139325U
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S73217,施工升降机,中联重科建筑起重机械有限责任公司,91110117560422340T
有效,北京正和恒泰机械工程有限公司,京MY-T60753,塔式起重机,辽宁天一重工有限公司,91110228MA018UPN0B
有效,北京振豪宇安建筑机械租赁有限公司,京DX-T56585,塔式起重机,湖南三一塔式起重机械有限公司,911101155548872057
有效,北京市龙光机电设备有限公司,京HR-S74055,施工升降机,天津京龙工程机械有限公司,91110116633716201A
有效,中铁建设集团北京工程有限公司,京SJ-T69516,塔式起重机,中联重科股份有限公司,9111010706489893X2
有效,北京锡东建仪仪器设备有限公司,京FS-S69212,施工升降机,山东鲁塔建工机械有限公司,91110115306409255X
有效,北京城乡中昊建设有限责任公司,京DC-T62963,塔式起重机,沈阳三洋建筑机械有限公司,91110101101119844W
有效,北京顺豪建工机械设备有限公司,京PG-T74707,塔式起重机,徐州建机工程机械有限公司,91110117MA01MCNM7F
有效,北京永丰建筑机械设备租赁有限公司,京FS-T76484,塔式起重机,徐州建机工程机械有限公司,91110111MA01NE191Q
有效,北京紫竹慧建设服务股份有限公司,京MT-T63197,塔式起重机,中联重科股份有限公司,91110109700090035D
有效,北京鑫龙伟业建筑设备租赁有限公司,京CP-T80229,塔式起重机,江麓机电集团有限公司,911101146876346821
有效,北京庞源机械工程有限公司,京TZ-T76659,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京庞源机械工程有限公司,京TZ-T75286,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京庞源机械工程有限公司,京TZ-T61713,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-S65395,施工升降机,大汉科技股份有限公司,91110112589143003H
有效,北京佳华同创机械设备租赁有限公司,京HR-S68198,施工升降机,大汉科技股份有限公司,91110112579029098H
有效,北京正和恒泰机械工程有限公司,京MY-T67096,塔式起重机,湖北江汉建筑工程机械有限公司,91110228MA018UPN0B
有效,北京宏达永鑫机械设备租赁有限公司,京PG-S77377,施工升降机,邢台亚泰重工机械有限公司,91110105567433528T
有效,北京金久安建筑设备租赁有限公司,京HR-S73400,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S73213,施工升降机,中联重科建筑起重机械有限责任公司,91110117560422340T
有效,北京九方源建筑机械设备租赁有限公司,京CP-S68796,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京勇信设备租赁有限公司,京DX-T66425,塔式起重机,四川中兴机械制造有限公司,91110115MA01G1809D
有效,北京泉寅建筑机械设备租赁有限公司,京SY-T74911,塔式起重机,中联重科股份有限公司,91110112MA01QWLX09
有效,北京正和恒泰机械工程有限公司,京MY-T54515,塔式起重机,中联重科股份有限公司,91110228MA018UPN0B
有效,北京云苏建设工程有限公司,京DX-T54380,塔式起重机,中联重科股份有限公司,91110115590624891C
有效,北京振兴宇齐机械建材有限公司,京HR-S72131,施工升降机,北京宏升卓越工程机械有限公司,91110116663732050R
有效,中建二局第三建筑工程有限公司,京FT-T80140,塔式起重机,廊坊中建机械有限公司,9111000063370987XW
有效,北京安旺建筑设备租赁有限公司,京FS-S71215,施工升降机,中联重科股份有限公司,91110111667536524P
有效,北京吉安建立工程设备安装有限公司,京MT-S72975,施工升降机,中联重科股份有限公司,91110109MA01D24K32
有效,北京住六欣意租赁有限责任公司,京DC-T50458,塔式起重机,中联重科股份有限公司,911101017355803922
有效,北京攀腾伟业建筑机械设备租赁有限公司,京FS-T68805,塔式起重机,中联重科股份有限公司,91110111665649816H
有效,北京国成伟业机械设备租赁有限公司,京HR-S75465,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京金利怀环境卫生服务有限责任公司,京HR-S69891,施工升降机,北京宏升卓越工程机械有限公司,91110116771594257K
有效,北京宏达盛都商贸有限公司,京DX-S71616,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京金久安建筑设备租赁有限公司,京HR-S73129,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京金久安建筑设备租赁有限公司,京PG-S68899,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京国成伟业机械设备租赁有限公司,京HR-S76156,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京国成伟业机械设备租赁有限公司,京HR-S71835,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京金山建筑机械厂,京HD-S61560,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,宏升智能（北京）机械设备租赁有限公司,京HR-S80201,施工升降机,北京宏升卓越工程机械有限公司,91110115677439701N
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-T76221,塔式起重机,山西省工程机械有限公司,911101148026644231
有效,北京正和恒泰机械工程有限公司,京MY-T69952,塔式起重机,湖北江汉建筑工程机械有限公司,91110228MA018UPN0B
有效,北京擎天立业设备租赁有限公司,京FT-T58076,塔式起重机,江西中天智能装备股份有限公司,91110106053566411Q
有效,北京金运恒业机械建材有限公司,京HR-S81040,施工升降机,北京宏升卓越工程机械有限公司,91110116699610696D
有效,北京巨福星建筑机械租赁有限公司,京FT-T79556,塔式起重机,抚顺永茂建筑机械有限公司,911101067513377633
有效,北京瑞胜高雄机械设备租赁有限公司,京SY-S71130,施工升降机,大汉科技股份有限公司,91110113673814770U
有效,北京安答建筑设备有限公司,京HR-T56990,塔式起重机,中联重科股份有限公司,91110116MA01B96M0D
有效,北京恒泰丰源机械设备租赁有限公司,京TZ-T68535,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110112062835724Y
有效,北京庞源机械工程有限公司,京TZ-T61357,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京沐阳建筑工程有限公司,京HR-S78750,施工升降机,中联重科股份有限公司,91110116MA0196HD87
有效,北京庞源机械工程有限公司,京TZ-T62102,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京悫信建功建筑机械有限公司,京XC-S61350,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,北京庞源机械工程有限公司,京TZ-T82093,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京云苏建设工程有限公司,京DX-S71735,施工升降机,徐州建机工程机械有限公司,91110115590624891C
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-S72273,施工升降机,大汉科技股份有限公司,91110112589143003H
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58104,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京国成伟业机械设备租赁有限公司,京HR-S56763,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京庞源机械工程有限公司,京TZ-T66887,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S72290,施工升降机,北京宏升卓越工程机械有限公司,91110106580836591K
有效,北京新震环宇机械设备租赁有限责任公司,京TZ-T66508,塔式起重机,辽宁连云建筑机械制造有限公司,91110112760912520P
有效,北京正和恒泰机械工程有限公司,京MY-T66444,塔式起重机,湖北江汉建筑工程机械有限公司,91110228MA018UPN0B
有效,北京华东顺成机械设备租赁有限公司,京DX-S76518,施工升降机,大汉科技股份有限公司,911101156963942036
有效,北京攀腾伟业建筑机械设备租赁有限公司,京FS-T65984,塔式起重机,中联重科股份有限公司,91110111665649816H
有效,北京鑫金建筑机械租赁有限公司,京CY-S53493,施工升降机,北京宏升卓越工程机械有限公司,91110105663114228C
有效,北京世纪红工贸有限公司,京FT-T59553,塔式起重机,徐州建机工程机械有限公司,911101067393692285
有效,北京国成伟业机械设备租赁有限公司,京HR-S75999,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京天罡星机械设备租赁有限公司,京TZ-T78469,塔式起重机,中联重科股份有限公司,91110112792139325U
有效,北京汇聚同安设备安装有限公司,京MY-T64404,塔式起重机,亚泰重工股份有限公司,91110228MA01MPXP06
有效,北京坤克鼎盛建筑机械租赁有限公司,京FS-T69465,塔式起重机,徐州建机工程机械有限公司,91110111MA01M6F777
有效,北京和众天成建筑设备租赁有限公司,京DX-S66006,施工升降机,天津京龙工程机械有限公司,911101155996859306
有效,北京国成伟业机械设备租赁有限公司,京HR-S75469,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京康远机械设备租赁有限公司,京FS-T63265,塔式起重机,抚顺永茂建筑机械有限公司,91110111MA01XN4N4G
有效,北京金久安建筑设备租赁有限公司,京HR-S82067,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京龙友设备租赁有限公司,京MT-S80297,施工升降机,大汉科技股份有限公司,911101096343243226
有效,北京国成伟业机械设备租赁有限公司,京HR-S79348,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京宏达盛都商贸有限公司,京DX-W69878,物料提升机,山东九虹重工有限公司,91110115665626251Q
有效,北京正和恒泰机械工程有限公司,京MY-T73823,塔式起重机,中联重科股份有限公司,91110228MA018UPN0B
有效,北京茂祥东兴建设工程有限公司,京TZ-T60669,塔式起重机,中联重科股份有限公司,91110112MA01ND6Y5E
有效,北京荣基建筑机械设备租赁有限公司,京CP-S81684,施工升降机,河北天罡星机械设备有限公司,91110114MA01EWF4XC
有效,北京乐鑫远程建筑机械租赁有限公司,京DX-S56946,施工升降机,安徽升业工程机械有限公司,91110115695007021Q
有效,北京金山建筑机械厂,京HD-S67927,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京龙泰机械设备安装有限公司,京FT-T73647,塔式起重机,徐州建机工程机械有限公司,911101061021981424
有效,北京芳顺达建筑机械租赁有限公司,京SJ-W56019,物料提升机,天津市宝亮建筑机械有限公司,91110107055574618X
有效,北京雄威通达机械设备有限公司,京SJ-T64071,塔式起重机,朝阳凌云建筑机械有限公司,91110107585861358A
有效,北京国成伟业机械设备租赁有限公司,京HR-S70066,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京国成伟业机械设备租赁有限公司,京HR-S58352,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京天润伟业建筑机械租赁有限公司,京SJ-T68978,塔式起重机,中联重科股份有限公司,91110107675714693M
有效,北京天润新安机械租赁有限公司,京MY-S76233,施工升降机,北京宏升卓越工程机械有限公司,91110228694996251N
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T78180,塔式起重机,徐州建机工程机械有限公司,91110111MA01DK783E
有效,北京永清亮发建筑设备租赁有限公司,京PG-T76327,塔式起重机,徐州建机工程机械有限公司,9111011759234181X6
有效,北京市龙曦晟建筑机械设备租赁有限公司,京HR-S74029,施工升降机,天津京龙工程机械有限公司,91110116MAC1ATWT49
有效,北京佳华同创机械设备租赁有限公司,京HR-S72331,施工升降机,大汉科技股份有限公司,91110112579029098H
有效,北京宏瑞顺达建筑装饰工程有限公司,京HR-S76391,施工升降机,中联重科股份有限公司,9111011659969057XF
有效,北京三上建筑机械租赁有限公司,京FT-S60398,施工升降机,天津市鹏凯建筑机械设备有限公司,911101067461137227
有效,北京安答建筑设备有限公司,京HR-S72120,施工升降机,廊坊凯博建设机械科技有限公司,91110116MA01B96M0D
有效,北京和众天成建筑设备租赁有限公司,京DX-S66313,施工升降机,廊坊凯博建设机械科技有限公司,911101155996859306
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58176,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T78611,塔式起重机,徐州建机工程机械有限公司,91110111MA01DK783E
有效,北京沂鑫建筑机械租赁有限公司,京PG-S64430,施工升降机,中联重科股份有限公司,91110117700065817E
有效,北京紫竹慧建设服务股份有限公司,京MT-S53697,施工升降机,天津京龙工程机械有限公司,91110109700090035D
有效,北京全正通机械设备租赁有限责任公司,京TZ-S61664,施工升降机,北京博邦重工机械有限公司,91110112692319214C
有效,北京京能建设集团有限公司,京MT-T38247,塔式起重机,沈阳三洋建筑机械有限公司,91110000802318774A
有效,北京成建华业建筑机械租赁有限公司,京CP-T80539,塔式起重机,中联重科股份有限公司,911101057001902126
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S70421,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京中灿世纪红机械有限公司,京SY-S80905,施工升降机,河北天罡星机械设备有限公司,91110111MA01ECW35U
有效,北京龙友设备租赁有限公司,京MT-S71467,施工升降机,北京宏升卓越工程机械有限公司,911101096343243226
有效,北京运佳机械设备维修中心,京CY-T56537,塔式起重机,北京市建筑工程机械厂,91110105721417463G
有效,北京神州恒运达机电设备有限公司,京HD-S57082,施工升降机,北京九虹中工工程机械有限公司,9111010878395941XA
有效,北京国成伟业机械设备租赁有限公司,京HR-S79650,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京磐安建筑工程有限公司,京DX-S59843,施工升降机,天津京龙工程机械有限公司,91110115MA01QBGT9U
有效,北京振邦万达机械设备有限公司,京HR-S70400,施工升降机,北京宏升卓越工程机械有限公司,91110116551415640F
有效,北京国成伟业机械设备租赁有限公司,京HR-S68272,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京大通基业设备租赁有限公司,京DX-S57767,施工升降机,北京宏升卓越工程机械有限公司,91110115057312582R
有效,北京众帮伟业机械设备租赁有限公司,京FS-T72956,塔式起重机,中联重科建筑起重机械有限责任公司,91110106678238557U
有效,北京节节高机械租赁有限公司,京FS-S81227,施工升降机,大汉科技股份有限公司,91110116MA04D89Q3T
有效,北京安顺昌建筑机械租赁有限公司,京TZ-T63451,塔式起重机,广西建工集团建筑机械制造有限责任公司,9111011278896607XK
有效,北京庞源机械工程有限公司,京TZ-S61537,施工升降机,南京高立工程机械有限公司,911101125568120205
有效,北京荣升振华建筑装饰工程有限公司,京HR-S56995,施工升降机,北京宏升卓越工程机械有限公司,91110116560364160X
有效,北京庞源机械工程有限公司,京TZ-T62009,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京中塔建筑机械设备租赁有限公司,京CP-S66510,施工升降机,北京博邦重工机械有限公司,9111011474752745XL
有效,北京中惠众合工程机械设备有限公司,京MT-T60026,塔式起重机,徐州建机工程机械有限公司,91110109MA01U2QC0F
