序号,企业名称,申请事项,业务流水号,,,,,,,,,,,,,,,,,
8408,北京金燕子装饰工程有限公司,(市)建筑业企业增项资质申请,0014180801001981,,,,,,,,,,,,,,,,,
8409,北京裕盛天成建筑有限公司,建筑业企业首次申请资质,0014190626000559,,,,,,,,,,,,,,,,,
8410,北京沣盈长隆建筑工程有限公司,建筑业企业首次申请资质,0014181029000499,,,,,,,,,,,,,,,,,
8411,北京所亮亮建设工程有限公司,(区)建筑业企业首次申请资质,0014180720001712,,,,,,,,,,,,,,,,,
8412,北京金燕子装饰工程有限公司,(市)建筑业企业增项资质申请,0014180801001981,,,,,,,,,,,,,,,,,
8413,北京淞尧伟业建筑工程有限公司,(市)建筑业企业首次申请资质,0014190111001065,,,,,,,,,,,,,,,,,
8414,北京佳安然工程建设有限公司,(区)建筑业企业首次申请资质,0014190729004298,,,,,,,,,,,,,,,,,
8415,北京北鹏建筑工程有限公司,建筑业企业升级资质申请,0014190606006126,,,,,,,,,,,,,,,,,
8416,北京凯德菲节能工程技术有限公司,(市)建筑业企业首次申请资质,0014190402004870,,,,,,,,,,,,,,,,,
8417,北京通建泰利特智能系统工程技术有限公司,(区)建筑业企业增项资质申请,0014180917000405,,,,,,,,,,,,,,,,,
8418,北京安控科技股份有限公司,建筑业企业升级资质申请,0014180710000372,,,,,,,,,,,,,,,,,
8419,北京政平建设投资集团有限公司,建筑业企业升级资质申请,0014181203004677,,,,,,,,,,,,,,,,,
8420,北京豫沣建设工程有限公司,(市)建筑业企业首次申请资质,0014180824000671,,,,,,,,,,,,,,,,,
8421,北京高山建筑有限责任公司,(区)建筑业企业增项资质申请,0014180809002654,,,,,,,,,,,,,,,,,
8422,华装兄弟(北京)装饰工程有限公司,建筑业企业首次申请资质,0014190530006177,,,,,,,,,,,,,,,,,
8423,北京康都市政工程有限责任公司,建筑业企业新设立资质申请,0014171114002068,,,,,,,,,,,,,,,,,
8424,北京中大恒建建筑工程有限公司,(市)建筑业企业首次申请资质,0014190103000661,,,,,,,,,,,,,,,,,
8425,壹斯得(北京)装饰有限公司,建筑业企业首次申请资质,0014181106000484,,,,,,,,,,,,,,,,,
8426,北京佳林国际建设工程有限公司,(区)建筑业企业首次申请资质,0014180726000795,,,,,,,,,,,,,,,,,
8427,北京中恒佳兴建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190111004877,,,,,,,,,,,,,,,,,
8428,北京北方世嘉建筑工程有限公司,(区)建筑业企业首次申请资质,0014180529003452,,,,,,,,,,,,,,,,,
8429,北京智帆远航科技有限公司,(市)建筑业企业首次申请资质,0014190618003014,,,,,,,,,,,,,,,,,
8430,中泰永安(北京)建设工程有限公司,(市)建筑业企业增项资质申请,0014190217000229,,,,,,,,,,,,,,,,,
8431,北京全宏建设工程有限公司,(区)建筑业企业资质增项资质申请,0014180710003184,,,,,,,,,,,,,,,,,
8432,华宇空港(北京)科技有限公司,建筑业企业增项资质申请,0014180724003640,,,,,,,,,,,,,,,,,
8433,北京东方蓝箭建筑工程有限公司,(市)建筑业企业增项资质申请,0014181216000509,,,,,,,,,,,,,,,,,
8434,北京政平建设投资集团有限公司,建筑业企业升级资质申请,0014190513002387,,,,,,,,,,,,,,,,,
8435,北京华诚永信工程管理有限公司,工程监理企业延续资质申请,0014181224000520,,,,,,,,,,,,,,,,,
8436,北京宏图亿程建设工程有限公司,(市)建筑业企业首次申请资质,0014190129002627,,,,,,,,,,,,,,,,,
8437,北京天宏嘉业建筑工程有限公司,(区)建筑业企业首次申请资质,0014181220001639,,,,,,,,,,,,,,,,,
8438,北京奥特美克科技股份有限公司,建筑业企业增项资质申请,0014190226004762,,,,,,,,,,,,,,,,,
8439,中晟建(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014190318007396,,,,,,,,,,,,,,,,,
8440,嘉业博远(北京)建设工程有限公司,建筑业企业增项资质申请,0014190507005923,,,,,,,,,,,,,,,,,
8441,北京誉盈建设工程有限公司,(区)建筑业企业增项资质申请,0014190319006633,,,,,,,,,,,,,,,,,
8442,北京长龙伟业装饰工程有限公司,(市)建筑业企业首次申请资质,0014190506001849,,,,,,,,,,,,,,,,,
8443,北京皓璟机电设备安装工程有限公司,(市)建筑业企业首次申请资质,0014190307005101,,,,,,,,,,,,,,,,,
8444,北京一辰正兴工程管理有限公司,工程造价咨询企业新设立,0014180301001650,,,,,,,,,,,,,,,,,
8445,北京宏昊净化科技有限公司,(区)建筑业企业首次申请资质,0014180717001976,,,,,,,,,,,,,,,,,
8446,北京华夏天地建设工程有限公司,建筑业企业增项资质申请,0014180907000178,,,,,,,,,,,,,,,,,
8447,北京华福伟业建设工程有限公司,(市)建筑业企业首次申请资质,0014190324000262,,,,,,,,,,,,,,,,,
8448,北京世纪京科电力工程有限公司,建筑业企业增项资质申请,0014180920003198,,,,,,,,,,,,,,,,,
8449,北京光合星球工程管理有限公司,(区)建筑业企业首次申请资质,0014190225002376,,,,,,,,,,,,,,,,,
8450,北京安邦新兴建设工程有限公司,(区)建筑业企业增项资质申请,0014190108004042,,,,,,,,,,,,,,,,,
8451,北京振鸿建设工程有限公司,(区)建筑业企业首次申请资质,0014190530006100,,,,,,,,,,,,,,,,,
8452,北京航天康明电子技术开发有限公司,建筑业企业首次申请资质,0014181203002125,,,,,,,,,,,,,,,,,
8453,北京俊汝建筑工程有限公司,(市)建筑业企业首次申请资质,0014190613003334,,,,,,,,,,,,,,,,,
8454,北京信德伟业建筑装饰工程有限公司,建筑业企业新设立资质申请,0014171205000416,,,,,,,,,,,,,,,,,
8455,北京锐安建设工程有限公司,(区)建筑业企业首次申请资质,0014190515002907,,,,,,,,,,,,,,,,,
8456,北京鑫博鸿业市政工程有限公司,(市)建筑业企业增项资质申请,0014190210000064,,,,,,,,,,,,,,,,,
8457,北京智都建筑工程有限公司,(市)建筑业企业首次申请资质,0014181101000445,,,,,,,,,,,,,,,,,
8458,北京中敏建设有限公司,(区)建筑业企业首次申请资质,0014190614005674,,,,,,,,,,,,,,,,,
8459,北京永安伟业电力设备安装有限公司,建筑业企业资质增项资质申请,0014180529000033,,,,,,,,,,,,,,,,,
8460,北京中冷高科工程技术有限公司,(区)建筑业企业首次申请资质,0014190104002068,,,,,,,,,,,,,,,,,
8461,中安晟达(北京)建筑工程有限公司,建筑业企业首次申请资质,0014190611001778,,,,,,,,,,,,,,,,,
8462,天际云(北京)数字技术有限公司,建筑业企业首次申请资质,0014181127000397,,,,,,,,,,,,,,,,,
8463,北京中泰宏盛建设工程有限公司,(市)建筑业企业首次申请资质,0014180706000164,,,,,,,,,,,,,,,,,
8464,北京华夏建安建筑工程有限公司,建筑业企业首次申请资质,0014190322000956,,,,,,,,,,,,,,,,,
8465,北京腾蓝智能科技有限公司,(区)建筑业企业首次申请资质,0014190604003446,,,,,,,,,,,,,,,,,
8466,北京中佳瑞业建设工程有限公司,建筑业企业首次申请资质,0014190729004030,,,,,,,,,,,,,,,,,
8467,北京畅达伟业市政工程有限公司,(市)建筑业企业首次申请资质,0014181212002103,,,,,,,,,,,,,,,,,
8468,北京智云联工程技术有限公司,(市)建筑业企业首次申请资质,0014180926000540,,,,,,,,,,,,,,,,,
8469,北京军威义建设工程有限公司,(市)建筑业企业首次申请资质,0014190730000678,,,,,,,,,,,,,,,,,
8470,北京瑞达通建筑工程有限公司,建筑业企业首次申请资质,0014190218004145,,,,,,,,,,,,,,,,,
8471,北京同舟建建筑工程有限公司,建筑业企业首次申请资质,0014190718005297,,,,,,,,,,,,,,,,,
8472,北京华旭工程项目管理有限公司,工程监理企业延续资质申请,0014190125002117,,,,,,,,,,,,,,,,,
8473,北京亦程科技有限公司,(区)建筑业企业首次申请资质,0014190222001877,,,,,,,,,,,,,,,,,
8474,北京中亚康源环保工程有限公司,建筑业企业升级资质申请,0014180426001940,,,,,,,,,,,,,,,,,
8475,北京正阳继业岩土工程有限公司,(市)建筑业企业增项资质申请,0014180803002366,,,,,,,,,,,,,,,,,
8476,北京恒立和建筑工程有限公司,建筑业企业首次申请资质,0014180511001451,,,,,,,,,,,,,,,,,
8477,北京众信和建设工程有限公司,建筑业企业首次申请资质,0014180622002657,,,,,,,,,,,,,,,,,
8478,北京首智通科技有限公司,(区)建筑业企业首次申请资质,0014190613002669,,,,,,,,,,,,,,,,,
8479,北京君越装饰工程有限公司,建筑业企业首次申请资质,0014180921000275,,,,,,,,,,,,,,,,,
8480,北京晨伟建筑工程有限公司,建筑业企业增项资质申请,0014190417005912,,,,,,,,,,,,,,,,,
8481,泰和阳明(北京)环保科技有限公司,(区)建筑业企业首次申请资质,0014181217001118,,,,,,,,,,,,,,,,,
8482,北京兴创信建筑装饰工程有限公司,建筑业企业升级资质申请,0014180511003363,,,,,,,,,,,,,,,,,
8483,宇龙建设(北京)有限公司,(区)建筑业企业首次申请资质,0014181130001998,,,,,,,,,,,,,,,,,
8484,北京中兴华远建设工程有限公司,(市)建筑业企业首次申请资质,0014190123000360,,,,,,,,,,,,,,,,,
8485,北京华城伟业智能科技有限公司,(市)建筑业企业首次申请资质,0014190619006850,,,,,,,,,,,,,,,,,
8486,中诚恒远(北京)建筑劳务有限公司,建筑业企业首次申请资质,0014190313010542,,,,,,,,,,,,,,,,,
8487,中源建业(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014190729006368,,,,,,,,,,,,,,,,,
8488,北京任我翱翔建设有限公司,(区)建筑业企业增项资质申请,0014180907003216,,,,,,,,,,,,,,,,,
8489,聚泽盈达(北京)科技有限公司,(区)建筑业企业首次申请资质,0014190220003596,,,,,,,,,,,,,,,,,
8490,北京亚泰古建筑设计研究院,(区)建筑业企业首次申请资质,0014181217005347,,,,,,,,,,,,,,,,,
8491,禹博雅都(北京)建筑工程有限公司,(区)建筑业企业增项资质申请,0014190325004605,,,,,,,,,,,,,,,,,
8492,北京顺通宇建筑劳务有限公司,建筑业企业首次申请资质,0014190322000103,,,,,,,,,,,,,,,,,
8493,北京易羽恒天电力工程有限公司,(市)建筑业企业首次申请资质,0014180717000447,,,,,,,,,,,,,,,,,
8494,北京恩吉节能科技有限公司,(区)建筑业企业首次申请资质,0014181130002854,,,,,,,,,,,,,,,,,
8495,北京中建墨兰装饰工程有限公司,(区)建筑业企业首次申请资质,0014180524000678,,,,,,,,,,,,,,,,,
8496,中景振邦(北京)建设有限公司,建筑业企业首次申请资质,0014190809004376,,,,,,,,,,,,,,,,,
8497,中交通宇(北京)建设工程有限公司,(市)建筑业企业增项资质申请,0014180919000485,,,,,,,,,,,,,,,,,
8498,中冶空铁轨道交通有限公司,(市)建筑业企业首次申请资质,0014190213000180,,,,,,,,,,,,,,,,,
8499,北京城建华威公路工程有限公司,建筑业企业资质增项资质申请，建筑业企业升级资质申请合并办理,0014180329002415,,,,,,,,,,,,,,,,,
8500,北京大有时代装饰设计有限公司,建筑业企业首次申请资质,0014190221002046,,,,,,,,,,,,,,,,,
8501,北京集弘建设工程有限公司,(区)建筑业企业首次申请资质,0014190430003757,,,,,,,,,,,,,,,,,
8502,方正宽带网络服务有限公司,建筑业企业首次申请资质,0014190401000460,,,,,,,,,,,,,,,,,
8503,北京盛世奥尔特活动房有限公司,建筑业企业首次申请资质,0014190619000562,,,,,,,,,,,,,,,,,
8504,北京国势通科技有限公司,(市)建筑业企业首次申请资质,0014190225005571,,,,,,,,,,,,,,,,,
8505,中安国鑫(北京)建设工程有限公司,建筑业企业首次申请资质,0014190903005091,,,,,,,,,,,,,,,,,
8506,北京旭壹吊装工程有限公司,建筑业企业首次申请资质,0014190329001246,,,,,,,,,,,,,,,,,
8507,北京巨禾阳建筑工程有限公司,(区)建筑业企业首次申请资质,0014180913003055,,,,,,,,,,,,,,,,,
8508,中键(北京)幕墙工程有限公司,建筑业企业新设立资质申请,0014171008000147,,,,,,,,,,,,,,,,,
8509,北京元鼎通市政工程有限公司,(区)建筑业企业首次申请资质,0014190521004805,,,,,,,,,,,,,,,,,
8510,北京华建金乔建筑工程有限公司,(市)建筑业企业首次申请资质,0014181221002361,,,,,,,,,,,,,,,,,
8511,北京宜德源绿化工程有限公司,建筑业企业首次申请资质,0014181229001065,,,,,,,,,,,,,,,,,
8512,北京盈佳建筑工程有限公司,建筑业企业首次申请资质,0014190527001000,,,,,,,,,,,,,,,,,
8513,北京金宇天顺建筑劳务有限公司,建筑业企业首次申请资质,0014190629000787,,,,,,,,,,,,,,,,,
8514,北京源正宏达建设工程有限公司,建筑业企业首次申请资质,0014180611001395,,,,,,,,,,,,,,,,,
8515,北京华清博雅环保工程有限公司,建筑业企业资质增项资质申请,0014180327002457,,,,,,,,,,,,,,,,,
8516,北京有大元恒科技有限公司,建筑业企业首次申请资质,0014190410002585,,,,,,,,,,,,,,,,,
8517,北京锐喆建设工程有限公司,(区)建筑业企业首次申请资质,0014190123003408,,,,,,,,,,,,,,,,,
8518,中海嘉泰(北京)建设有限公司,(市)建筑业企业首次申请资质,0014190725000436,,,,,,,,,,,,,,,,,
8519,北京筑屋伟业建筑装修工程有限公司,(市)建筑业企业资质增项资质申请,0014180704002502,,,,,,,,,,,,,,,,,
8520,北京万凯拓达电力工程有限责任公司,建筑业企业增项资质申请,0014190409000323,,,,,,,,,,,,,,,,,
8521,北京中盛志成装饰工程有限公司,建筑业企业资质增项资质申请,0014180530003094,,,,,,,,,,,,,,,,,
8522,北矿城生态科技集团有限公司,建筑业企业首次申请资质,0014190327000636,,,,,,,,,,,,,,,,,
8523,北京国电远辰电力工程有限公司,(市)建筑业企业首次申请资质,0014181009004312,,,,,,,,,,,,,,,,,
8524,中城佳禾(北京)科技发展有限公司,(区)建筑业企业首次申请资质,0014180913000490,,,,,,,,,,,,,,,,,
8525,世嘉天成(北京)工程管理有限公司,(市)建筑业企业首次申请资质,0014190528003856,,,,,,,,,,,,,,,,,
8526,北京睿鸿祥建筑劳务工程有限公司,(市)建筑业企业首次申请资质,0014190705003358,,,,,,,,,,,,,,,,,
8527,北京中明盛业装饰工程有限公司,(区)建筑业企业首次申请资质,0014180603000171,,,,,,,,,,,,,,,,,
8528,北京信创市政工程有限公司,(市)建筑业企业首次申请资质,0014180810000777,,,,,,,,,,,,,,,,,
8529,华太圣阳(北京)热能科技有限公司,建筑业企业首次申请资质,0014181220002663,,,,,,,,,,,,,,,,,
8530,北京凌紫建设发展有限公司,建筑业企业首次申请资质,0014181222000146,,,,,,,,,,,,,,,,,
8531,北京现代鹏达建设工程有限公司,建筑业企业升级资质申请,0014181219000737,,,,,,,,,,,,,,,,,
8532,北京创亿鑫劳务分包有限公司,建筑业企业首次申请资质,0014180116001294,,,,,,,,,,,,,,,,,
8533,北京众信汇德建筑劳务有限公司,建筑业企业首次申请资质,0014180809000629,,,,,,,,,,,,,,,,,
8534,北京清澳电力工程有限公司,(区)建筑业企业首次申请资质,0014190422004557,,,,,,,,,,,,,,,,,
8535,北京安泰江成消防工程有限公司,(区)建筑业企业首次申请资质,0014190108000600,,,,,,,,,,,,,,,,,
8536,中海富通(北京)建设有限公司,(区)建筑业企业首次申请资质,0014190418005025,,,,,,,,,,,,,,,,,
8537,北京鸿屹丰彩装饰工程有限公司,(市)建筑业企业增项资质申请,0014181010000714,,,,,,,,,,,,,,,,,
8538,北京大龙东升门窗幕墙工程有限公司,(市)建筑业企业增项资质申请,0014190305004423,,,,,,,,,,,,,,,,,
8539,北京赛福格林工程建设有限公司,(区)建筑业企业首次申请资质,0014190528003025,,,,,,,,,,,,,,,,,
8540,北京金恒泰市政工程有限公司,(市)建筑业企业首次申请资质,0014180724000153,,,,,,,,,,,,,,,,,
8541,北京昌盛弘博建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190301004834,,,,,,,,,,,,,,,,,
8542,北京圣源装饰工程有限公司,(区)建筑业企业首次申请资质,0014190704006327,,,,,,,,,,,,,,,,,
8543,北京恒发安业建筑装饰工程有限公司,建筑业企业升级资质申请,0014181220004362,,,,,,,,,,,,,,,,,
8544,北京诺城建筑劳务有限公司,建筑业企业首次申请资质,0014180708000313,,,,,,,,,,,,,,,,,
8545,北京信苑工程咨询有限责任公司,工程造价咨询企业新设立资质申请,0014190721000252,,,,,,,,,,,,,,,,,
8546,北京华夏天地建设工程有限公司,(市)建筑业企业资质增项资质申请,0014180426002839,,,,,,,,,,,,,,,,,
8547,北京昌立建筑工程有限公司,(区)建筑业企业首次申请资质,0014190122004688,,,,,,,,,,,,,,,,,
