序号,企业名称,申请事项,业务流水号,,,,,,,,,,,,,,,,,
8172,北京通汇盛通环保科技发展有限公司,(区)建筑业企业首次申请资质,0014190614003199,,,,,,,,,,,,,,,,,
8173,北京嘉莱鸿泰建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190418004978,,,,,,,,,,,,,,,,,
8174,北京春晖逸远市政建筑工程有限公司,(市)建筑业企业首次申请资质,0014180629001765,,,,,,,,,,,,,,,,,
8175,北京筑工绿海园林工程有限公司,建筑业企业首次申请资质,0014181112001549,,,,,,,,,,,,,,,,,
8176,北京泓鋆伟业建设工程有限公司,(区)建筑业企业首次申请资质,0014190603003726,,,,,,,,,,,,,,,,,
8177,北京一电速达装饰工程有限公司,建筑业企业首次申请资质,0014180710003049,,,,,,,,,,,,,,,,,
8178,北京天港领航工程设备有限公司,(市)建筑业企业首次申请资质,0014190322001575,,,,,,,,,,,,,,,,,
8179,北京创安利市政建设(集团)有限责任公司,建筑业企业增项资质申请,0014180801002634,,,,,,,,,,,,,,,,,
8180,北京东方天利建设工程监理有限公司,工程监理企业延续资质申请,0014190308007643,,,,,,,,,,,,,,,,,
8181,北京中天建安建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014180719003318,,,,,,,,,,,,,,,,,
8182,北京嘉信达建筑工程有限公司,建筑业企业首次申请资质,0014190406000049,,,,,,,,,,,,,,,,,
8183,北京凌云宏达幕墙工程有限公司,建筑业企业升级资质申请,0014181221002507,,,,,,,,,,,,,,,,,
8184,北京华达建业工程管理股份有限公司,工程监理企业延续资质申请,0014190507002762,,,,,,,,,,,,,,,,,
8185,昱耀星(北京)建设有限公司,(市)建筑业企业首次申请资质,0014190823003078,,,,,,,,,,,,,,,,,
8186,北京至成装饰工程有限公司,(市)建筑业企业首次申请资质,0014161108004365,,,,,,,,,,,,,,,,,
8187,北京中集大房建设监理有限公司,工程监理企业延续资质申请,0014190718007334,,,,,,,,,,,,,,,,,
8188,北京天汇亿通防水防腐工程有限公司,(区)建筑业企业资质增项资质申请,0014180803000409,,,,,,,,,,,,,,,,,
8189,拓方建工(北京)工程有限公司,建筑业企业首次申请资质,0014190803000253,,,,,,,,,,,,,,,,,
8190,北京博海盛通建筑工程有限公司,建筑业企业首次申请资质,0014190107003770,,,,,,,,,,,,,,,,,
8191,北京华筑云鼎建筑有限公司,建筑业企业首次申请资质,0014190618004756,,,,,,,,,,,,,,,,,
8192,北京汇银丰建筑工程有限公司,(市)建筑业企业首次申请资质,0014181129001569,,,,,,,,,,,,,,,,,
8193,北京顺远梦建筑工程有限公司,(市)建筑业企业首次申请资质,0014190228002043,,,,,,,,,,,,,,,,,
8194,北京靓欣佳建设工程有限公司,(市)建筑业企业首次申请资质,0014190710004311,,,,,,,,,,,,,,,,,
8195,北京国电广泰建设工程有限公司,建筑业企业增项资质申请,0014190711007494,,,,,,,,,,,,,,,,,
8196,北京腾飞普天装饰工程有限公司,(市)建筑业企业增项资质申请,0014181212001023,,,,,,,,,,,,,,,,,
8197,北京灏华恒业建筑工程有限公司,建筑业企业首次申请资质,0014190729006582,,,,,,,,,,,,,,,,,
8198,北京高山建筑有限责任公司,(区)建筑业企业增项资质申请,0014180809002654,,,,,,,,,,,,,,,,,
8199,北京金恒泰市政工程有限公司,(区)建筑业企业首次申请资质,0014180726000852,,,,,,,,,,,,,,,,,
8200,北京中安百祥设备安装有限公司,建筑业企业增项资质申请,0014180906003125,,,,,,,,,,,,,,,,,
8201,北京梓源建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190418006835,,,,,,,,,,,,,,,,,
8202,北京太安红源建设发展有限公司,(区)建筑业企业增项资质申请,0014190819004489,,,,,,,,,,,,,,,,,
8203,北京翰海青天环保科技有限公司,建筑业企业升级资质申请,0014190724001829,,,,,,,,,,,,,,,,,
8204,悦装(北京)装饰工程有限公司,建筑业企业首次申请资质,0014190610005883,,,,,,,,,,,,,,,,,
8205,北京广源盛建设工程有限公司,(市)建筑业企业增项资质申请,0014190312005185,,,,,,,,,,,,,,,,,
8206,北京泰和同业建筑工程有限公司,(市)建筑业企业首次申请资质,0014181114002889,,,,,,,,,,,,,,,,,
8207,北京华宇兴建筑工程有限公司,建筑业企业首次申请资质,0014190812003830,,,,,,,,,,,,,,,,,
8208,北京秉信建业建筑工程有限公司,建筑业企业首次申请资质,0014180521002431,,,,,,,,,,,,,,,,,
8209,北京供电福斯特电力工程有限公司,建筑业企业首次申请资质,0014180507001175,,,,,,,,,,,,,,,,,
8210,北京东俊市政建设有限公司,(市)建筑业企业增项资质申请,0014181128000545,,,,,,,,,,,,,,,,,
8211,北京亿鸣建设有限公司,(区)建筑业企业首次申请资质,0014190326003447,,,,,,,,,,,,,,,,,
8212,北京中联易和建设工程有限公司,建筑业企业首次申请资质,0014180827001978,,,,,,,,,,,,,,,,,
8213,北京神兵侠装饰工程有限公司,建筑业企业增项资质申请,0014181112000616,,,,,,,,,,,,,,,,,
8214,京安信达(北京)建设有限公司,建筑业企业首次申请资质,0014180828000349,,,,,,,,,,,,,,,,,
8215,北京长龙伟业装饰工程有限公司,(市)建筑业企业首次申请资质,0014190506001849,,,,,,,,,,,,,,,,,
8216,北京宏源泰装饰有限责任公司,建筑业企业首次申请资质,0014190424006315,,,,,,,,,,,,,,,,,
8217,北京道融丰电力安装有限公司,建筑业企业资质增项资质申请,0014180608000110,,,,,,,,,,,,,,,,,
8218,北京万凯拓达电力工程有限责任公司,建筑业企业增项资质申请,0014190719005007,,,,,,,,,,,,,,,,,
8219,北京筑工园林工程有限公司,(区)建筑业企业资质增项资质申请,0014180627003226,,,,,,,,,,,,,,,,,
8220,北京鑫博鸿业市政工程有限公司,(区)建筑业企业增项资质申请,0014190214002868,,,,,,,,,,,,,,,,,
8221,中京智慧(北京)建设工程有限公司,建筑业企业首次申请资质,0014190312003857,,,,,,,,,,,,,,,,,
8222,北京华泰润达节能科技有限公司,建筑业企业升级资质申请,0014181211002933,,,,,,,,,,,,,,,,,
8223,宝航环境修复有限公司,建筑业企业升级资质申请,0014180410000289,,,,,,,,,,,,,,,,,
8224,北京百中昌装饰装潢有限公司,(市)建筑业企业首次申请资质,0014190719001890,,,,,,,,,,,,,,,,,
8225,北京瑞刚建筑工程有限公司,(市)建筑业企业首次申请资质,0014190411000393,,,,,,,,,,,,,,,,,
8226,北京康伟兴业医疗科技有限公司,建筑业企业增项资质申请,0014190227003009,,,,,,,,,,,,,,,,,
8227,北京大正建设监理有限公司,工程监理企业延续资质申请,0014190425006237,,,,,,,,,,,,,,,,,
8228,北京天兰建筑工程有限公司,(市)建筑业企业增项资质申请,0014190306000891,,,,,,,,,,,,,,,,,
8229,北京京能东方建设工程有限公司,(区)建筑业企业首次申请资质,0014180920000948,,,,,,,,,,,,,,,,,
8230,北京浩沣信达消防技术有限公司,(市)建筑业企业首次申请资质,0014190311001810,,,,,,,,,,,,,,,,,
8231,北京宝泽峰建筑工程有限公司,(市)建筑业企业首次申请资质,0014190412001733,,,,,,,,,,,,,,,,,
8232,北京博睿丰工程咨询有限公司,工程造价咨询企业延续资质，工程造价咨询企业组织形式变更合并办理,0014190129000434,,,,,,,,,,,,,,,,,
8233,中宇国泰(北京)建设有限公司,(市)建筑业企业首次申请资质,0014190307004896,,,,,,,,,,,,,,,,,
8234,北京洪德成电力工程有限公司,(区)建筑业企业首次申请资质,0014180809002586,,,,,,,,,,,,,,,,,
8235,北京佳苑佳宜建筑工程有限公司,(市)建筑业企业增项资质申请,0014190115000327,,,,,,,,,,,,,,,,,
8236,北京晟昊建筑劳务有限公司,(市)建筑业企业首次申请资质,0014190225001993,,,,,,,,,,,,,,,,,
8237,北京京电鑫城电力工程有限公司,(区)建筑业企业首次申请资质,0014180904003224,,,,,,,,,,,,,,,,,
8238,北京建工双兴建筑工程有限责任公司,建筑业企业升级资质申请,0014190411006850,,,,,,,,,,,,,,,,,
8239,中装远博装饰工程有限公司,(市)建筑业企业首次申请资质,0014180703000206,,,,,,,,,,,,,,,,,
8240,北京中恒佳兴建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190122004262,,,,,,,,,,,,,,,,,
8241,北京中环球建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190319001043,,,,,,,,,,,,,,,,,
8242,北京盛达宏业建筑工程有限公司,建筑业企业首次申请资质,0014190418004192,,,,,,,,,,,,,,,,,
8243,北京华蓝时代建筑有限公司,建筑业企业首次申请资质,0014190407000253,,,,,,,,,,,,,,,,,
8244,北京恒盛联合钢结构有限公司,(市)建筑业企业首次申请资质,0014180702000609,,,,,,,,,,,,,,,,,
8245,北京嘉邦建筑工程有限公司,(区)建筑业企业首次申请资质,0014180629000146,,,,,,,,,,,,,,,,,
8246,中润建(北京)通信工程技术有限公司,(市)建筑业企业首次申请资质,0014190125000250,,,,,,,,,,,,,,,,,
8247,中塔新兴通讯技术集团有限公司,(区)建筑业企业首次申请资质,0014181018004345,,,,,,,,,,,,,,,,,
8248,北京惟诚百瑞钢结构工程有限公司,(区)建筑业企业首次申请资质,0014190426004359,,,,,,,,,,,,,,,,,
8249,北京华业恒基工程项目管理有限公司,工程监理企业新增项资质申请（包含丙级晋升乙级）,0014180904000546,,,,,,,,,,,,,,,,,
8250,北京凯发建筑工程有限公司,(区)建筑业企业首次申请资质,0014180813001243,,,,,,,,,,,,,,,,,
8251,北京中奥通环境科学研究所有限公司,工程监理单位新设立资质申请,0014171215000170,,,,,,,,,,,,,,,,,
8252,瑜璟(北京)建设工程有限公司,建筑业企业首次申请资质,0014180525002109,,,,,,,,,,,,,,,,,
8253,运盛(北京)建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190401000774,,,,,,,,,,,,,,,,,
8254,北京中电标典机电安装有限公司,建筑业企业资质增项资质申请,0014180409003819,,,,,,,,,,,,,,,,,
8255,北京立德建筑劳务有限公司,建筑业企业资质增项资质申请,0014180507002930,,,,,,,,,,,,,,,,,
8256,北京华厦工程项目管理有限责任公司,工程监理企业延续资质申请,0014190312004443,,,,,,,,,,,,,,,,,
8257,北京筑呈建设有限公司,(市)建筑业企业首次申请资质,0014180627000920,,,,,,,,,,,,,,,,,
8258,北京星宇安达装饰有限公司,(区)建筑业企业首次申请资质,0014190226003042,,,,,,,,,,,,,,,,,
8259,北京汉兴帝业建筑工程有限公司,建筑业企业首次申请资质,0014190522006684,,,,,,,,,,,,,,,,,
8260,北京金凯越改性材料有限公司,建筑业企业资质增项资质申请,0014180711001206,,,,,,,,,,,,,,,,,
8261,华铁岙通(北京)工程技术有限公司,(市)建筑业企业首次申请资质,0014180517003099,,,,,,,,,,,,,,,,,
8262,北京企龙建筑工程有限公司,建筑业企业首次申请资质,0014180521003229,,,,,,,,,,,,,,,,,
8263,北京睿智博成装饰工程有限公司,(区)建筑业企业首次申请资质,0014190221003485,,,,,,,,,,,,,,,,,
8264,北京兴政园林绿化有限责任公司,(区)建筑业企业首次申请资质,0014181221000448,,,,,,,,,,,,,,,,,
8265,中键(北京)幕墙工程有限公司,建筑业企业新设立资质申请,0014171008000147,,,,,,,,,,,,,,,,,
8266,北京弘佳建筑装饰有限公司,建筑业企业首次申请资质,0014180724001008,,,,,,,,,,,,,,,,,
8267,北京瑞和中泰建筑劳务有限公司,建筑业企业首次申请资质,0014180912002031,,,,,,,,,,,,,,,,,
8268,北京德利安泰建设工程有限公司,建筑业企业首次申请资质,0014180725002617,,,,,,,,,,,,,,,,,
8269,北京虹信万达科技有限公司,(市)建筑业企业首次申请资质,0014190529004869,,,,,,,,,,,,,,,,,
8270,北京智博厚载工程科技有限公司,(市)建筑业企业首次申请资质,0014181218003694,,,,,,,,,,,,,,,,,
8271,北京居安盛世装饰有限公司,(区)建筑业企业首次申请资质,0014180723001894,,,,,,,,,,,,,,,,,
8272,北京双圆工程咨询监理有限公司,工程造价咨询企业延续,0014180705000242,,,,,,,,,,,,,,,,,
8273,北京理信衡昌工程管理有限公司,工程造价咨询企业延续资质,0014180821000308,,,,,,,,,,,,,,,,,
8274,北京天拓建筑装饰工程有限公司,(区)建筑业企业增项资质申请,0014190625000862,,,,,,,,,,,,,,,,,
8275,北京火炬生地人造草坪有限公司,建筑业企业首次申请资质,0014190117002196,,,,,,,,,,,,,,,,,
8276,北京天健大华工程咨询有限公司,工程造价咨询企业延续资质,0014180814000951,,,,,,,,,,,,,,,,,
8277,北京天成路建市政工程有限公司,(市)建筑业企业资质增项资质申请,0014180511002395,,,,,,,,,,,,,,,,,
8278,北京凯谛思工程咨询有限公司,工程造价咨询企业延续,0014180620000754,,,,,,,,,,,,,,,,,
8279,北京国电广泰建设工程有限公司,(区)建筑业企业首次申请资质,0014180514000149,,,,,,,,,,,,,,,,,
8280,北京威捷讯电子技术有限公司,建筑业企业增项资质申请,0014181123001440,,,,,,,,,,,,,,,,,
8281,牧尚(北京)建筑工程有限公司,建筑业企业首次申请资质,0014190214002105,,,,,,,,,,,,,,,,,
8282,北京国泰环宇建设有限公司,建筑业企业首次申请资质,0014181214000327,,,,,,,,,,,,,,,,,
8283,北京中明盛业装饰工程有限公司,(市)建筑业企业首次申请资质,0014180502000450,,,,,,,,,,,,,,,,,
8284,北京圣坤建筑工程有限公司,建筑业企业首次申请资质,0014190325000533,,,,,,,,,,,,,,,,,
8285,北京梁久钢结构工程有限公司,(市)建筑业企业首次申请资质,0014181130000650,,,,,,,,,,,,,,,,,
8286,九源天能(北京)科技有限公司,建筑业企业资质增项资质申请,0014180511002104,,,,,,,,,,,,,,,,,
8287,中联国建建筑工程有限公司,(区)建筑业企业首次申请资质,0014181109003435,,,,,,,,,,,,,,,,,
8288,北京金诚建设工程有限公司,(市)建筑业企业首次申请资质,0014181205002149,,,,,,,,,,,,,,,,,
8289,北京航天科恩实验室装备工程技术有限公司,(区)建筑业企业首次申请资质,0014190307000241,,,,,,,,,,,,,,,,,
8290,北京琦琳俪业装饰有限公司,(市)建筑业企业增项资质申请,0014181130002821,,,,,,,,,,,,,,,,,
8291,北京经纬达建设工程有限公司,(区)建筑业企业首次申请资质,0014190520003926,,,,,,,,,,,,,,,,,
8292,中嘉诚建筑工程(北京)有限公司,(市)建筑业企业首次申请资质,0014181206003152,,,,,,,,,,,,,,,,,
8293,北京中盛志成装饰工程有限公司,建筑业企业资质增项资质申请,0014180530003094,,,,,,,,,,,,,,,,,
8294,中核工建设集团有限公司,建筑业企业增项资质申请,0014181221000651,,,,,,,,,,,,,,,,,
8295,北京中天建华工程造价咨询有限公司,工程造价咨询企业延续资质,0014190509002001,,,,,,,,,,,,,,,,,
8296,北京万泽创鑫建筑工程有限公司,(市)建筑业企业首次申请资质,0014180704000500,,,,,,,,,,,,,,,,,
8297,北京中恒佳兴建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190111004877,,,,,,,,,,,,,,,,,
8298,北京合悦装饰有限公司,(市)建筑业企业首次申请资质,0014180702001037,,,,,,,,,,,,,,,,,
8299,北京徽派装修装饰有限公司,建筑业企业首次申请资质,0014180831002008,,,,,,,,,,,,,,,,,
8300,北京京盛百厦建设工程有限公司,(市)建筑业企业首次申请资质,0014180423002465,,,,,,,,,,,,,,,,,
8301,北京轩杨装饰工程有限公司,(市)建筑业企业首次申请资质,0014190124001812,,,,,,,,,,,,,,,,,
8302,北京卫京安消防工程有限公司,建筑业企业首次申请资质,0014190225004323,,,,,,,,,,,,,,,,,
8303,北京嘉世达装饰设计有限公司,建筑业企业首次申请资质,0014190526000031,,,,,,,,,,,,,,,,,
8304,中慧鼎建(北京)电力建设工程有限公司,(区)建筑业企业首次申请资质,0014190118001253,,,,,,,,,,,,,,,,,
8305,中铭成建设工程有限公司,(市)建筑业企业首次申请资质,0014190116002094,,,,,,,,,,,,,,,,,
8306,北京星源建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181208000544,,,,,,,,,,,,,,,,,
8307,北京宏坤永晟建设工程有限公司,(区)建筑业企业首次申请资质,0014180607002605,,,,,,,,,,,,,,,,,
8308,北京巽芳创新建设工程有限公司,(区)建筑业企业首次申请资质,0014180424001241,,,,,,,,,,,,,,,,,
8309,北京蜀韵东方装饰工程有限公司,(区)建筑业企业增项资质申请,0014190625000592,,,,,,,,,,,,,,,,,
8310,北京阳光丽景建筑装饰有限公司,(市)建筑业企业增项资质申请,0014190529007288,,,,,,,,,,,,,,,,,
8311,北京丰源伟业建筑装饰工程有限公司,建筑业企业升级资质申请,0014180122001426,,,,,,,,,,,,,,,,,
8312,中投远洋(北京)环保科技有限公司,(区)建筑业企业首次申请资质,0014190517001706,,,,,,,,,,,,,,,,,
8313,北京佰能盈天科技股份有限公司,建筑业企业首次申请资质,0014181116002836,,,,,,,,,,,,,,,,,
8314,北京上博建筑装饰有限公司,(区)建筑业企业首次申请资质,0014180605003356,,,,,,,,,,,,,,,,,
8315,北京宇润环境工程有限公司,建筑业企业首次申请资质,0014190802004649,,,,,,,,,,,,,,,,,
8316,北京芯诺装饰服务有限公司,建筑业企业首次申请资质,0014190402004892,,,,,,,,,,,,,,,,,
8317,北京宏远博智安装工程有限公司,(市)建筑业企业增项资质申请,0014190423002758,,,,,,,,,,,,,,,,,
8318,北京天川科技发展有限公司,建筑业企业增项资质申请,0014190115002352,,,,,,,,,,,,,,,,,
8319,张记兴达(北京)建筑劳务有限公司,建筑业企业首次申请资质,0014190528004598,,,,,,,,,,,,,,,,,
8320,北京翔越同创建筑劳务有限公司,建筑业企业首次申请资质,0014190716002191,,,,,,,,,,,,,,,,,
8321,北京奥邦建筑工程有限公司,建筑业企业首次申请资质,0014180822001681,,,,,,,,,,,,,,,,,
8322,北京晟鑫达建设装饰工程有限公司,(区)建筑业企业首次申请资质,0014190402002531,,,,,,,,,,,,,,,,,
8323,北京汇丽承建设工程有限公司,(区)建筑业企业首次申请资质,0014190808005028,,,,,,,,,,,,,,,,,
8324,北京航天环境工程有限公司,建筑业企业首次申请资质,0014181128000815,,,,,,,,,,,,,,,,,
8325,北京海利达机电工程有限公司,建筑业企业升级资质申请,0014180327003087,,,,,,,,,,,,,,,,,
8326,中富华阳(北京)建设有限公司,(市)建筑业企业首次申请资质,0014190301000841,,,,,,,,,,,,,,,,,
8327,北京大企天成建设工程有限公司,(市)建筑业企业首次申请资质,0014190620005345,,,,,,,,,,,,,,,,,
8328,北京通建泰利特智能系统工程技术有限公司,(市)建筑业企业增项资质申请,0014180828000923,,,,,,,,,,,,,,,,,
8329,北京弘景和润管理咨询有限公司,工程造价咨询企业新设立资质申请,0014190423005324,,,,,,,,,,,,,,,,,
8330,北京敬业建设监理有限公司,工程监理企业延续资质申请,0014190313001317,,,,,,,,,,,,,,,,,
8331,北京首荣建设工程有限公司,建筑业企业首次申请资质,0014190404000980,,,,,,,,,,,,,,,,,
8332,北京宏程泰建设工程有限公司,(区)建筑业企业资质增项资质申请,0014180824000053,,,,,,,,,,,,,,,,,
8333,中建一局集团建设发展有限公司,建筑业企业升级资质申请,0014180720002870,,,,,,,,,,,,,,,,,
8334,北京汇新添建筑劳务分包有限公司,建筑业企业首次申请资质,0014190513000734,,,,,,,,,,,,,,,,,
8335,北京奇遇建筑劳务有限公司,建筑业企业首次申请资质,0014190505007103,,,,,,,,,,,,,,,,,
8336,中旸(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014190308007632,,,,,,,,,,,,,,,,,
8337,北京永鑫嘉诚工程科技有限公司,建筑业企业增项资质申请,0014181008003118,,,,,,,,,,,,,,,,,
8338,北京龙鼎宇丰建筑工程有限公司,(区)建筑业企业首次申请资质,0014180604000408,,,,,,,,,,,,,,,,,
8339,北京昊润嘉业建筑装饰工程有限公司,建筑业企业增项资质申请,0014190122003788,,,,,,,,,,,,,,,,,
8340,北京益昌建筑工程有限公司,(市)建筑业企业首次申请资质,0014180728000034,,,,,,,,,,,,,,,,,
8341,北京天鸿经典装饰工程设计有限公司,(市)建筑业企业增项资质申请,0014190122001562,,,,,,,,,,,,,,,,,
8342,北京正兴邦建筑工程有限公司,建筑业企业首次申请资质,0014190531006246,,,,,,,,,,,,,,,,,
8343,北京鼎盛筑安建设工程有限公司,(市)建筑业企业首次申请资质,0014190529003688,,,,,,,,,,,,,,,,,
8344,中环佳泰(北京)建设有限公司,建筑业企业首次申请资质,0014190703002940,,,,,,,,,,,,,,,,,
8345,北京朗德益科技发展有限公司,(市)建筑业企业首次申请资质,0014180418002649,,,,,,,,,,,,,,,,,
8346,北京塑美建筑装饰工程有限公司,(区)建筑业企业资质增项资质申请,0014180717000223,,,,,,,,,,,,,,,,,
8347,北京宏大伟业建筑工程有限公司,建筑业企业首次申请资质,0014190313003498,,,,,,,,,,,,,,,,,
8348,北京金鸿盛建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181210000198,,,,,,,,,,,,,,,,,
8349,北京中本建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014171031002909,,,,,,,,,,,,,,,,,
8350,北京腾飞鑫龙建筑安装有限公司,(区)建筑业企业首次申请资质,0014190114003521,,,,,,,,,,,,,,,,,
8351,北京展途建筑工程有限公司,(区)建筑业企业首次申请资质,0014180715000197,,,,,,,,,,,,,,,,,
8352,北京佰能智诚技术有限公司,(市)建筑业企业增项资质申请,0014181130000357,,,,,,,,,,,,,,,,,
8353,北京中安惠洽建筑工程有限公司,(区)建筑业企业首次申请资质,0014181018002477,,,,,,,,,,,,,,,,,
8354,北京众聚建设工程有限公司,建筑业企业首次申请资质,0014190712000959,,,,,,,,,,,,,,,,,
8355,北京中磊胜秦建筑劳务有限公司,(市)建筑业企业增项资质申请,0014180829002263,,,,,,,,,,,,,,,,,
8356,北京宏达泰和建设工程有限公司,(区)建筑业企业首次申请资质,0014180710002622,,,,,,,,,,,,,,,,,
8357,北京永建聚元建设工程有限公司,(区)建筑业企业首次申请资质,0014190521005222,,,,,,,,,,,,,,,,,
8358,筑业嘉成(北京)建筑工程技术有限公司,(区)建筑业企业首次申请资质,0014181122004879,,,,,,,,,,,,,,,,,
8359,北京德源通环境工程技术有限公司,建筑业企业首次申请资质,0014181210000165,,,,,,,,,,,,,,,,,
8360,北京市赛通光明水电设备安装有限公司,建筑业企业增项资质申请,0014190716000526,,,,,,,,,,,,,,,,,
8361,北京承城建设工程有限公司,(区)建筑业企业首次申请资质,0014190108003131,,,,,,,,,,,,,,,,,
8362,北京佳佳维建筑装饰工程有限公司,(区)建筑业企业增项资质申请,0014190613000375,,,,,,,,,,,,,,,,,
8363,北京合力光桥智能网络有限公司,建筑业企业增项资质申请,0014190128001489,,,,,,,,,,,,,,,,,
8364,北京首铝建筑工程有限公司,(市)建筑业企业资质增项资质申请,0014180529003632,,,,,,,,,,,,,,,,,
8365,北京燕佳建筑工程有限公司,建筑业企业增项资质申请,0014181205000541,,,,,,,,,,,,,,,,,
8366,金捷利工程技术(北京)有限公司,(区)建筑业企业首次申请资质,0014190514002175,,,,,,,,,,,,,,,,,
8367,北京东青互联科技有限公司,(区)建筑业企业增项资质申请,0014190320000785,,,,,,,,,,,,,,,,,
8368,北京居云和诚建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190508006789,,,,,,,,,,,,,,,,,
8369,北京东方彩虹装饰工程有限公司,(区)建筑业企业首次申请资质,0014190327000793,,,,,,,,,,,,,,,,,
8370,北京众力诚建筑劳务有限公司,(区)建筑业企业首次申请资质,0014190121000032,,,,,,,,,,,,,,,,,
8371,北京春禹科技有限公司,(市)建筑业企业首次申请资质,0014190802001310,,,,,,,,,,,,,,,,,
8372,京安信达(北京)建设有限公司,建筑业企业首次申请资质,0014180828000349,,,,,,,,,,,,,,,,,
8373,北京弘景和润管理咨询有限公司,工程造价咨询企业新设立资质申请,0014190423005324,,,,,,,,,,,,,,,,,
8374,北京泰伯装饰工程有限公司,(区)建筑业企业首次申请资质,0014190716006746,,,,,,,,,,,,,,,,,
8375,北京百易千成机电安装工程有限公司,建筑业企业首次申请资质,0014190122004587,,,,,,,,,,,,,,,,,
8376,中也建筑(北京)有限公司,建筑业企业首次申请资质,0014190228003729,,,,,,,,,,,,,,,,,
8377,北京中合富立电力建设有限公司,(区)建筑业企业增项资质申请,0014190107002094,,,,,,,,,,,,,,,,,
8378,北京金元建筑装饰工程有限公司,建筑业企业增项资质申请,0014180813001210,,,,,,,,,,,,,,,,,
8379,北京鑫丰宏达建筑工程有限公司,建筑业企业首次申请资质,0014190430005197,,,,,,,,,,,,,,,,,
8380,北京春塔科技工程有限公司,(区)建筑业企业首次申请资质,0014180911001477,,,,,,,,,,,,,,,,,
8381,北京北辰工程建设监理有限公司,工程监理企业延续资质申请,0014190618000998,,,,,,,,,,,,,,,,,
8382,北京耀德建设工程有限公司,(市)建筑业企业首次申请资质,0014190118000162,,,,,,,,,,,,,,,,,
8383,中国水利水电建设工程咨询北京有限公司,工程监理企业新增项资质申请（包含丙级晋升乙级）,0014190618000763,,,,,,,,,,,,,,,,,
8384,北京中龙鑫源电力工程有限公司,建筑业企业首次申请资质,0014180718001506,,,,,,,,,,,,,,,,,
8385,泰旭久桦(北京)电力工程有限公司,建筑业企业首次申请资质,0014190616000334,,,,,,,,,,,,,,,,,
8386,北京清尚河图装饰设计有限公司,(区)建筑业企业增项资质申请,0014181207003759,,,,,,,,,,,,,,,,,
8387,北京同合盛兴科贸有限公司,(区)建筑业企业首次申请资质,0014180714000141,,,,,,,,,,,,,,,,,
8388,北京百中昌装饰装潢有限公司,(区)建筑业企业首次申请资质,0014190807002192,,,,,,,,,,,,,,,,,
8389,北京合众建达建筑工程有限公司,(市)建筑业企业首次申请资质,0014190506008217,,,,,,,,,,,,,,,,,
8390,北京华昶建筑工程有限公司,(区)建筑业企业首次申请资质,0014190809007155,,,,,,,,,,,,,,,,,
8391,北京朝宇永盛建筑劳务有限公司,建筑业企业首次申请资质,0014190814001683,,,,,,,,,,,,,,,,,
8392,北京京建运安消防工程有限公司,(市)建筑业企业首次申请资质,0014180410001134,,,,,,,,,,,,,,,,,
8393,北京康迪建设监理咨询有限公司,工程监理企业延续资质申请,0014180920001286,,,,,,,,,,,,,,,,,
8394,北京保信设备租赁有限公司,建筑业企业首次申请资质,0014190705004258,,,,,,,,,,,,,,,,,
8395,北京清尚河图装饰设计有限公司,(市)建筑业企业增项资质申请,0014181203003812,,,,,,,,,,,,,,,,,
8396,北京长峰航鑫建筑工程有限公司,(市)建筑业企业首次申请资质,0014190415001152,,,,,,,,,,,,,,,,,
8397,欧必翼(北京)安防科技有限公司,建筑业企业首次申请资质,0014180917002979,,,,,,,,,,,,,,,,,
8398,北京京西谊林电力工程有限公司,建筑业企业首次申请资质,0014190218002086,,,,,,,,,,,,,,,,,
8399,北京兴业建安建筑工程有限公司,(区)建筑业企业首次申请资质,0014190709007480,,,,,,,,,,,,,,,,,
8400,北京讯隆通达通信技术有限公司,建筑业企业首次申请资质,0014190508003540,,,,,,,,,,,,,,,,,
8401,北京宏图致远建筑工程有限公司,建筑业企业首次申请资质,0014180823000209,,,,,,,,,,,,,,,,,
8402,北京万陇建设有限公司,(区)建筑业企业首次申请资质,0014180813003313,,,,,,,,,,,,,,,,,
8403,北京世纪京科电力工程有限公司,建筑业企业增项资质申请,0014180803002580,,,,,,,,,,,,,,,,,
8404,北京辰光伟业建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190702007652,,,,,,,,,,,,,,,,,
8405,北京金恒泰市政工程有限公司,(区)建筑业企业首次申请资质,0014180726000852,,,,,,,,,,,,,,,,,
8406,中海嘉泰(北京)建设有限公司,(区)建筑业企业首次申请资质,0014190725005228,,,,,,,,,,,,,,,,,
8407,北京建标诚和工程咨询有限公司,工程造价咨询企业延续资质，工程造价咨询企业资质证书法定代表人变更，工程造价咨询企业资质证书技术负责人变更合并办理,0014190319003472,,,,,,,,,,,,,,,,,
