企业或单位名称,纳税人识别号,经营地点,欠税金额,税种
北京中坤长业房地产开发有限公司,110108746708814,北京市海淀区北三环西路甲18号院2号楼10层10029号,15793075.940,土地增值税
北京中坤长业房地产开发有限公司,110108746708814,北京市海淀区北三环西路甲18号院2号楼10层10029号,2918917.850,城建税
北京中坤长业房地产开发有限公司,110108746708814,北京市海淀区北三环西路甲18号院2号楼10层10029号,8256946.620,房产税
北京华旅欢乐水魔方嬉水乐园有限公司,110106562118238,北京市丰台区小屯路１１号,10616143.280,营业税
北京华旅欢乐水魔方嬉水乐园有限公司,110106562118238,北京市丰台区小屯路１１号,68415.920,地方教育附加
北京华旅欢乐水魔方嬉水乐园有限公司,110106562118238,北京市丰台区小屯路１１号,2411071.890,文化事业建设费
北京华旅欢乐水魔方嬉水乐园有限公司,110106562118238,北京市丰台区小屯路１１号,305322.670,教育费附加
北京华旅欢乐水魔方嬉水乐园有限公司,110106562118238,北京市丰台区小屯路１１号,712453.790,城建税
北京土曼科技有限公司,91110302092446236F,北京市北京经济技术开发区经海五路58号院5号楼402,60807.000,个人所得税
北京土曼科技有限公司,91110302092446236F,北京市北京经济技术开发区经海五路58号院5号楼402,1470.000,印花税
露露集团北京国芝香食品有限公司,110228662153102,北京密云区经济开发区汇通街17号,275378.010,房产税
露露集团北京国芝香食品有限公司,110228662153102,北京密云区经济开发区汇通街17号,40149.840,土地使用税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,2305745.230,营业税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,48945.900,土地使用税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,48945.900,土地使用税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,48945.900,土地使用税
